"PK_ACTVTY";"FPK_NATURA";"SITECODE";"ACT_CODE";"DESCRIPT_FR";"IN_OUT";"INTENSITY";"INFLUENCE";"POLLUTION";"HABITATS";"ESPECES"
"62480";"7700";"FR2100286";"B01.02";"Plantation forestière en terrain ouvert (espèces allochtones)";"I";"N";"x";;;
"62481";"7700";"FR2100286";"B03";"Exploitation forestière sans reboisement ou régénération naturelle";"I";"N";"x";;;
"62482";"7700";"FR2100286";"C01.03";"Extraction de tourbe";"I";"M";"+";;;
"62483";"7700";"FR2100286";"F03.01";"Chasse";"I";"N";"x";;;
"62484";"7700";"FR2100286";"J02.06";"Captages des eaux de surface";"I";"N";"x";;;
"71185";"8329";"FR9101406";"G01";"Sports de plein air et activités de loisirs et récréatives";"O";"M";"-";;;
"71186";"8330";"FR9101408";"A01";"Mise en culture (y compris augmentation de la surface agricole)";"I";"M";"-";;;
"71187";"8330";"FR9101408";"A04";"Pâturage";"I";"M";"+";;;
"71188";"8330";"FR9101408";"B03";"Exploitation forestière sans reboisement ou régénération naturelle";"I";"L";"-";;;
"71189";"8330";"FR9101408";"D01.02";"Routes, autoroutes";"I";"M";"-";;;
"71190";"8330";"FR9101408";"D06";"Autres formes de transport et de communication";"I";"H";"-";;;
"71191";"8330";"FR9101408";"E01.01";"Urbanisation continue";"I";"H";"-";;;
"71192";"8330";"FR9101408";"F01";"Aquaculture (eau douce et marine)";"I";"L";"x";;;
"71193";"8330";"FR9101408";"F03.01";"Chasse";"I";"M";"x";;;
"71194";"8330";"FR9101408";"G01.03";"Véhicules motorisés";"I";"M";"-";;;
"62495";"7702";"FR2100291";"B";"Sylviculture et opérations forestières";"I";"M";"-";;;
"62496";"7702";"FR2100291";"J02.06";"Captages des eaux de surface";"I";"L";"x";;;
"62497";"7702";"FR2100291";"A01";"Mise en culture (y compris augmentation de la surface agricole)";"I";"M";"-";;;
"62498";"7702";"FR2100291";"A04";"Pâturage";"I";"M";"+";;;
"62499";"7702";"FR2100291";"F01";"Aquaculture (eau douce et marine)";"I";"N";"-";;;
"62500";"7702";"FR2100291";"F03.01";"Chasse";"I";"N";"-";;;
"62501";"7702";"FR2100291";"F02.02";"Pêche professionnelle active (arts trainants)";"I";"N";"-";;;
"71195";"8330";"FR9101408";"G05.01";"Piétinement, surfréquentation";"I";"M";"-";;;
"71196";"8330";"FR9101408";"I01";"Espèces exotiques envahissantes";"I";"H";"-";;;
"71197";"8330";"FR9101408";"K01.01";"Erosion";"I";"M";"-";;;
"71198";"8330";"FR9101408";"K01.02";"Envasement";"I";"H";"-";;;
"71199";"8330";"FR9101408";"K02.02";"Accumulation de matière organique";"I";"M";"-";;;
"71200";"8330";"FR9101408";"K02.03";"Eutrophisation (naturelle)";"I";"H";"-";;;
"71201";"8330";"FR9101408";"K03.05";"Antagonisme avec des espèces introduites";"I";"H";"-";;;
"62546";"7707";"FR2100311";"B";"Sylviculture et opérations forestières";"I";"L";"x";;;
"62547";"7707";"FR2100311";"F03.01";"Chasse";"I";"L";"x";;;
"62548";"7707";"FR2100311";"A03";"Fauche de prairies";"I";"M";"+";;;
"71202";"8331";"FR9101410";"A01";"Mise en culture (y compris augmentation de la surface agricole)";"I";"M";"x";;;
"71203";"8331";"FR9101410";"C01.01.01";"Carrières de sable et graviers";"O";"M";"-";;;
"71204";"8331";"FR9101410";"D01.02";"Routes, autoroutes";"B";"H";"-";;;
"71205";"8331";"FR9101410";"D01.04";"Voie ferrée, TGV";"I";"M";"-";;;
"71206";"8331";"FR9101410";"D03.02";"Voies de navigation";"I";"M";"-";;;
"71207";"8331";"FR9101410";"E01";"Zones urbanisées, habitations";"I";"H";"-";;;
"71208";"8331";"FR9101410";"E01.01";"Urbanisation continue";"O";"H";"-";;;
"71209";"8331";"FR9101410";"F01";"Aquaculture (eau douce et marine)";"I";"M";"+";;;
"71210";"8331";"FR9101410";"F03.01";"Chasse";"I";"M";"x";;;
"71211";"8331";"FR9101410";"G01.08";"Autres activités de plein air et de loisirs";"I";"M";"-";;;
"71212";"8331";"FR9101410";"G05";"Autres intrusions et perturbations humaines";"I";"H";"-";;;
"71213";"8331";"FR9101410";"G05.01";"Piétinement, surfréquentation";"I";"M";"-";;;
"71214";"8331";"FR9101410";"H01";"Pollution des eaux de surfaces (limniques et terrestres, marines et saumâtres)";"B";"H";"-";;;
"71215";"8332";"FR9101412";"A01";"Mise en culture (y compris augmentation de la surface agricole)";"O";"H";"-";;;
"71216";"8332";"FR9101412";"A03";"Fauche de prairies";"I";"M";"+";;;
"71217";"8332";"FR9101412";"A04";"Pâturage";"I";"M";"+";;;
"71218";"8332";"FR9101412";"A07";"Utilisation de biocides, d'hormones et de produits chimiques";"O";"M";"-";;;
"71219";"8332";"FR9101412";"A08";"Fertilisation";"O";"M";"-";;;
"71220";"8332";"FR9101412";"D01.02";"Routes, autoroutes";"I";"H";"-";;;
"71221";"8332";"FR9101412";"D01.04";"Voie ferrée, TGV";"I";"H";"-";;;
"71222";"8332";"FR9101412";"D02.01";"Lignes électriques et téléphoniques";"I";"L";"x";;;
"71223";"8332";"FR9101412";"D03.02";"Voies de navigation";"I";"L";"-";;;
"71224";"8332";"FR9101412";"E01.01";"Urbanisation continue";"O";"H";"-";;;
"71225";"8332";"FR9101412";"E02.03";"Autres zones industrielles / commerciales";"O";"M";"-";;;
"71226";"8332";"FR9101412";"E03.01";"Dépôts de déchets ménagers / liés aux installations récréatives";"O";"M";"-";;;
"71227";"8332";"FR9101412";"F01";"Aquaculture (eau douce et marine)";"I";"L";"x";;;
"71228";"8332";"FR9101412";"F03.01";"Chasse";"B";"M";"-";;;
"71229";"8332";"FR9101412";"G01.02";"Randonnée, équitation et véhicules non-motorisés";"I";"L";"x";;;
"71230";"8332";"FR9101412";"G01.03";"Véhicules motorisés";"I";"H";"-";;;
"71231";"8332";"FR9101412";"G02.08";"Camping, caravanes";"O";"H";"-";;;
"71232";"8332";"FR9101412";"G05.01";"Piétinement, surfréquentation";"I";"H";"-";;;
"71233";"8332";"FR9101412";"I01";"Espèces exotiques envahissantes";"I";"H";"-";;;
"71234";"8332";"FR9101412";"J02.06";"Captages des eaux de surface";"I";"H";"+";;;
"71235";"8332";"FR9101412";"K02.02";"Accumulation de matière organique";"I";"H";"-";;;
"71236";"8332";"FR9101412";"K02.03";"Eutrophisation (naturelle)";"I";"H";"-";;;
"71237";"8333";"FR9101435";"C01.01.01";"Carrières de sable et graviers";"I";"H";"-";;;
"71238";"8333";"FR9101435";"D01.02";"Routes, autoroutes";"I";"L";"-";;;
"71239";"8333";"FR9101435";"E03.01";"Dépôts de déchets ménagers / liés aux installations récréatives";"I";"M";"-";;;
"71240";"8333";"FR9101435";"G05";"Autres intrusions et perturbations humaines";"I";"H";"-";;;
"71241";"8333";"FR9101435";"G05.01";"Piétinement, surfréquentation";"I";"H";"-";;;
"71242";"8333";"FR9101435";"I01";"Espèces exotiques envahissantes";"I";"M";"-";;;
"71243";"8333";"FR9101435";"J02.04";"Modifications du régime de mise en eau";"I";"M";"-";;;
"71244";"8333";"FR9101435";"M01.07";"Modifications du niveau de la mer";"B";"M";"-";;;
"71245";"8333";"FR9101435";"A01";"Mise en culture (y compris augmentation de la surface agricole)";"I";"H";"-";;;
"71246";"8333";"FR9101435";"A04.02";"Pâturage extensif";"I";"H";"+";;;
"71247";"8333";"FR9101435";"M01.02";"Sécheresses et diminution des précipitations";"B";"M";"-";;;
"71248";"8333";"FR9101435";"A04.01";"Pâturage intensif";"I";"H";"-";;;
"71273";"8334";"FR9101436";"H01.05";"Pollution diffuse des eaux de surface due aux activités agricoles ou forestières";"I";"M";"-";;;
"71274";"8334";"FR9101436";"I02";"Espèces autochtones problématiques";"I";"M";"-";;;
"71275";"8335";"FR9101439";"A02.03";"Retournement de prairies";"I";"M";"-";;;
"71276";"8335";"FR9101439";"A03.03";"Abandon / Absence de fauche";"I";"H";"-";;;
"71277";"8335";"FR9101439";"A07";"Utilisation de biocides, d'hormones et de produits chimiques";"I";"M";"-";;;
"71278";"8335";"FR9101439";"B01";"Plantation forestière en milieu ouvert";"I";"H";"-";;;
"71279";"8335";"FR9101439";"C03.02";"Production d'énergie solaire";"I";"M";"-";;;
"71280";"8335";"FR9101439";"C03.03";"Production d'énergie éolienne";"I";"M";"-";;;
"71281";"8335";"FR9101439";"G01.03";"Véhicules motorisés";"I";"H";"-";;;
"71282";"8335";"FR9101439";"A03";"Fauche de prairies";"I";"H";"+";;;
"71283";"8335";"FR9101439";"A04.02";"Pâturage extensif";"I";"H";"+";;;
"71284";"8335";"FR9101439";"B02.02";"Coupe forestière (éclaircie, coupe rase…)";"I";"H";"+";;;
"71285";"8335";"FR9101439";"A01";"Mise en culture (y compris augmentation de la surface agricole)";"I";"N";"x";;;
"71286";"8335";"FR9101439";"A05.01";"Elevage";"I";"N";"x";;;
"71287";"8335";"FR9101439";"A11";"Autres activités agricoles";"I";"N";"x";;;
"71288";"8335";"FR9101439";"B";"Sylviculture et opérations forestières";"I";"N";"x";;;
"69143";"8190";"FR5200623";"E03.01";"Dépôts de déchets ménagers / liés aux installations récréatives";"I";"M";"-";;;
"69144";"8190";"FR5200623";"E03.02";"Dépôts de déchets industriels";"I";"M";"-";;;
"69145";"8190";"FR5200623";"F01";"Aquaculture (eau douce et marine)";"I";"M";"x";;;
"69146";"8190";"FR5200623";"F03.01";"Chasse";"I";"H";"x";;;
"69147";"8190";"FR5200623";"F03.02.03";"Piégeage, empoisonnement, braconnage";"I";"M";"-";;;
"69148";"8190";"FR5200623";"G05";"Autres intrusions et perturbations humaines";"I";"H";"x";;;
"69149";"8190";"FR5200623";"H01";"Pollution des eaux de surfaces (limniques et terrestres, marines et saumâtres)";"I";"H";"-";;;
"69150";"8190";"FR5200623";"J02.06";"Captages des eaux de surface";"I";"M";"-";;;
"69151";"8190";"FR5200623";"J02.12";"Endigages, remblais, plages artificielles";"I";"L";"-";;;
"69152";"8190";"FR5200623";"L09";"Incendie (naturel)";"I";"H";"-";;;
"69163";"8192";"FR5200625";"A01";"Mise en culture (y compris augmentation de la surface agricole)";"I";"H";"-";;;
"69164";"8192";"FR5200625";"A04";"Pâturage";"I";"M";"+";;;
"69165";"8192";"FR5200625";"F01";"Aquaculture (eau douce et marine)";"I";"M";"x";;;
"69166";"8192";"FR5200625";"F03.01";"Chasse";"I";"M";"-";;;
"52722";"6806";"FR4100178";"A01";"Mise en culture (y compris augmentation de la surface agricole)";"B";"L";"-";;;
"52723";"6806";"FR4100178";"A02";"Modification des pratiques culturales (y compris la culture perenne de produits forestiers non ligneux : oliviers, vergers, vignes…)";"O";"L";"-";;;
"52724";"6806";"FR4100178";"A03";"Fauche de prairies";"I";"L";"+";;;
"52725";"6806";"FR4100178";"A04";"Pâturage";"O";"L";"+";;;
"52726";"6806";"FR4100178";"A04.03";"Abandon de systèmes pastoraux, sous-pâturage";"I";"H";"-";;;
"52727";"6806";"FR4100178";"A04.03";"Abandon de systèmes pastoraux, sous-pâturage";"O";"L";"-";;;
"52728";"6806";"FR4100178";"A07";"Utilisation de biocides, d'hormones et de produits chimiques";"O";"L";"-";;;
"52729";"6806";"FR4100178";"A08";"Fertilisation";"I";"L";"-";;;
"52730";"6806";"FR4100178";"A10";"Remembrement agricole";"O";"L";"-";;;
"52731";"6806";"FR4100178";"A10.01";"Elimination des haies et bosquets ou des broussailles";"O";"L";"-";;;
"52732";"6806";"FR4100178";"B";"Sylviculture et opérations forestières";"I";"H";"x";;;
"52733";"6806";"FR4100178";"B01";"Plantation forestière en milieu ouvert";"I";"L";"-";;;
"52734";"6806";"FR4100178";"B01.02";"Plantation forestière en terrain ouvert (espèces allochtones)";"B";"L";"-";;;
"52735";"6806";"FR4100178";"B02.03";"Elimination du sous-bois";"O";"L";"x";;;
"52736";"6806";"FR4100178";"B02.04";"Elimination des arbres morts ou dépérissants";"O";"L";"-";;;
"52737";"6806";"FR4100178";"B03";"Exploitation forestière sans reboisement ou régénération naturelle";"O";"L";"-";;;
"52738";"6806";"FR4100178";"D01.01";"Sentiers, chemins, pistes cyclables (y compris route forestière)";"I";"H";"-";;;
"52739";"6806";"FR4100178";"D01.02";"Routes, autoroutes";"I";"H";"-";;;
"52740";"6806";"FR4100178";"D01.02";"Routes, autoroutes";"O";"L";"-";;;
"52741";"6806";"FR4100178";"D01.04";"Voie ferrée, TGV";"I";"H";"-";;;
"52742";"6806";"FR4100178";"D01.04";"Voie ferrée, TGV";"O";"L";"-";;;
"52743";"6806";"FR4100178";"D02.09";"Autres formes de transport d'énergie";"O";"L";"-";;;
"52744";"6806";"FR4100178";"D03.02";"Voies de navigation";"I";"H";"-";;;
"52745";"6806";"FR4100178";"D04.02";"Aérodromes, héliports";"O";"L";"-";;;
"52746";"6806";"FR4100178";"E01.01";"Urbanisation continue";"O";"L";"-";;;
"52747";"6806";"FR4100178";"E01.03";"Habitations dispersées";"I";"L";"-";;;
"52748";"6806";"FR4100178";"E02";"Zones industrielles ou commerciales";"O";"L";"-";;;
"52749";"6806";"FR4100178";"E03";"Décharges";"O";"L";"-";;;
"52750";"6806";"FR4100178";"F02.03";"Pêche de loisirs";"I";"L";"x";;;
"52751";"6806";"FR4100178";"F03.02";"Prélèvements sur la faune terrestre";"I";"L";"-";;;
"52752";"6806";"FR4100178";"F04.01";"Pillage de stations floristiques";"I";"M";"-";;;
"52753";"6806";"FR4100178";"G01.02";"Randonnée, équitation et véhicules non-motorisés";"I";"L";"x";;;
"52754";"6806";"FR4100178";"G01.03";"Véhicules motorisés";"I";"L";"-";;;
"52755";"6806";"FR4100178";"G01.04";"Alpinisme, escalade, spéléologie";"I";"M";"-";;;
"52756";"6806";"FR4100178";"H";"Pollution";"O";"L";"-";;;
"52757";"6806";"FR4100178";"K02.03";"Eutrophisation (naturelle)";"I";"M";"-";;;
"52766";"6808";"FR4100180";"A01";"Mise en culture (y compris augmentation de la surface agricole)";"I";"H";"-";;;
"52767";"6808";"FR4100180";"A04.03";"Abandon de systèmes pastoraux, sous-pâturage";"I";"H";"-";;;
"52768";"6808";"FR4100180";"A05.01";"Elevage";"I";"M";"x";;;
"52769";"6808";"FR4100180";"B";"Sylviculture et opérations forestières";"I";"H";"x";;;
"52770";"6808";"FR4100180";"B01";"Plantation forestière en milieu ouvert";"I";"M";"-";;;
"52771";"6808";"FR4100180";"D01.02";"Routes, autoroutes";"I";"L";"-";;;
"52772";"6808";"FR4100180";"E01.03";"Habitations dispersées";"I";"L";"-";;;
"52773";"6808";"FR4100180";"F03.01";"Chasse";"I";"M";"x";;;
"52774";"6808";"FR4100180";"H01";"Pollution des eaux de surfaces (limniques et terrestres, marines et saumâtres)";"I";"M";"-";;;
"52775";"6808";"FR4100180";"A04.01";"Pâturage intensif";"I";"M";"-";;;
"52776";"6809";"FR4100181";"A04.03";"Abandon de systèmes pastoraux, sous-pâturage";"I";"H";"-";;;
"52777";"6809";"FR4100181";"B";"Sylviculture et opérations forestières";"I";"H";"x";;;
"52778";"6809";"FR4100181";"D01.02";"Routes, autoroutes";"I";"L";"-";;;
"52779";"6809";"FR4100181";"F03.01";"Chasse";"I";"L";"x";;;
"52780";"6809";"FR4100181";"K04.05";"Dégâts provoqués par les herbivores (gibier inclus)";"I";"L";"-";;;
"52781";"6810";"FR4100182";"B";"Sylviculture et opérations forestières";"I";"H";"x";;;
"52782";"6810";"FR4100182";"F03.01";"Chasse";"I";"M";"x";;;
"52783";"6810";"FR4100182";"K04.05";"Dégâts provoqués par les herbivores (gibier inclus)";"I";"M";"-";;;
"52784";"6811";"FR4100183";"B";"Sylviculture et opérations forestières";"I";"H";"x";;;
"52785";"6811";"FR4100183";"F03.01";"Chasse";"I";"M";"x";;;
"52786";"6811";"FR4100183";"F03.02.02";"Capture dans le nid (ex. désairage de rapaces)";"I";"L";"-";;;
"52787";"6811";"FR4100183";"F04.01";"Pillage de stations floristiques";"I";"L";"-";;;
"52788";"6811";"FR4100183";"K04.05";"Dégâts provoqués par les herbivores (gibier inclus)";"I";"M";"-";;;
"52789";"6812";"FR4100185";"B";"Sylviculture et opérations forestières";"I";"H";"x";;;
"52790";"6812";"FR4100185";"F03.01";"Chasse";"I";"M";"x";;;
"52791";"6812";"FR4100185";"K04.05";"Dégâts provoqués par les herbivores (gibier inclus)";"I";"M";"-";;;
"52792";"6813";"FR4100186";"B";"Sylviculture et opérations forestières";"I";"H";"x";;;
"52793";"6813";"FR4100186";"K01.03";"Assèchement";"I";"H";"-";;;
"52794";"6813";"FR4100186";"K04.05";"Dégâts provoqués par les herbivores (gibier inclus)";"I";"H";"-";;;
"52795";"6813";"FR4100186";"J02";"Changements des conditions hydrauliques induits par l'homme";"I";"H";"-";;;
"52796";"6814";"FR4100188";"A01";"Mise en culture (y compris augmentation de la surface agricole)";"I";"H";"-";;;
"52797";"6814";"FR4100188";"A01";"Mise en culture (y compris augmentation de la surface agricole)";"O";"L";"-";;;
"52798";"6814";"FR4100188";"A02";"Modification des pratiques culturales (y compris la culture perenne de produits forestiers non ligneux : oliviers, vergers, vignes…)";"O";"L";"-";;;
"52799";"6814";"FR4100188";"A04";"Pâturage";"O";"L";"+";;;
"52800";"6814";"FR4100188";"A04.03";"Abandon de systèmes pastoraux, sous-pâturage";"O";"L";"-";;;
"52801";"6814";"FR4100188";"A07";"Utilisation de biocides, d'hormones et de produits chimiques";"O";"L";"-";;;
"52802";"6814";"FR4100188";"A10";"Remembrement agricole";"O";"L";"-";;;
"52803";"6814";"FR4100188";"A10.01";"Elimination des haies et bosquets ou des broussailles";"O";"L";"-";;;
"52804";"6814";"FR4100188";"B";"Sylviculture et opérations forestières";"I";"H";"x";;;
"52805";"6814";"FR4100188";"B01.02";"Plantation forestière en terrain ouvert (espèces allochtones)";"O";"L";"-";;;
"52806";"6814";"FR4100188";"B02.03";"Elimination du sous-bois";"O";"L";"-";;;
"52807";"6814";"FR4100188";"B02.04";"Elimination des arbres morts ou dépérissants";"O";"L";"-";;;
"52808";"6814";"FR4100188";"B03";"Exploitation forestière sans reboisement ou régénération naturelle";"O";"L";"-";;;
"52809";"6814";"FR4100188";"D01.02";"Routes, autoroutes";"O";"L";"-";;;
"52810";"6814";"FR4100188";"D01.04";"Voie ferrée, TGV";"O";"L";"-";;;
"52811";"6814";"FR4100188";"D02.09";"Autres formes de transport d'énergie";"O";"L";"-";;;
"52812";"6814";"FR4100188";"D04.02";"Aérodromes, héliports";"O";"L";"-";;;
"52813";"6814";"FR4100188";"E01.01";"Urbanisation continue";"O";"L";"-";;;
"52814";"6814";"FR4100188";"E02";"Zones industrielles ou commerciales";"O";"L";"-";;;
"52815";"6814";"FR4100188";"E03";"Décharges";"O";"L";"-";;;
"52816";"6814";"FR4100188";"F03.01";"Chasse";"I";"H";"x";;;
"52817";"6814";"FR4100188";"F04.01";"Pillage de stations floristiques";"I";"L";"-";;;
"52818";"6814";"FR4100188";"G01.03";"Véhicules motorisés";"I";"M";"-";;;
"52819";"6814";"FR4100188";"G05";"Autres intrusions et perturbations humaines";"I";"M";"-";;;
"52820";"6814";"FR4100188";"G05.01";"Piétinement, surfréquentation";"I";"M";"-";;;
"52821";"6814";"FR4100188";"H";"Pollution";"O";"L";"-";;;
"52822";"6814";"FR4100188";"K04.05";"Dégâts provoqués par les herbivores (gibier inclus)";"I";"M";"-";;;
"69167";"8192";"FR5200625";"H01";"Pollution des eaux de surfaces (limniques et terrestres, marines et saumâtres)";"I";"H";"-";;;
"69168";"8192";"FR5200625";"J02.06";"Captages des eaux de surface";"I";"M";"-";;;
"69169";"8192";"FR5200625";"I01";"Espèces exotiques envahissantes";"I";"H";"-";;;
"69170";"8193";"FR5200626";"A04";"Pâturage";"I";"M";"+";;;
"69171";"8193";"FR5200626";"E01";"Zones urbanisées, habitations";"I";"M";"-";;;
"69172";"8193";"FR5200626";"G05";"Autres intrusions et perturbations humaines";"I";"M";"x";;;
"69173";"8193";"FR5200626";"G05.01";"Piétinement, surfréquentation";"I";"H";"-";;;
"69174";"8193";"FR5200626";"H01";"Pollution des eaux de surfaces (limniques et terrestres, marines et saumâtres)";"I";"M";"-";;;
"69175";"8193";"FR5200626";"J02.12";"Endigages, remblais, plages artificielles";"I";"M";"-";;;
"69176";"8193";"FR5200626";"K01.01";"Erosion";"I";"M";"-";;;
"69177";"8193";"FR5200626";"K01.02";"Envasement";"I";"M";"-";;;
"69178";"8193";"FR5200626";"I01";"Espèces exotiques envahissantes";"I";"H";"-";;;
"69179";"8193";"FR5200626";"A11";"Autres activités agricoles";"I";"H";"+";;;
"69180";"8193";"FR5200626";"A03.02";"Fauche non intensive";"I";"H";"+";;;
"69181";"8193";"FR5200626";"A04.02";"Pâturage extensif";"I";"H";"+";;;
"69182";"8193";"FR5200626";"G01";"Sports de plein air et activités de loisirs et récréatives";"I";"H";"-";;;
"69183";"8193";"FR5200626";"L07";"Tempête, cyclone";"I";"M";"-";;;
"69184";"8193";"FR5200626";"F01";"Aquaculture (eau douce et marine)";"I";"L";"-";;;
"69185";"8193";"FR5200626";"F02.03";"Pêche de loisirs";"I";"H";"-";;;
"69186";"8193";"FR5200626";"D01.02";"Routes, autoroutes";"I";"M";"-";;;
"69187";"8193";"FR5200626";"D01.01";"Sentiers, chemins, pistes cyclables (y compris route forestière)";"I";"H";"-";;;
"70179";"8257";"FR7300841";"A01";"Mise en culture (y compris augmentation de la surface agricole)";"I";"L";"-";;;
"70180";"8257";"FR7300841";"A04";"Pâturage";"I";"H";"-";;;
"70181";"8257";"FR7300841";"A04.03";"Abandon de systèmes pastoraux, sous-pâturage";"I";"H";"-";;;
"70182";"8257";"FR7300841";"A08";"Fertilisation";"I";"H";"-";;;
"70183";"8257";"FR7300841";"B";"Sylviculture et opérations forestières";"I";"L";"+";;;
"70184";"8257";"FR7300841";"F03.01";"Chasse";"I";"L";"x";;;
"70185";"8257";"FR7300841";"G01.02";"Randonnée, équitation et véhicules non-motorisés";"I";"L";"x";;;
"70186";"8257";"FR7300841";"G01.03";"Véhicules motorisés";"I";"L";"x";;;
"70187";"8257";"FR7300841";"G01.04";"Alpinisme, escalade, spéléologie";"I";"H";"x";;;
"70188";"8257";"FR7300841";"J01";"Incendies et lutte contre les incendies";"I";"M";"+";;;
"70189";"8258";"FR7300847";"A01";"Mise en culture (y compris augmentation de la surface agricole)";"I";"H";"-";;;
"70190";"8258";"FR7300847";"A04";"Pâturage";"I";"H";"+";;;
"70191";"8258";"FR7300847";"A04.03";"Abandon de systèmes pastoraux, sous-pâturage";"I";"H";"-";;;
"70192";"8258";"FR7300847";"A10.01";"Elimination des haies et bosquets ou des broussailles";"I";"H";"-";;;
"70193";"8258";"FR7300847";"H01";"Pollution des eaux de surfaces (limniques et terrestres, marines et saumâtres)";"I";"M";"-";;;
"70194";"8258";"FR7300847";"K03.05";"Antagonisme avec des espèces introduites";"I";"M";"-";;;
"70195";"8258";"FR7300847";"G01.01";"Sports nautiques";"I";"H";"-";;;
"70196";"8258";"FR7300847";"G05";"Autres intrusions et perturbations humaines";"I";"M";"-";;;
"70197";"8259";"FR7300854";"A01";"Mise en culture (y compris augmentation de la surface agricole)";"I";"N";"x";;;
"70198";"8259";"FR7300854";"A04";"Pâturage";"I";"N";"x";;;
"70199";"8259";"FR7300854";"A04.03";"Abandon de systèmes pastoraux, sous-pâturage";"I";"N";"x";;;
"70200";"8259";"FR7300854";"A05.01";"Elevage";"I";"N";"x";;;
"70201";"8259";"FR7300854";"B";"Sylviculture et opérations forestières";"I";"N";"x";;;
"70202";"8259";"FR7300854";"B01.02";"Plantation forestière en terrain ouvert (espèces allochtones)";"I";"N";"x";;;
"70203";"8259";"FR7300854";"D01.02";"Routes, autoroutes";"I";"N";"x";;;
"70204";"8259";"FR7300854";"D02.01";"Lignes électriques et téléphoniques";"I";"N";"x";;;
"70205";"8259";"FR7300854";"F03.01";"Chasse";"I";"N";"x";;;
"70206";"8259";"FR7300854";"G01.03";"Véhicules motorisés";"I";"N";"x";;;
"70207";"8259";"FR7300854";"G01.04";"Alpinisme, escalade, spéléologie";"I";"N";"x";;;
"70208";"8259";"FR7300854";"G05";"Autres intrusions et perturbations humaines";"I";"N";"x";;;
"70209";"8259";"FR7300854";"L09";"Incendie (naturel)";"I";"N";"x";;;
"70210";"8260";"FR7300860";"A01";"Mise en culture (y compris augmentation de la surface agricole)";"I";"L";"x";;;
"70211";"8260";"FR7300860";"A04";"Pâturage";"I";"M";"+";;;
"70212";"8260";"FR7300860";"A04.03";"Abandon de systèmes pastoraux, sous-pâturage";"I";"L";"-";;;
"70213";"8260";"FR7300860";"A05.01";"Elevage";"I";"M";"+";;;
"70214";"8260";"FR7300860";"A11";"Autres activités agricoles";"I";"L";"x";;;
"70215";"8260";"FR7300860";"B";"Sylviculture et opérations forestières";"I";"L";"+";;;
"70216";"8260";"FR7300860";"B01.02";"Plantation forestière en terrain ouvert (espèces allochtones)";"I";"L";"x";;;
"70217";"8260";"FR7300860";"D01.02";"Routes, autoroutes";"I";"L";"-";;;
"70218";"8260";"FR7300860";"D01.05";"Pont, viaduc";"I";"L";"-";;;
"70219";"8260";"FR7300860";"D02.01";"Lignes électriques et téléphoniques";"I";"L";"-";;;
"70220";"8260";"FR7300860";"F03.01";"Chasse";"I";"M";"x";;;
"70221";"8260";"FR7300860";"F04.01";"Pillage de stations floristiques";"I";"L";"-";;;
"70234";"8262";"FR7300889";"A01";"Mise en culture (y compris augmentation de la surface agricole)";"I";"M";"-";;;
"70235";"8262";"FR7300889";"A07";"Utilisation de biocides, d'hormones et de produits chimiques";"I";"H";"-";;;
"70236";"8262";"FR7300889";"A09";"Irrigation";"I";"H";"-";;;
"70237";"8262";"FR7300889";"B01.02";"Plantation forestière en terrain ouvert (espèces allochtones)";"I";"M";"-";;;
"70238";"8262";"FR7300889";"C01.01.01";"Carrières de sable et graviers";"I";"M";"-";;;
"70239";"8262";"FR7300889";"E03.01";"Dépôts de déchets ménagers / liés aux installations récréatives";"I";"M";"-";;;
"70240";"8262";"FR7300889";"H01";"Pollution des eaux de surfaces (limniques et terrestres, marines et saumâtres)";"I";"H";"-";;;
"70241";"8262";"FR7300889";"K03.05";"Antagonisme avec des espèces introduites";"I";"M";"-";;;
"70242";"8262";"FR7300889";"J02.01";"Comblement et assèchement";"I";"L";"-";;;
"70243";"8262";"FR7300889";"C01.01";"Extraction de sable et graviers";"B";"M";"-";;;
"70244";"8262";"FR7300889";"E02.01";"Usine";"O";"L";"-";;;
"70245";"8262";"FR7300889";"E03.02";"Dépôts de déchets industriels";"O";"L";"-";;;
"70246";"8262";"FR7300889";"A10.01";"Elimination des haies et bosquets ou des broussailles";"I";"L";"-";;;
"70247";"8262";"FR7300889";"J02.01";"Comblement et assèchement";"B";"L";"-";;;
"70248";"8262";"FR7300889";"J02.06";"Captages des eaux de surface";"I";"L";"-";;;
"70249";"8262";"FR7300889";"A04.03";"Abandon de systèmes pastoraux, sous-pâturage";"I";"M";"-";;;
"70250";"8262";"FR7300889";"A08";"Fertilisation";"I";"M";"-";;;
"70251";"8262";"FR7300889";"A10";"Remembrement agricole";"I";"M";"-";;;
"70362";"8270";"FR7300944";"A04.03";"Abandon de systèmes pastoraux, sous-pâturage";"I";"H";"-";;;
"70363";"8270";"FR7300944";"A07";"Utilisation de biocides, d'hormones et de produits chimiques";"I";"M";"-";;;
"70364";"8270";"FR7300944";"B01.02";"Plantation forestière en terrain ouvert (espèces allochtones)";"I";"H";"-";;;
"70365";"8270";"FR7300944";"C01.01.01";"Carrières de sable et graviers";"I";"L";"-";;;
"70366";"8270";"FR7300944";"G01.03";"Véhicules motorisés";"I";"M";"-";;;
"70367";"8270";"FR7300944";"G01.04";"Alpinisme, escalade, spéléologie";"I";"M";"-";;;
