"PK_HABIT2";"FPK_NATURA";"SITECODE";"HABCODE";"DESCRIPTFR";"COVER"
54399,00;8463,00;"FR5200650";"N16";"Forêts caducifoliées";"60"
54400,00;8463,00;"FR5200650";"N23";"Autres terres  (incluant les Zones urbanisées et industrielles, Routes, Décharges, Mines)";"10"
54401,00;8464,00;"FR5200652";"N23";"Autres terres  (incluant les Zones urbanisées et industrielles, Routes, Décharges, Mines)";"29"
54402,00;8464,00;"FR5200652";"N16";"Forêts caducifoliées";"51,6"
54403,00;8464,00;"FR5200652";"N12";"Cultures céréalières extensives   (incluant les cultures en rotation avec une jachère régulière)";"19,4"
54404,00;8465,00;"FR5200654";"N03";"Marais salants, Prés salés, Steppes salées";"0,5"
54405,00;8465,00;"FR5200654";"N04";"Dunes, Plages de sables, Machair";"10"
54406,00;8465,00;"FR5200654";"N05";"Galets, Falaises maritimes, Ilots";"8"
54407,00;8465,00;"FR5200654";"N06";"Eaux douces intérieures (Eaux stagnantes, Eaux courantes)";"1,5"
54408,00;8465,00;"FR5200654";"N08";"Landes, Broussailles, Recrus, Maquis et Garrigues, Phrygana";"14"
54409,00;8465,00;"FR5200654";"N23";"Autres terres  (incluant les Zones urbanisées et industrielles, Routes, Décharges, Mines)";"16"
54410,00;8465,00;"FR5200654";"N19";"Forêts mixtes";"3"
54411,00;8465,00;"FR5200654";"N14";"Prairies ameliorées";"5"
54412,00;8465,00;"FR5200654";"N25";"Prairies et broussailles (en général)";"42"
54413,00;8466,00;"FR5200655";"N04";"Dunes, Plages de sables, Machair";"30"
54414,00;8466,00;"FR5200655";"N05";"Galets, Falaises maritimes, Ilots";"1"
54415,00;8466,00;"FR5200655";"N07";"Marais (vegetation de ceinture), Bas-marais, Tourbières,";"30"
54416,00;8466,00;"FR5200655";"N23";"Autres terres  (incluant les Zones urbanisées et industrielles, Routes, Décharges, Mines)";"11"
54417,00;8466,00;"FR5200655";"N01";"Mer, Bras de Mer";"21"
54418,00;8466,00;"FR5200655";"N03";"Marais salants, Prés salés, Steppes salées";"5"
54419,00;8466,00;"FR5200655";"N06";"Eaux douces intérieures (Eaux stagnantes, Eaux courantes)";"2"
54420,00;8467,00;"FR5200658";"N06";"Eaux douces intérieures (Eaux stagnantes, Eaux courantes)";"50"
54421,00;8467,00;"FR5200658";"N08";"Landes, Broussailles, Recrus, Maquis et Garrigues, Phrygana";"20"
54422,00;8467,00;"FR5200658";"N10";"Prairies semi-naturelles humides, Prairies mésophiles améliorées";"10"
54423,00;8467,00;"FR5200658";"N16";"Forêts caducifoliées";"10"
54424,00;8467,00;"FR5200658";"N23";"Autres terres  (incluant les Zones urbanisées et industrielles, Routes, Décharges, Mines)";"10"
54425,00;8468,00;"FR5200659";"N01";"Mer, Bras de Mer";"5"
54426,00;8468,00;"FR5200659";"N03";"Marais salants, Prés salés, Steppes salées";"10"
54427,00;8468,00;"FR5200659";"N04";"Dunes, Plages de sables, Machair";"5"
54428,00;8468,00;"FR5200659";"N06";"Eaux douces intérieures (Eaux stagnantes, Eaux courantes)";"5"
54429,00;8468,00;"FR5200659";"N07";"Marais (vegetation de ceinture), Bas-marais, Tourbières,";"5"
54430,00;8468,00;"FR5200659";"N09";"Pelouses sèches, Steppes";"3"
54431,00;8468,00;"FR5200659";"N10";"Prairies semi-naturelles humides, Prairies mésophiles améliorées";"35"
54432,00;8468,00;"FR5200659";"N17";"Forêts de résineux";"5"
54433,00;8468,00;"FR5200659";"N15";"Autres terres arables";"5"
54434,00;8468,00;"FR5200659";"N23";"Autres terres  (incluant les Zones urbanisées et industrielles, Routes, Décharges, Mines)";"7"
54435,00;8468,00;"FR5200659";"N02";"Rivières et Estuaires soumis à la marée, Vasières et bancs de sable, Lagunes  (incluant les bassins de production de sel)";"15"
54436,00;8469,00;"FR5212003";"N06";"Eaux douces intérieures (Eaux stagnantes, Eaux courantes)";"45"
54437,00;8469,00;"FR5212003";"N10";"Prairies semi-naturelles humides, Prairies mésophiles améliorées";"15"
54438,00;8469,00;"FR5212003";"N16";"Forêts caducifoliées";"20"
54439,00;8469,00;"FR5212003";"N21";"Zones de plantations d'arbres  (incluant les Vergers, Vignes,  Dehesas)";"10"
54440,00;8469,00;"FR5212003";"N23";"Autres terres  (incluant les Zones urbanisées et industrielles, Routes, Décharges, Mines)";"10"
54441,00;8470,00;"FR5300003";"N06";"Eaux douces intérieures (Eaux stagnantes, Eaux courantes)";"7"
54442,00;8470,00;"FR5300003";"N07";"Marais (vegetation de ceinture), Bas-marais, Tourbières,";"16"
54443,00;8470,00;"FR5300003";"N08";"Landes, Broussailles, Recrus, Maquis et Garrigues, Phrygana";"50"
54444,00;8470,00;"FR5300003";"N10";"Prairies semi-naturelles humides, Prairies mésophiles améliorées";"6"
54445,00;8470,00;"FR5300003";"N14";"Prairies ameliorées";"1"
54446,00;8470,00;"FR5300003";"N19";"Forêts mixtes";"20"
54447,00;8471,00;"FR5300004";"N01";"Mer, Bras de Mer";"1"
54448,00;8471,00;"FR5300004";"N03";"Marais salants, Prés salés, Steppes salées";"1"
54449,00;8471,00;"FR5300004";"N06";"Eaux douces intérieures (Eaux stagnantes, Eaux courantes)";"1"
54450,00;8471,00;"FR5300004";"N07";"Marais (vegetation de ceinture), Bas-marais, Tourbières,";"3"
54451,00;8471,00;"FR5300004";"N22";"Rochers intérieurs, Eboulis rocheux,  Dunes intérieures, Neige ou glace permanente";"1"
54452,00;8471,00;"FR5300004";"N02";"Rivières et Estuaires soumis à la marée, Vasières et bancs de sable, Lagunes  (incluant les bassins de production de sel)";"2"
54453,00;8471,00;"FR5300004";"N08";"Landes, Broussailles, Recrus, Maquis et Garrigues, Phrygana";"5"
54454,00;8471,00;"FR5300004";"N10";"Prairies semi-naturelles humides, Prairies mésophiles améliorées";"40"
54455,00;8471,00;"FR5300004";"N14";"Prairies ameliorées";"2"
54456,00;8471,00;"FR5300004";"N16";"Forêts caducifoliées";"40"
54457,00;8471,00;"FR5300004";"N19";"Forêts mixtes";"4"
54458,00;8472,00;"FR5300005";"N06";"Eaux douces intérieures (Eaux stagnantes, Eaux courantes)";"37"
54459,00;8472,00;"FR5300005";"N07";"Marais (vegetation de ceinture), Bas-marais, Tourbières,";"3"
54460,00;8472,00;"FR5300005";"N08";"Landes, Broussailles, Recrus, Maquis et Garrigues, Phrygana";"30"
54461,00;8472,00;"FR5300005";"N09";"Pelouses sèches, Steppes";"4"
54462,00;8472,00;"FR5300005";"N16";"Forêts caducifoliées";"22"
54463,00;8472,00;"FR5300005";"N22";"Rochers intérieurs, Eboulis rocheux,  Dunes intérieures, Neige ou glace permanente";"1"
54464,00;8472,00;"FR5300005";"N17";"Forêts de résineux";"3"
54465,00;8473,00;"FR5300006";"N06";"Eaux douces intérieures (Eaux stagnantes, Eaux courantes)";"13"
54466,00;8473,00;"FR5300006";"N07";"Marais (vegetation de ceinture), Bas-marais, Tourbières,";"14"
54467,00;8473,00;"FR5300006";"N08";"Landes, Broussailles, Recrus, Maquis et Garrigues, Phrygana";"10"
54468,00;8473,00;"FR5300006";"N10";"Prairies semi-naturelles humides, Prairies mésophiles améliorées";"25"
54469,00;8473,00;"FR5300006";"N16";"Forêts caducifoliées";"15"
54470,00;8473,00;"FR5300006";"N17";"Forêts de résineux";"3"
54471,00;8473,00;"FR5300006";"N19";"Forêts mixtes";"6"
54472,00;8473,00;"FR5300006";"N14";"Prairies ameliorées";"6"
54473,00;8473,00;"FR5300006";"N15";"Autres terres arables";"7"
54474,00;8473,00;"FR5300006";"N22";"Rochers intérieurs, Eboulis rocheux,  Dunes intérieures, Neige ou glace permanente";"1"
54475,00;8474,00;"FR5300007";"N06";"Eaux douces intérieures (Eaux stagnantes, Eaux courantes)";"15"
54476,00;8474,00;"FR5300007";"N07";"Marais (vegetation de ceinture), Bas-marais, Tourbières,";"5"
54477,00;8474,00;"FR5300007";"N08";"Landes, Broussailles, Recrus, Maquis et Garrigues, Phrygana";"17"
54478,00;8474,00;"FR5300007";"N10";"Prairies semi-naturelles humides, Prairies mésophiles améliorées";"58"
54479,00;8474,00;"FR5300007";"N16";"Forêts caducifoliées";"5"
54480,00;8475,00;"FR5300008";"N03";"Marais salants, Prés salés, Steppes salées";"1"
54481,00;8475,00;"FR5300008";"N05";"Galets, Falaises maritimes, Ilots";"1"
54482,00;8475,00;"FR5300008";"N06";"Eaux douces intérieures (Eaux stagnantes, Eaux courantes)";"1"
54483,00;8475,00;"FR5300008";"N08";"Landes, Broussailles, Recrus, Maquis et Garrigues, Phrygana";"7"
54484,00;8475,00;"FR5300008";"N10";"Prairies semi-naturelles humides, Prairies mésophiles améliorées";"10"
54485,00;8475,00;"FR5300008";"N16";"Forêts caducifoliées";"60"
54486,00;8475,00;"FR5300008";"N22";"Rochers intérieurs, Eboulis rocheux,  Dunes intérieures, Neige ou glace permanente";"1"
54487,00;8475,00;"FR5300008";"N02";"Rivières et Estuaires soumis à la marée, Vasières et bancs de sable, Lagunes  (incluant les bassins de production de sel)";"6"
54488,00;8475,00;"FR5300008";"N07";"Marais (vegetation de ceinture), Bas-marais, Tourbières,";"1"
54489,00;8475,00;"FR5300008";"N12";"Cultures céréalières extensives   (incluant les cultures en rotation avec une jachère régulière)";"2"
54490,00;8475,00;"FR5300008";"N14";"Prairies ameliorées";"1"
54491,00;8475,00;"FR5300008";"N15";"Autres terres arables";"1"
54492,00;8475,00;"FR5300008";"N20";"Forêt artificielle en monoculture (ex: Plantations de peupliers ou d'Arbres exotiques)";"5"
54493,00;8475,00;"FR5300008";"N23";"Autres terres  (incluant les Zones urbanisées et industrielles, Routes, Décharges, Mines)";"3"
54494,00;8476,00;"FR5300009";"N01";"Mer, Bras de Mer";"87"
54495,00;8476,00;"FR5300009";"N03";"Marais salants, Prés salés, Steppes salées";"1"
54496,00;8476,00;"FR5300009";"N04";"Dunes, Plages de sables, Machair";"1"
54497,00;8476,00;"FR5300009";"N05";"Galets, Falaises maritimes, Ilots";"2"
54498,00;8476,00;"FR5300009";"N06";"Eaux douces intérieures (Eaux stagnantes, Eaux courantes)";"1"
54499,00;8476,00;"FR5300009";"N08";"Landes, Broussailles, Recrus, Maquis et Garrigues, Phrygana";"1"
54500,00;8476,00;"FR5300009";"N16";"Forêts caducifoliées";"1"
54501,00;8476,00;"FR5300009";"N22";"Rochers intérieurs, Eboulis rocheux,  Dunes intérieures, Neige ou glace permanente";"1"
54502,00;8476,00;"FR5300009";"N02";"Rivières et Estuaires soumis à la marée, Vasières et bancs de sable, Lagunes  (incluant les bassins de production de sel)";"5"
54503,00;8477,00;"FR5300010";"N01";"Mer, Bras de Mer";"64"
54504,00;8477,00;"FR5300010";"N03";"Marais salants, Prés salés, Steppes salées";"1"
54505,00;8477,00;"FR5300010";"N04";"Dunes, Plages de sables, Machair";"1"
54506,00;8477,00;"FR5300010";"N05";"Galets, Falaises maritimes, Ilots";"1"
54507,00;8477,00;"FR5300010";"N08";"Landes, Broussailles, Recrus, Maquis et Garrigues, Phrygana";"1"
54508,00;8477,00;"FR5300010";"N10";"Prairies semi-naturelles humides, Prairies mésophiles améliorées";"1"
54509,00;8477,00;"FR5300010";"N16";"Forêts caducifoliées";"10"
54510,00;8477,00;"FR5300010";"N22";"Rochers intérieurs, Eboulis rocheux,  Dunes intérieures, Neige ou glace permanente";"1"
54511,00;8477,00;"FR5300010";"N02";"Rivières et Estuaires soumis à la marée, Vasières et bancs de sable, Lagunes  (incluant les bassins de production de sel)";"15"
54512,00;8477,00;"FR5300010";"N17";"Forêts de résineux";"5"
54513,00;8478,00;"FR5300011";"N01";"Mer, Bras de Mer";"86"
54514,00;8478,00;"FR5300011";"N03";"Marais salants, Prés salés, Steppes salées";"1"
54515,00;8478,00;"FR5300011";"N04";"Dunes, Plages de sables, Machair";"1"
54516,00;8478,00;"FR5300011";"N05";"Galets, Falaises maritimes, Ilots";"1"
54517,00;8478,00;"FR5300011";"N07";"Marais (vegetation de ceinture), Bas-marais, Tourbières,";"1"
54518,00;8478,00;"FR5300011";"N08";"Landes, Broussailles, Recrus, Maquis et Garrigues, Phrygana";"3"
54519,00;8478,00;"FR5300011";"N16";"Forêts caducifoliées";"1"
54520,00;8478,00;"FR5300011";"N02";"Rivières et Estuaires soumis à la marée, Vasières et bancs de sable, Lagunes  (incluant les bassins de production de sel)";"3"
54521,00;8478,00;"FR5300011";"N09";"Pelouses sèches, Steppes";"1"
54522,00;8478,00;"FR5300011";"N10";"Prairies semi-naturelles humides, Prairies mésophiles améliorées";"1"
54523,00;8478,00;"FR5300011";"N17";"Forêts de résineux";"1"
54524,00;8479,00;"FR5300012";"N01";"Mer, Bras de Mer";"36"
54525,00;8479,00;"FR5300012";"N03";"Marais salants, Prés salés, Steppes salées";"5"
54526,00;8479,00;"FR5300012";"N04";"Dunes, Plages de sables, Machair";"2"
54527,00;8479,00;"FR5300012";"N05";"Galets, Falaises maritimes, Ilots";"3"
54528,00;8479,00;"FR5300012";"N07";"Marais (vegetation de ceinture), Bas-marais, Tourbières,";"1"
54529,00;8479,00;"FR5300012";"N08";"Landes, Broussailles, Recrus, Maquis et Garrigues, Phrygana";"2"
54530,00;8479,00;"FR5300012";"N16";"Forêts caducifoliées";"3"
54531,00;8479,00;"FR5300012";"N02";"Rivières et Estuaires soumis à la marée, Vasières et bancs de sable, Lagunes  (incluant les bassins de production de sel)";"37"
54532,00;8479,00;"FR5300012";"N15";"Autres terres arables";"11"
54533,00;8480,00;"FR5300013";"N06";"Eaux douces intérieures (Eaux stagnantes, Eaux courantes)";"1"
54534,00;8480,00;"FR5300013";"N07";"Marais (vegetation de ceinture), Bas-marais, Tourbières,";"22"
54535,00;8480,00;"FR5300013";"N08";"Landes, Broussailles, Recrus, Maquis et Garrigues, Phrygana";"45"
54536,00;8480,00;"FR5300013";"N09";"Pelouses sèches, Steppes";"1"
54537,00;8480,00;"FR5300013";"N10";"Prairies semi-naturelles humides, Prairies mésophiles améliorées";"6"
54538,00;8480,00;"FR5300013";"N16";"Forêts caducifoliées";"10"
54539,00;8480,00;"FR5300013";"N22";"Rochers intérieurs, Eboulis rocheux,  Dunes intérieures, Neige ou glace permanente";"1"
54540,00;8480,00;"FR5300013";"N15";"Autres terres arables";"9"
54541,00;8480,00;"FR5300013";"N20";"Forêt artificielle en monoculture (ex: Plantations de peupliers ou d'Arbres exotiques)";"4"
54542,00;8480,00;"FR5300013";"N21";"Zones de plantations d'arbres  (incluant les Vergers, Vignes,  Dehesas)";"1"
54543,00;8481,00;"FR5300014";"N07";"Marais (vegetation de ceinture), Bas-marais, Tourbières,";"6"
54544,00;8481,00;"FR5300014";"N08";"Landes, Broussailles, Recrus, Maquis et Garrigues, Phrygana";"72"
54545,00;8481,00;"FR5300014";"N10";"Prairies semi-naturelles humides, Prairies mésophiles améliorées";"1"
54546,00;8481,00;"FR5300014";"N16";"Forêts caducifoliées";"3"
54547,00;8481,00;"FR5300014";"N15";"Autres terres arables";"2"
54548,00;8481,00;"FR5300014";"N17";"Forêts de résineux";"16"
54549,00;8482,00;"FR5300015";"N01";"Mer, Bras de Mer";"80"
54550,00;8482,00;"FR5300015";"N03";"Marais salants, Prés salés, Steppes salées";"1"
54551,00;8482,00;"FR5300015";"N05";"Galets, Falaises maritimes, Ilots";"3"
54552,00;8482,00;"FR5300015";"N08";"Landes, Broussailles, Recrus, Maquis et Garrigues, Phrygana";"1"
54553,00;8482,00;"FR5300015";"N10";"Prairies semi-naturelles humides, Prairies mésophiles améliorées";"1"
54554,00;8482,00;"FR5300015";"N16";"Forêts caducifoliées";"1"
54555,00;8482,00;"FR5300015";"N22";"Rochers intérieurs, Eboulis rocheux,  Dunes intérieures, Neige ou glace permanente";"1"
54556,00;8482,00;"FR5300015";"N02";"Rivières et Estuaires soumis à la marée, Vasières et bancs de sable, Lagunes  (incluant les bassins de production de sel)";"10"
54557,00;8482,00;"FR5300015";"N14";"Prairies ameliorées";"1"
54558,00;8482,00;"FR5300015";"N17";"Forêts de résineux";"1"
54559,00;8483,00;"FR5300016";"N03";"Marais salants, Prés salés, Steppes salées";"6"
54560,00;8483,00;"FR5300016";"N04";"Dunes, Plages de sables, Machair";"10"
54561,00;8483,00;"FR5300016";"N05";"Galets, Falaises maritimes, Ilots";"2"
54562,00;8483,00;"FR5300016";"N08";"Landes, Broussailles, Recrus, Maquis et Garrigues, Phrygana";"1"
54563,00;8483,00;"FR5300016";"N02";"Rivières et Estuaires soumis à la marée, Vasières et bancs de sable, Lagunes  (incluant les bassins de production de sel)";"79"
54564,00;8483,00;"FR5300016";"N07";"Marais (vegetation de ceinture), Bas-marais, Tourbières,";"1"
54565,00;8483,00;"FR5300016";"N10";"Prairies semi-naturelles humides, Prairies mésophiles améliorées";"1"
54566,00;8484,00;"FR5300017";"N03";"Marais salants, Prés salés, Steppes salées";"1"
54567,00;8484,00;"FR5300017";"N04";"Dunes, Plages de sables, Machair";"2"
54568,00;8484,00;"FR5300017";"N05";"Galets, Falaises maritimes, Ilots";"2"
54569,00;8484,00;"FR5300017";"N08";"Landes, Broussailles, Recrus, Maquis et Garrigues, Phrygana";"1"
54570,00;8484,00;"FR5300017";"N16";"Forêts caducifoliées";"1"
54571,00;8484,00;"FR5300017";"N02";"Rivières et Estuaires soumis à la marée, Vasières et bancs de sable, Lagunes  (incluant les bassins de production de sel)";"4"
54572,00;8484,00;"FR5300017";"N15";"Autres terres arables";"2"
54573,00;8484,00;"FR5300017";"N22";"Rochers intérieurs, Eboulis rocheux,  Dunes intérieures, Neige ou glace permanente";"1"
54574,00;8484,00;"FR5300017";"N01";"Mer, Bras de Mer";"86"
54575,00;8485,00;"FR5300018";"N01";"Mer, Bras de Mer";"95"
54576,00;8485,00;"FR5300018";"N03";"Marais salants, Prés salés, Steppes salées";"1"
54577,00;8485,00;"FR5300018";"N04";"Dunes, Plages de sables, Machair";"1"
54578,00;8485,00;"FR5300018";"N05";"Galets, Falaises maritimes, Ilots";"1"
54579,00;8485,00;"FR5300018";"N08";"Landes, Broussailles, Recrus, Maquis et Garrigues, Phrygana";"1"
54580,00;8485,00;"FR5300018";"N10";"Prairies semi-naturelles humides, Prairies mésophiles améliorées";"1"
54581,00;8486,00;"FR5300019";"N03";"Marais salants, Prés salés, Steppes salées";"2"
54582,00;8486,00;"FR5300019";"N04";"Dunes, Plages de sables, Machair";"8"
54583,00;8486,00;"FR5300019";"N05";"Galets, Falaises maritimes, Ilots";"11"
54584,00;8486,00;"FR5300019";"N06";"Eaux douces intérieures (Eaux stagnantes, Eaux courantes)";"2"
54585,00;8486,00;"FR5300019";"N07";"Marais (vegetation de ceinture), Bas-marais, Tourbières,";"2"
54586,00;8486,00;"FR5300019";"N08";"Landes, Broussailles, Recrus, Maquis et Garrigues, Phrygana";"54"
54587,00;8486,00;"FR5300019";"N02";"Rivières et Estuaires soumis à la marée, Vasières et bancs de sable, Lagunes  (incluant les bassins de production de sel)";"11"
54588,00;8486,00;"FR5300019";"N10";"Prairies semi-naturelles humides, Prairies mésophiles améliorées";"3"
54589,00;8486,00;"FR5300019";"N15";"Autres terres arables";"6"
54590,00;8486,00;"FR5300019";"N17";"Forêts de résineux";"1"
54591,00;8487,00;"FR5300020";"N01";"Mer, Bras de Mer";"16"
54592,00;8487,00;"FR5300020";"N03";"Marais salants, Prés salés, Steppes salées";"1"
54593,00;8487,00;"FR5300020";"N04";"Dunes, Plages de sables, Machair";"2"
54594,00;8487,00;"FR5300020";"N05";"Galets, Falaises maritimes, Ilots";"13"
54595,00;8487,00;"FR5300020";"N08";"Landes, Broussailles, Recrus, Maquis et Garrigues, Phrygana";"38"
54596,00;8487,00;"FR5300020";"N22";"Rochers intérieurs, Eboulis rocheux,  Dunes intérieures, Neige ou glace permanente";"1"
54597,00;8487,00;"FR5300020";"N02";"Rivières et Estuaires soumis à la marée, Vasières et bancs de sable, Lagunes  (incluant les bassins de production de sel)";"10"
54598,00;8487,00;"FR5300020";"N06";"Eaux douces intérieures (Eaux stagnantes, Eaux courantes)";"1"
54599,00;8487,00;"FR5300020";"N07";"Marais (vegetation de ceinture), Bas-marais, Tourbières,";"1"
54600,00;8487,00;"FR5300020";"N09";"Pelouses sèches, Steppes";"3"
54601,00;8487,00;"FR5300020";"N14";"Prairies ameliorées";"3"
54602,00;8487,00;"FR5300020";"N15";"Autres terres arables";"9"
54603,00;8487,00;"FR5300020";"N16";"Forêts caducifoliées";"1"
54604,00;8487,00;"FR5300020";"N17";"Forêts de résineux";"1"
54605,00;8488,00;"FR5300021";"N01";"Mer, Bras de Mer";"45"
54606,00;8488,00;"FR5300021";"N03";"Marais salants, Prés salés, Steppes salées";"1"
54607,00;8488,00;"FR5300021";"N04";"Dunes, Plages de sables, Machair";"27"
54608,00;8488,00;"FR5300021";"N05";"Galets, Falaises maritimes, Ilots";"2"
54609,00;8488,00;"FR5300021";"N06";"Eaux douces intérieures (Eaux stagnantes, Eaux courantes)";"6"
54610,00;8488,00;"FR5300021";"N07";"Marais (vegetation de ceinture), Bas-marais, Tourbières,";"5"
54611,00;8488,00;"FR5300021";"N08";"Landes, Broussailles, Recrus, Maquis et Garrigues, Phrygana";"2"
54612,00;8488,00;"FR5300021";"N02";"Rivières et Estuaires soumis à la marée, Vasières et bancs de sable, Lagunes  (incluant les bassins de production de sel)";"1"
54613,00;8488,00;"FR5300021";"N10";"Prairies semi-naturelles humides, Prairies mésophiles améliorées";"2"
54614,00;8488,00;"FR5300021";"N15";"Autres terres arables";"9"
54615,00;8489,00;"FR5300024";"N03";"Marais salants, Prés salés, Steppes salées";"2"
54616,00;8489,00;"FR5300024";"N06";"Eaux douces intérieures (Eaux stagnantes, Eaux courantes)";"5"
54617,00;8489,00;"FR5300024";"N07";"Marais (vegetation de ceinture), Bas-marais, Tourbières,";"6"
54618,00;8489,00;"FR5300024";"N08";"Landes, Broussailles, Recrus, Maquis et Garrigues, Phrygana";"9"
54619,00;8489,00;"FR5300024";"N10";"Prairies semi-naturelles humides, Prairies mésophiles améliorées";"18"
54620,00;8489,00;"FR5300024";"N16";"Forêts caducifoliées";"17"
54621,00;8489,00;"FR5300024";"N02";"Rivières et Estuaires soumis à la marée, Vasières et bancs de sable, Lagunes  (incluant les bassins de production de sel)";"27"
54622,00;8489,00;"FR5300024";"N14";"Prairies ameliorées";"2"
54623,00;8489,00;"FR5300024";"N15";"Autres terres arables";"7"
54624,00;8489,00;"FR5300024";"N17";"Forêts de résineux";"3"
54625,00;8489,00;"FR5300024";"N19";"Forêts mixtes";"4"
54626,00;8490,00;"FR5300025";"N06";"Eaux douces intérieures (Eaux stagnantes, Eaux courantes)";"5"
54627,00;8490,00;"FR5300025";"N07";"Marais (vegetation de ceinture), Bas-marais, Tourbières,";"2"
54628,00;8490,00;"FR5300025";"N08";"Landes, Broussailles, Recrus, Maquis et Garrigues, Phrygana";"5"
54629,00;8490,00;"FR5300025";"N16";"Forêts caducifoliées";"86"
54630,00;8490,00;"FR5300025";"N09";"Pelouses sèches, Steppes";"1"
54631,00;8490,00;"FR5300025";"N10";"Prairies semi-naturelles humides, Prairies mésophiles améliorées";"1"
54632,00;8491,00;"FR5300026";"N03";"Marais salants, Prés salés, Steppes salées";"2"
54633,00;8491,00;"FR5300026";"N06";"Eaux douces intérieures (Eaux stagnantes, Eaux courantes)";"13"
54634,00;8491,00;"FR5300026";"N10";"Prairies semi-naturelles humides, Prairies mésophiles améliorées";"38"
54635,00;8491,00;"FR5300026";"N16";"Forêts caducifoliées";"29"
54636,00;8491,00;"FR5300026";"N02";"Rivières et Estuaires soumis à la marée, Vasières et bancs de sable, Lagunes  (incluant les bassins de production de sel)";"2"
54637,00;8491,00;"FR5300026";"N17";"Forêts de résineux";"1"
54638,00;8491,00;"FR5300026";"N08";"Landes, Broussailles, Recrus, Maquis et Garrigues, Phrygana";"15"
54639,00;8492,00;"FR5300027";"N01";"Mer, Bras de Mer";"50"
54640,00;8492,00;"FR5300027";"N03";"Marais salants, Prés salés, Steppes salées";"1"
54641,00;8492,00;"FR5300027";"N04";"Dunes, Plages de sables, Machair";"20"
54642,00;8492,00;"FR5300027";"N05";"Galets, Falaises maritimes, Ilots";"2"
54643,00;8492,00;"FR5300027";"N06";"Eaux douces intérieures (Eaux stagnantes, Eaux courantes)";"2"
54644,00;8492,00;"FR5300027";"N07";"Marais (vegetation de ceinture), Bas-marais, Tourbières,";"1"
54645,00;8492,00;"FR5300027";"N08";"Landes, Broussailles, Recrus, Maquis et Garrigues, Phrygana";"1"
54646,00;8492,00;"FR5300027";"N10";"Prairies semi-naturelles humides, Prairies mésophiles améliorées";"1"
54647,00;8492,00;"FR5300027";"N02";"Rivières et Estuaires soumis à la marée, Vasières et bancs de sable, Lagunes  (incluant les bassins de production de sel)";"20"
54648,00;8492,00;"FR5300027";"N16";"Forêts caducifoliées";"1"
54649,00;8492,00;"FR5300027";"N17";"Forêts de résineux";"1"
54650,00;8493,00;"FR5300028";"N03";"Marais salants, Prés salés, Steppes salées";"9"
54651,00;8493,00;"FR5300028";"N06";"Eaux douces intérieures (Eaux stagnantes, Eaux courantes)";"3"
54652,00;8493,00;"FR5300028";"N08";"Landes, Broussailles, Recrus, Maquis et Garrigues, Phrygana";"15"
54653,00;8493,00;"FR5300028";"N10";"Prairies semi-naturelles humides, Prairies mésophiles améliorées";"5"
54654,00;8493,00;"FR5300028";"N16";"Forêts caducifoliées";"2"
54655,00;8493,00;"FR5300028";"N02";"Rivières et Estuaires soumis à la marée, Vasières et bancs de sable, Lagunes  (incluant les bassins de production de sel)";"20"
54656,00;8493,00;"FR5300028";"N05";"Galets, Falaises maritimes, Ilots";"5"
54657,00;8493,00;"FR5300028";"N07";"Marais (vegetation de ceinture), Bas-marais, Tourbières,";"2"
54658,00;8493,00;"FR5300028";"N14";"Prairies ameliorées";"3"
54659,00;8493,00;"FR5300028";"N15";"Autres terres arables";"16"
54660,00;8493,00;"FR5300028";"N19";"Forêts mixtes";"10"
54661,00;8493,00;"FR5300028";"N01";"Mer, Bras de Mer";"10"
54662,00;8494,00;"FR5300029";"N01";"Mer, Bras de Mer";"37"
54663,00;8494,00;"FR5300029";"N03";"Marais salants, Prés salés, Steppes salées";"6"
54664,00;8494,00;"FR5300029";"N04";"Dunes, Plages de sables, Machair";"2"
54665,00;8494,00;"FR5300029";"N05";"Galets, Falaises maritimes, Ilots";"5"
54666,00;8494,00;"FR5300029";"N06";"Eaux douces intérieures (Eaux stagnantes, Eaux courantes)";"2"
54667,00;8494,00;"FR5300029";"N08";"Landes, Broussailles, Recrus, Maquis et Garrigues, Phrygana";"2"
54668,00;8494,00;"FR5300029";"N16";"Forêts caducifoliées";"1"
54669,00;8494,00;"FR5300029";"N02";"Rivières et Estuaires soumis à la marée, Vasières et bancs de sable, Lagunes  (incluant les bassins de production de sel)";"25"
54670,00;8494,00;"FR5300029";"N07";"Marais (vegetation de ceinture), Bas-marais, Tourbières,";"2"
54671,00;8494,00;"FR5300029";"N10";"Prairies semi-naturelles humides, Prairies mésophiles améliorées";"10"
54672,00;8494,00;"FR5300029";"N15";"Autres terres arables";"8"
54673,00;8495,00;"FR5300031";"N01";"Mer, Bras de Mer";"95"
54674,00;8495,00;"FR5300031";"N04";"Dunes, Plages de sables, Machair";"1"
54675,00;8495,00;"FR5300031";"N05";"Galets, Falaises maritimes, Ilots";"1"
54676,00;8495,00;"FR5300031";"N08";"Landes, Broussailles, Recrus, Maquis et Garrigues, Phrygana";"1"
54677,00;8495,00;"FR5300031";"N22";"Rochers intérieurs, Eboulis rocheux,  Dunes intérieures, Neige ou glace permanente";"1"
54678,00;8495,00;"FR5300031";"N09";"Pelouses sèches, Steppes";"1"
54679,00;8496,00;"FR5300034";"N01";"Mer, Bras de Mer";"38"
