"PK_MAP";"FPK_NATURA";"SITECODE";"SCALE";"SOURCE";"ANNEE_REF";"DETAILS"
"6030";"7834";"FR7200795";"100000";"IGN";;
"6032";"7836";"FR7300868";"100000";"IGN";;
"6033";"7837";"FR7300926";"25000";"IGN";;"Surface en RGF Lambert 93 - Méthode Cartésienne"
"6034";"7838";"FR7310088";"25000";"IGN";;"Surface en Projection RGF Lambert 93 - Méthode Cartésienne"
"6035";"7839";"FR7312001";"25000";"IGN";;"Surface en projection RGF Lambert 93 - Calcul avec la méthode Cartésienne"
"6036";"7840";"FR7312002";"25000";"IGN";;"Surface en Projection RGF Lambert 93 - Calcul avec la méthode Cartésienne"
"6037";"7841";"FR7312003";"25000";"IGN";;"Surface en projection RGF Lambert 93 - Méthode Cartésienne"
"6038";"7842";"FR7312004";"25000";"IGN";;"Surface en projection RGF Lambert 93 - Méthode Cartésienne"
"6039";"7843";"FR7312005";"25000";"IGN";;"Surface en projection RGF Lambert 93 - Méthode Cartésienne"
"6040";"7844";"FR7312006";"25000";"IGN";;"Surface en projection RGF Lambert 93 - Calcul avec la méthode Cartésienne"
"6041";"7845";"FR7312007";"25000";"IGN";;"Surface en RGF Lambert 93 - Calcul avec Méthode Cartésienne"
"6042";"7846";"FR7312008";"25000";"IGN";;"Surface en projection RGF Lambert 93 - Calcul avec la méthode Cartésienne"
"6043";"7847";"FR7312009";"25000";"IGN";;"Surface en projection RGF Lambert 93 - Calcul avec la méthode Cartésienne"
"6044";"7848";"FR7312010";"25000";"IGN";;"Surface en projection RGF Lambert 93 - Méthode Cartésienne"
"6045";"7849";"FR7312011";"25000";"IGN";;"Surface en Projection RGF Lambert 93 - Méthode Cartésienne"
"6046";"7850";"FR7312012";"25000";"IGN";;"Surface en projection RGF Lambert 93 - Calcul avec Méthode Cartésienne"
"6047";"7851";"FR7312013";"25000";"IGN";;"surface en projection RGF Lambert 93 - Calcul avec la méthode Cartésienne"
"6048";"7852";"FR7312014";"25000";"IGN";;"Surface en projection RGF Lambert 93 - Calcul avec la méthode cartésienne"
"6058";"7862";"FR8201681";"25000";"SCAN25";;"Périmètre calé sur SCAN25, cadastre, orthophotoplan et IGN 25000."
"6059";"7863";"FR8201686";"25000";"IGN";;
"6060";"7864";"FR8201701";"25000";"IGN";;
"6061";"7865";"FR8201704";"25000";"IGN";;
"6062";"7866";"FR8201705";"5000";"SCAN25";"2012";"saisie : entre 1/5000 et 1/25 000ème à partir du SCAN25, BD Ortho 2008 et

cadastre 2012. "
"6063";"7867";"FR8201708";"5000";"CADASTRE";;"Carte recalée sur les limites communales (suppression du débordement sur la commune d'Abondance en avril 2014)."
"6064";"7868";"FR8201733";"25000";"SCAN25";;"Ajustements mineurs de la carte pour éviter tout débordement sur site voisin FR8201732 ou communes non concernées."
"6066";"7870";"FR8201744";"25000";"IGN";;
"6067";"7871";"FR8201747";"25000";"IGN";;
"6068";"7872";"FR8201751";"25000";"IGN";;"Carte revue par le PN des Ecrins : ajustement par rapport au coeur du Parc national et aux limites communales de la BDTopo IGN (avril 2014)."
"6071";"7875";"FR8201777";"25000";"SCAN25";;
"6072";"7876";"FR8201778";"25000";"BDORTHO";;"Léger ajustement  du périmètre par DREAL en excluant la commune de Valloire (Savoie) et le débordement sur les Hautes-Alpes (PACA) le 16/12/2013. Site de 4790 ha au lieu de 4797 ha."
"6073";"7877";"FR8201779";"100000";"IGN";;
"6075";"7879";"FR8301086";"25000";"IGN";;
"6076";"7880";"FR8302021";"25000";"IGN";;"DIAPOSITIVES + CARTE"
"6080";"7884";"FR9110033";"100000";"IGN";;"Surface en RGF Lambert 93 - Méthode Cartésienne"
"6081";"7885";"FR9110034";"25000";"IGN";;"Surface en RGF Lambert 93 - Calcul avec méthode Cartésienne"
"6082";"7886";"FR9110042";"25000";"IGN";;"Lambert 93

Périmètre digitalisé (Scan25 IGN)"
"6083";"7887";"FR9110080";"100000";"IGN";;"Surface en RGF Lambert 93 - Calcul Méthode Cartésienne"
"6084";"7888";"FR9110081";"25000";"IGN";;"périmètre digitalisé (Scan25 IGN)

Surface en projection RGF Lambert 93 - Méthode Cartésienne"
"6085";"7889";"FR9110108";"100000";"IGN";;"Surface en RGF Lambert 93 - Méthode Cartésienne"
"6086";"7890";"FR9110111";"100000";"IGN";;"Surface en projection RGF Lambert 93 (méthode de calcul cartésienne)"
"6087";"7891";"FR9112001";"100000";"IGN";;"Surface en projection RGF Lambert 93 - Méthode Cartésienne"
"6088";"7892";"FR9112002";"100000";"IGN";;"Surface en projection RGF Lambert 93 - Méthode Cartésienne"
"6089";"7893";"FR9112003";"100000";"IGN";;"Surface en projection RGF Lambert 93 - Méthode Cartésienne"
"6090";"7894";"FR9112004";"100000";"IGN";;"Surface en Projection RGF Lambert 93 - Méthode Cartésienne

Modification de périmètre - juillet 2018"
"6091";"7895";"FR9112005";"25000";"IGN";;"Périmètre digitalisé (Scan25 IGN)"
"6092";"7896";"FR9112006";"25000";"IGN";;"Périmètre digitalisé (Scan 25 IGN)

surface en projection RGF Lambert 93 - Calcul avec Méthode Cartésienne"
"6093";"7897";"FR9112007";"25000";"IGN";;"Périmètre digitalisé (Scan 25 IGN)

Surface en projection RGF Lambert 93

Calcul avec Méthode Cartésienne"
"6094";"7898";"FR9112008";"25000";"IGN";;"Périmètre digitalisé (Scan25 IGN)"
"6095";"7899";"FR9112009";"25000";"IGN";;"Périmètre digitalisé (Scan 25 IGN)

Surface en RGF Lambert 93"
"6096";"7900";"FR9112010";"25000";"IGN";;"Pérmètre digitalisé (Scan25 IGN)

Projection RGF Lambert 93 - méthode cartésienne"
"6097";"7901";"FR9112011";"25000";"IGN";;"Périmètre digitalisé (Scan 25 IGN)

Surface en Projection RGF Lambert 93 - Calcul avec Méthode cartésienne"
"6098";"7902";"FR9112012";"25000";"IGN";;"Périmètre digitalisé (Scan 25 IGN)

Surface en RGF Lambert 93 - Méthode Cartésienne"
"6099";"7903";"FR9112013";"25000";"IGN";;"Périmètre digitalisé (Scan 25 IGN) - Surface en RGF Lambert 93 - Calcul avec Méthode Cartésienne

"
"6100";"7904";"FR9112014";"25000";"IGN";;"Périmètre digitalisé (Sacn 25 IGN)

Surface en projection RGF Lambert 93 - Méthode Cartésienne."
"6101";"7905";"FR9112015";"25000";"IGN";;"Périmètre digitalisé (Scan 25 IGN)

RGF 93"
"6102";"7906";"FR9112016";"25000";"IGN";;"Périmètre digitalisé (Scan 25 IGN)

Surface en RGF Lambert 93 - Méthode Cartésienne"
"6103";"7907";"FR9112017";"25000";"IGN";;"Périmètre digitalisé (Scan 25 IGN)"
"6104";"7908";"FR9112018";"25000";"IGN";;"Surface en projection RGF Lambert 93 - Méthode de calcul Cartésienne"
"6105";"7909";"FR9112019";"25000";"IGN";;"Périmètre digitalisé (Scan 25 IGN)

Surface en RGF Lambert 93 - Calcul avec la méthode Cartésienne."
"6106";"7910";"FR9112021";"25000";"IGN";;"Surface en Projection RGF Lambert 93 - Méthode cartésienne"
"6107";"7911";"FR9112022";"25000";"IGN";;"Périmètre digitalisé (Scan 25 IGN)

Surface en RGF Lambert 93 - Méthode Cartésienne"
"6108";"7912";"FR9112023";"25000";"IGN";;"périmètre digitalisé (Scan25 IGN)

RGF 93"
"6109";"7913";"FR9112024";"25000";"SCAN25";;"Surface en projection RGF Lambert 93 - Calcul avec Méthode Cartésienne"
"6110";"7914";"FR9112027";"25000";"IGN";;"Périmètre digitalisé (Scan 25 IGN)

RGF 93"
"6111";"7915";"FR9112028";"25000";"IGN";;"Périmètre digitalisé (Scan 25 IGN)

Surface en RGF Lambert 93"
"6112";"7916";"FR9112029";"25000";"IGN";;"Périmètre digitalisé (Scan25 IGN)

RGF 93"
"6113";"7917";"FR9112030";"25000";"IGN";;"Périmètre digitalisé (Scan 25 IGN)

Projection RGF Lambert 93 - Méthode de Calcul Cartésienne"
"6114";"7918";"FR9112031";"25000";"IGN";;"Périmètre digitalisé (Scan 25 IGN)

Surface en RGF Lambert 93 (Calcul Méthode Cartésienne)"
"6115";"7919";"FR9112032";"25000";"SCAN25";;"Surface en Projection RGF Lambert 93 - Calcul avec la méthode Cartésienne"
"6116";"7920";"FR9112033";"25000";"IGN";;"Surface en RGF 93."
"6117";"7921";"FR9112037";"25000";"SCAN25";;"Surface en projection RGF Lambert 93 - Calcul Méthode Cartésienne"
"6118";"7922";"FR1100810";"25000";"IGN";;"Logiciel MAPINFO. Numérisation sur le fond de plan raster SCAN25 IGN 1996"
"6119";"7923";"FR2100247";"25000";"IGN";;
"6120";"7924";"FR2100290";"25000";"IGN";;
"6122";"7926";"FR2100318";"25000";"IGN";;
"6123";"7927";"FR2100326";"25000";"IGN";;
"6124";"7928";"FR2100332";"25000";"IGN";;
"6125";"7929";"FR2100339";"25000";"IGN";;
"6126";"7930";"FR2100620";"25000";"IGN";;
"6128";"7932";"FR2300128";"25000";"SCAN25";"2020";"ZSC vallée de l'Eure Mise à jour 19/04/2021 (dont extension)"
"6129";"7933";"FR2600965";"25000";"IGN";"2018";"Logiciel Mapinfo. Numérisation du périmètre sur fond orthophoto de l'IGN."
"6132";"7936";"FR2601011";"25000";"IGN";"2019";
"6133";"7937";"FR2601015";"25000";"AUTRE";;
"6134";"7938";"FR4100199";"25000";"IGN";;
"6135";"7939";"FR4100203";"25000";"IGN";;
"6136";"7940";"FR4100204";"25000";"IGN";;
"6137";"7941";"FR4201796";"25000";"IGN";;
"6138";"7942";"FR4212813";"25000";"IGN";;
"6141";"7945";"FR4301317";"25000";"IGN";;
"6142";"7946";"FR4301322";"25000";"IGN";;
"6143";"7947";"FR4301334";"25000";"IGN";;
"6144";"7948";"FR4301351";"25000";"IGN";;
"6153";"7957";"FR7200685";"25000";"SCAN25";;
"6155";"7959";"FR7200737";"50000";"IGN";;
"6156";"7960";"FR7200739";"25000";"IGN";;
"6157";"7961";"FR7200770";"100000";"IGN";;
"6161";"7965";"FR8201675";"25000";"SCAN25";;"Cartographie à partir du SCAN 25, du cadastre et de Orthophotoplan."
"6162";"7966";"FR8201753";"25000";"IGN";;
"6163";"7967";"FR8201764";"100000";"IGN";;
"6164";"7968";"FR8301076";"25000";"SCAN25";;
"6165";"7969";"FR8301084";"25000";"IGN";;
"6166";"7970";"FR9101352";"5000";"AUTRE";;"BD Topo : pour tout le périmètre ouest en bordure Aveyron

BD Parcellaire : pour le périmètre interne aux communes.

Projection système Français RGF Lambert 93 - Méridien de Greenwich (borne Europe) - EPSG 2154 - Calcul avec Méthode Cartésienne."
"6167";"7971";"FR9101355";"100000";"IGN";;
"6168";"7972";"FR9101369";"100000";"IGN";;"Surface en RGF Lambert 93 - Méthode de calcul Cartésienne"
"6306";"8110";"FR2100249";"25000";"IGN";;
"6307";"8111";"FR2100256";"25000";"IGN";;
"6309";"8113";"FR2100283";"25000";"IGN";;
"6310";"8114";"FR2100292";"25000";"IGN";;
"6311";"8115";"FR2100293";"25000";"IGN";;
"6312";"8116";"FR2100295";"25000";"IGN";;
"6313";"8117";"FR2100296";"25000";"IGN";;
"6315";"8119";"FR2100300";"25000";"IGN";;
"6316";"8120";"FR2100305";"25000";"IGN";;
"6318";"8122";"FR2100309";"25000";"IGN";;
"6319";"8123";"FR2100312";"25000";"IGN";;
"6320";"8124";"FR2100314";"25000";"IGN";;
"6321";"8125";"FR2100315";"25000";"IGN";;
"6322";"8126";"FR2100317";"25000";"IGN";;
"6323";"8127";"FR2100319";"25000";"IGN";;
"6324";"8128";"FR2100329";"25000";"IGN";;
"6325";"8129";"FR2100330";"25000";"IGN";;
"6326";"8130";"FR2100334";"25000";"IGN";;
"6327";"8131";"FR2100343";"25000";"IGN";;
"6328";"8132";"FR2100345";"25000";"IGN";;
"6329";"8133";"FR2102002";"25000";"AUTRE";;
"6330";"8134";"FR2300121";"50000";"IGN";;"limite digitalisée sur la BDortho, projection lambert II étendu, méridien de Paris"
"6331";"8135";"FR2300122";"50000";"SCAN25";;"procédure extension site en cours"
"6332";"8136";"FR2300123";"25000";"SCAN25";"2016";"Ajustement du périmètre du site sur la commune d'Anneville-Ambourville"
"6333";"8137";"FR2300126";"25000";"IGN";;"digitalisation sur BDortho, projection lambertII méridien de Paris"
"6334";"8138";"FR2300131";"25000";"IGN";;"limite digitalisée sur la BDortho, projection lambert II étendu, méridien de Paris"
"6335";"8139";"FR2300139";"50000";"IGN";;
"6336";"8140";"FR2300145";"50000";"IGN";;
"6337";"8141";"FR2300150";"25000";"IGN";;"les contours du site ont été digitalisés sur othophotoplans en coordonnées lambert II méridien de Paris"
"6338";"8142";"FR2302004";"25000";"IGN";;"digitalisation sur la BDortho, projection lambertII étendu médirien de Paris"
"6339";"8143";"FR2400537";"25000";"IGN";;
"6340";"8144";"FR2500076";"25000";"IGN";;
"6341";"8145";"FR2500077";"5000";"BDORTHO";"2013";"Nouveau périmètre suite à ajustement convenu avec le MEDDE et le MNHN, sans modification de la liste des communes."
"6342";"8146";"FR2500080";"25000";"IGN";;
"6343";"8147";"FR2500081";"50000";"IGN";;
"6344";"8148";"FR2500082";"25000";"IGN";;
"6345";"8149";"FR2500088";"5000";"BDORTHO";"2013";
"6346";"8150";"FR2500091";"25000";"IGN";;
"6347";"8151";"FR2500099";"25000";"IGN";;
"6348";"8152";"FR2500100";"25000";"IGN";;
"6349";"8153";"FR2500103";"25000";"IGN";;
"6350";"8154";"FR2500106";"25000";"IGN";;
"6351";"8155";"FR2500107";"25000";"IGN";;
"6352";"8156";"FR2500117";"5000";"BDORTHO";"2011";
"6353";"8157";"FR2500118";"25000";"IGN";;
"6354";"8158";"FR2502014";"25000";"AUTRE";;
"6355";"8159";"FR2502015";"5000";"BDORTHO";"2011";
"6356";"8160";"FR2600974";"5000";"BDORTHO";"2019";
"6357";"8161";"FR2600987";"25000";"IGN";;"Logiciel MAPINFO. Numérisation sur le fond de plans raster SCAN25 IGN 1996."
"6358";"8162";"FR2600998";"10000";"IGN";"2018";
"6359";"8163";"FR2601012";"25000";"AUTRE";"2007";
"6360";"8164";"FR2601016";"25000";"SCAN25";"2007";
"6361";"8165";"FR2610004";"25000";"IGN";"2018";"Logiciel Mapinfo. Numérisation du périmètre sur fond orthophoto de l'IGN."
"6362";"8166";"FR3102006";"25000";"SCAN25";"2018";
"6363";"8167";"FR4100161";"25000";"IGN";;
"6364";"8168";"FR4100166";"50000";"IGN";;
"6367";"8171";"FR4100171";"25000";"IGN";;
"6370";"8174";"FR4100219";"25000";"IGN";;
"6375";"8179";"FR4201797";"250000";"IGN";;
"6376";"8180";"FR4201799";"25000";"IGN";;
"6377";"8181";"FR4201801";"25000";"IGN";;
"6378";"8182";"FR4201802";"25000";"IGN";;
"6379";"8183";"FR4201803";"25000";"IGN";;
"6380";"8184";"FR4201807";"100000";"IGN";;
"6382";"8186";"FR4202004";"25000";"AUTRE";;
"6383";"8187";"FR4301306";"10000";"BDORTHO";;
"6384";"8188";"FR5200621";"100000";"AUTRE";;
"6385";"8189";"FR5200622";"100000";"IGN";;
"6386";"8190";"FR5200623";"100000";"IGN";;
"6388";"8192";"FR5200625";"50000";"IGN";;
"6389";"8193";"FR5200626";"5000";"BDORTHO";"2004";
"6391";"8195";"FR5200628";"50000";"IGN";;
"6392";"8196";"FR5200629";"100000";"IGN";;
"6393";"8197";"FR5200630";"100000";"IGN";;
"6394";"8198";"FR5200639";"50000";"IGN";;
"6395";"8199";"FR5200640";"100000";"IGN";;
"6396";"8200";"FR5200645";"25000";"IGN";;
"6399";"8203";"FR5200648";"50000";"IGN";;
"6400";"8204";"FR5200649";"25000";"SCAN25";;
"6402";"8206";"FR5200653";"100000";"IGN";;
"6404";"8208";"FR5200656";"100000";"IGN";;
"6405";"8209";"FR5200657";"100000";"IGN";;
"6408";"8212";"FR5202003";"25000";"IGN";;
"6409";"8213";"FR5202004";"25000";"IGN";;
"6410";"8214";"FR5202005";"25000";"IGN";;
"6411";"8215";"FR5202006";"100000";"IGN";;
"6412";"8216";"FR5202007";"100000";"IGN";;
"6413";"8217";"FR5202009";"100000";"IGN";;
"6414";"8218";"FR5300002";"25000";"IGN";;
"6431";"8235";"FR5300030";"25000";"IGN";;
"6432";"8236";"FR5300032";"25000";"IGN";;
"6436";"8240";"FR5300046";"25000";"IGN";;
"6443";"8247";"FR5302016";"200000";"SHOM";"2021";"l'échelle est 1/2 000 000 (non possible en saisie dans le champ dédié)"
"6445";"8249";"FR5412012";"25000";"IGN";;
"6453";"8257";"FR7300841";"100000";"IGN";;"Surface calculée en projection RGF Lambert 93 (méthode Cartésienne) ;"
"6454";"8258";"FR7300847";"100000";"IGN";;"Surface en RGF Lambert 93 - Méthode Cartésienne"
"6455";"8259";"FR7300854";"100000";"IGN";;
"6456";"8260";"FR7300860";"100000";"IGN";;
"6458";"8262";"FR7300889";"100000";"IGN";;"Projection en RGF Lambert 93 - Méthode Cartésienne"
"6460";"8264";"FR7300909";"25000";"IGN";;"Surface en projection RGF Lambert 93 - Méthode Cartésienne"
"6461";"8265";"FR7300910";"25000";"IGN";;"Surface en projection RGF Lambert 93 - Méthode Cartésienne"
"6462";"8266";"FR7300912";"25000";"IGN";;"Surface en projection RGF Lambert 93 - Méthode Cartésienne"
"6463";"8267";"FR7300913";"100000";"IGN";;"Surface en projection RGF Lambert 93 - Méthode Cartésienne"
"6464";"8268";"FR7300917";"25000";"IGN";;"Surface en RGF Lambert 93 - méthode cartésienne"
"6465";"8269";"FR7300920";"100000";"IGN";;"Surface en projection RGF Lambert 93 - méthode cartésienne"
"6466";"8270";"FR7300944";"100000";"IGN";;"surface en projection RGF Lambert 93 - Méthode Cartésienne"
"6467";"8271";"FR7301631";"100000";"IGN";;"Surface en projection RGF Lambert 93 - Méthode Cartésienne"
"6468";"8272";"FR7301822";"100000";"IGN";;"Surface en projection RGF Lambert 93 - Méthode Cartésienne"
"6469";"8273";"FR7302001";"25000";"AUTRE";;
"6470";"8274";"FR7302002";"25000";"IGN";;
"6471";"8275";"FR7401131";"100000";"IGN";;
"6472";"8276";"FR8201632";"25000";"IGN";;
"6473";"8277";"FR8201635";"25000";"IGN";;
"6475";"8279";"FR8201641";"25000";"SCAN25";;"Suppression de légers débordements sur des communes non concernées (mars 2016)."
"6476";"8280";"FR8201653";"25000";"IGN";;"Suppression du léger débordement (de 1,32 ha) sur la commune de Balan (le 12/05/14)."
"6477";"8281";"FR8201654";"25000";"IGN";;
"6478";"8282";"FR8201656";"25000";"IGN";;
"6479";"8283";"FR8201657";"25000";"IGN";;
"6480";"8284";"FR8201660";"25000";"SCAN25";;
"6481";"8285";"FR8201661";"25000";"IGN";;
"6482";"8286";"FR8201668";"100000";"IGN";;
"6483";"8287";"FR8201669";"10000";"BDORTHO";"2011";
"6484";"8288";"FR8201676";"2500";"BDORTHO";;
"6485";"8289";"FR8201677";"100000";"IGN";;
"6486";"8290";"FR8201685";"1000";"AUTRE";;"Calage sur la limite communale d'Aucelon de la BD Topo (le 21/08/2013)"
"6487";"8291";"FR8201689";"25000";"IGN";;
"6488";"8292";"FR8201718";"25000";"SCAN25";;
"6489";"8293";"FR8201727";"25000";"SCAN25";;"Carte très légèrement modifiée pour supprimer les petits débordements sur 11 communes non concernées le 16/12/2013 (à hauteur de 6 ha au total)."
"6490";"8294";"FR8201756";"10000";"BDORTHO";;"Suppression des débordements anormaux sur la région voisine (Auvergne) le 02/09/2014."
"6491";"8295";"FR8201758";"25000";"SCAN25";;
"6492";"8296";"FR8201763";"25000";"IGN";;
"6493";"8297";"FR8201765";"25000";"SCAN25";;
"6494";"8298";"FR8201771";"25000";"SCAN25";;
"6495";"8299";"FR8201783";"100000";"IGN";;"SCAN EDR 25"
"6496";"8300";"FR8201785";"25000";"IGN";;
"6497";"8301";"FR8202003";"25000";"IGN";;
"6498";"8302";"FR8202007";"25000";"CADASTRE";;
"6499";"8303";"FR8202010";"25000";"SCAN25";;
"6500";"8304";"FR8212009";"25000";"IGN";;
"6501";"8305";"FR8301015";"25000";"IGN";;
"6502";"8306";"FR8301016";"25000";"IGN";;
"6503";"8307";"FR8301021";"25000";"IGN";;
"6504";"8308";"FR8301030";"25000";"IGN";;"DIREN modifiées au 25 2000 (?)"
"6505";"8309";"FR8301032";"25000";"IGN";;
"6506";"8310";"FR8301042";"25000";"IGN";;
"6507";"8311";"FR8301055";"25000";"IGN";;
"6508";"8312";"FR8301057";"25000";"IGN";;
"6509";"8313";"FR8301073";"25000";"IGN";;
"6510";"8314";"FR8301074";"25000";"IGN";;
"6511";"8315";"FR8301075";"25000";"IGN";;
"6512";"8316";"FR8301077";"25000";"IGN";;
"6513";"8317";"FR8301082";"25000";"IGN";;
"6514";"8318";"FR8301091";"25000";"IGN";;
"6515";"8319";"FR8302009";"25000";"IGN";;
"6516";"8320";"FR8302010";"25000";"IGN";;
"6517";"8321";"FR8302012";"25000";"IGN";;
"6518";"8322";"FR8302022";"25000";"CADASTRE";;
"6519";"8324";"FR9101387";"25000";"IGN";;"Périmètre digitalisé (Scan 25 IGN)

Surface en RGF Lambert 93 - Méthode de calcul Cartésienne"
"6520";"8325";"FR9101388";"100000";"IGN";;"Surface en RGF Lambert 93"
"6521";"8326";"FR9101393";"25000";"SCAN25";;"Surface en Projection RGF Lambert 93 - Méthode Cartésienne"
"6522";"8327";"FR9101395";"25000";"IGN";;"Pérmètre digitalisé (Scan 25 IGN)

Surface en RGF Lambert 93 - Méthode de calcul Cartésienne"
"6523";"8328";"FR9101398";"50000";"IGN";;"Surface en RGF Lambert 93"
"6524";"8329";"FR9101406";"25000";"IGN";;"Périmètre digitalisé (IGN scan 25)

RGF 93"
"6525";"8330";"FR9101408";"25000";"SCAN25";;"Périmètre digitalisé (Scan 25 IGN)

Surface en RGF Lambert 93"
"6526";"8331";"FR9101410";"25000";"SCAN25";;"Périmètre digitalisé (Scan 25 IGN)

Surface en RGF Lambert 93"
"6527";"8332";"FR9101412";"25000";"SCAN25";;"Digitalisé au 1/25000ème

Surface en RGF Lambert 93"
"6528";"8333";"FR9101435";"25000";"IGN";;"Surface du site en RGF Lambert 93 - Calcul en Méthode Cartésienne"
"6529";"8334";"FR9101436";"25000";"IGN";;"Périmètre digitalisé (Scan 25 IGN)

Surface en projection RGF Lambert 93 - Méthode Cartésienne + ajustement TCHv2"
"6530";"8335";"FR9101439";"25000";"IGN";;"- Surface en projection RGF Lambert 93 (méthode Cartésienne)"
"6531";"8336";"FR9101440";"100000";"IGN";;"Surface en projection RGF Lambert 93 - Calcul avec la méthode Cartésienne

Site Calé sur le TCHv2."
"6532";"8337";"FR9101441";"50000";"IGN";;"Surface en RGF Lambert 93 - Calcul avec la méthode cartésienne"
"6533";"8338";"FR9101442";"25000";"IGN";;"Surface en RGF Lambert 93

Méthode de calcul Cartésienne

Alignement sur le TCHv2"
"6534";"8339";"FR9101444";"25000";"IGN";;"Surface en projection RGF Lambert 93 - Méthode Cartésienne"
"6535";"8340";"FR9101446";"25000";"IGN";;"Périmètre digitalisé (Scan25 IGN)

Surface en projection RGF Lambert 93"
"6536";"8341";"FR9101452";"25000";"IGN";;"Surface en RGF Lambert 93 - Méthode de Calcul Cartésienne"
"6537";"8342";"FR9102016";"25000";"SHOM";;"Projection RGF Lambert 93 ; Méthode de calcul Cartésienne"
"6538";"8343";"FR9301499";"25000";"SCAN25";;"Périmètre numérisé au 1/25000 (IGN SCAN25).

MAJ 2013.08 : recalage périmètre sur limite régionale BD TOPO."
"6539";"8344";"FR9301502";"25000";"SCAN25";;"Périmètre numérisé au 1/25000 (avec IGN SCAN25). Mais carte officielle avec fond IGN SCAN100.

MAJ 2014.07 : conversion surf Lamb2 (19 698 ha) en Lamb93 (19 658 ha)."
"6541";"8346";"FR9301509";"25000";"SCAN25";;"MAJ 2014.07 : conversion surface Lamb2 (1599 ha) en Lamb93 (1596 ha)."
"6542";"8347";"FR9301514";"25000";"SCAN25";;"Périmètre numérisé au 1/25000 (IGN SCAN25). Mais cartes officielles sur fond carto IGN SCAN100. Surface 7063 ha Lamb2, convertie en 7048 ha Lamb93 (nov 2012)."
"6543";"8348";"FR9301518";"25000";"SCAN25";;"Initialement numérisé sur Scan100, puis recalé sur Scan25 (fin 2011) sans reconsultation, surf convertie en Lamb93."
"6544";"8349";"FR9301519";"25000";"SCAN25";;"Périmètre numérisé au 1/25000 (IGN SCAN25). Surface 2431 ha Lamb2, convertie en 2426 ha Lamb93 (nov 2012).

MAJ 2013.12 : micro-ajustement perimetre (retrait 0,05 ha), calage sur limite regionale BD TOPO pour bonne tangence avec site cote Rhone-Alpes."
"6545";"8350";"FR9301523";"25000";"SCAN25";;"Périmètre numérisé au 1/25000 (IGN SCAN25). Mais cartes officielles sur fond IGN SCAN 100.

MAJ 2014.07 : conversion surface Lamb2 (2522 ha) en Lamb93 (2517 ha)."
"6546";"8351";"FR9301525";"25000";"SCAN25";;"MAJ 2014.07 : conversion surface Lamb2e (1511 ha) en Lamb93 (1508 ha)."
"6547";"8352";"FR9301526";"25000";"SCAN25";;"Périmètre numérisé au 1/25000 (d'après IGN SCAN25). Mais la carte officielle utilise le fond IGN SCAN100. Surface 5072 ha Lamb2, convertie en 5061 ha Lamb93 (janv 2013). Juin 2013 : micro recalage sur limite regionale BD TOPO, surface ajustée à 5059 ha L9"
"6548";"8353";"FR9301530";"25000";"SCAN25";;"Périmètre numérisé au 1/25000 (IGN SCAN25). Mais carte officielle sur fond IGN SCAN100. Surface 8275 ha Lamb2, convertie en 8258 ha Lamb93 (nov 2012)."
"6549";"8354";"FR9301533";"25000";"SCAN25";;"Périmètre numérisé au 1/25000 (IGN SCAN25). Surface 21 890 ha Lamb2, convertie en  21 844 ha Lamb93 (dec 2012)."
"6550";"8355";"FR9301535";"25000";"SCAN25";;"Périmètre numérisé au 1/25000 (IGN SCAN25). Mais carte officielle sur fond carto IGN SCAN100.

MAJ 2014.08 : conversion surf Lamb2 (13 225 ha) en Lamb93 (13 197 ha)."
"6551";"8356";"FR9301537";"25000";"SCAN25";;"Périmètre numérisé au 1/25000 (IGN SCAN25). Mais carte officielle sur fond IGN SCAN100.

MAJ 2014.08 : conversion surf Lamb2 (4952 ha) en Lamb93 (4941 ha)."
"6552";"8357";"FR9301540";"25000";"SCAN25";;"Périmètre numérisé au 1/25000 (IGN SCAN25). Mais carte officielle sur fond IGN SCAN100.

MAJ 2014.07 : conversion surf Lamb2 (8826 ha) en Lamb93 (8808 ha)."
"6553";"8358";"FR9301542";"25000";"SCAN25";;"Périmètre numérisé au 1/25000 (IGN SCAN25). Mais carte officielle sur fond IGN SCAN100.

Attention, bien qu'il figure dans le nom du site, le secteur ""Adrets de Montjustin"" n'est pas inclus dans le périmètre proposé à Bruxelles.

MAJ 2014.08 : conversion "
"6554";"8359";"FR9301545";"25000";"SCAN25";;"Périmètre numérisé au 1/25000 (IGN SCAN25). Mais carte officielle sur fond IGN SCAN100. Surface 4264 ha Lamb2, convertie en 4254.9 ha Lamb93 (nov 2012)."
"6555";"8360";"FR9301549";"25000";"SCAN25";;"Périmètre numérisé au 1/25000 (IGN SCAN25)"
"6556";"8361";"FR9301554";"25000";"SCAN25";;"OUI. Perimetre initial tracé sur IGN SCAN100, recalé en 2010 sur SCAN25 (sauf partie nord tangente au FR9301549) sans reconsultation réglementaire. Surface calculée avec MapInfo v7.0, mode cartesien, projection Lambert93. "
"6557";"8362";"FR9301556";"25000";"SCAN25";;"périmètre initial SCAN100 (14 839 ha Lamb2), recalé sur SCAN25 (15 071 ha Lamb93) automne 2012."
"6558";"8363";"FR9301559";"25000";"SCAN25";;"Périmètre numérisé au 1/25000 (avec IGN SCAN25). Mais carte officielle sur fond IGN SCAN100. Surface 68073 ha Lamb2 convertie en 67930 ha Lamb93 (dec 2012). MAJ 20130628 : surface passée de 67930 a 67947 ha suite a micro-recalage sur limite regionale BD T"
