"PK_CONTACT";"FPK_NATURA";"SITECODE";"NAME";"ADDRESS";"EMAIL";"POST_NAME";"POST_CODE";"PHONE"
"15881";"8258";"FR7300847";"Parc Naturel Régional des Grands Causses";"71 boulevard de l'Ayrolle - BP 50126";;"MILLAU";"12101";
"15882";"8259";"FR7300854";"Office National des Forêts (Service interdépartemental Aveyron-Lot) pour les forêts domaniales.";;;;;
"15883";"8259";"FR7300854";"Ministère de la Transition écologique - DGALN/DEB/SDET/ET5";"Tour Séquoia";"en3.en.deb.dgaln@developpement-durable.gouv.fr";"La Défense Cedex";"92055";"01.40.81.30.47"
"15884";"8260";"FR7300860";"Office National des Forêts (Service Interdépartemental Aveyron-Lot) pour les forêts soumises au régime forestier.";;;;;
"15885";"8260";"FR7300860";"Ministère de la Transition écologique - DGALN/DEB/SDET/ET5";"Tour Séquoia";"en3.en.deb.dgaln@developpement-durable.gouv.fr";"La Défense Cedex";"92055";"01.40.81.30.47"
"15888";"8262";"FR7300889";"Institution Adour";"Maison de l'eau";;"Jû-Belloc";"32160";
"15889";"8262";"FR7300889";"Ministère de la Transition écologique - DGALN/DEB/SDET/ET5";"Tour Séquoia";"en3.en.deb.dgaln@developpement-durable.gouv.fr";"La Défense Cedex";"92055";"01.40.81.30.47"
"15892";"8264";"FR7300909";"DDT du Lot";"124, quai Louis Eugène Cavaignac";;"CAHORS";"46000";
"15893";"8264";"FR7300909";"Ministère de la Transition écologique - DGALN/DEB/SDET/ET5";"Tour Séquoia";"en3.en.deb.dgaln@developpement-durable.gouv.fr";"La Défense Cedex";"92055";"01.40.81.30.47"
"15894";"8265";"FR7300910";"Parc naturel régional des causses du Quercy.";"11, rue Traversière BP 10";;"COEUR DE CAUSSE";"46240";
"15895";"8265";"FR7300910";"Ministère de la Transition écologique - DGALN/DEB/SDET/ET5";"Tour Séquoia";"en3.en.deb.dgaln@developpement-durable.gouv.fr";"La Défense Cedex";"92055";"01.40.81.30.47"
"15896";"8266";"FR7300912";"DDT 46";"124, quai Louis Eugène Cavaignac";;"CAHORS";"46000";
"15897";"8266";"FR7300912";"Ministère de la Transition écologique - DGALN/DEB/SDET/ET5";"Tour Séquoia";"en3.en.deb.dgaln@developpement-durable.gouv.fr";"La Défense Cedex";"92055";"01.40.81.30.47"
"15898";"8267";"FR7300913";"Parc naturel régional des Causses du Quercy";"rue traversière";;"Labastide-Murat";"46240";
"15899";"8267";"FR7300913";"Ministère de la Transition écologique - DGALN/DEB/SDET/ET5";"Tour Séquoia";"en3.en.deb.dgaln@developpement-durable.gouv.fr";"La Défense Cedex";"92055";"01.40.81.30.47"
"15900";"8268";"FR7300917";"Parc naturel régional des Causses du Quercy";"rue traversière";;"Labastide-Murat";"46240";
"15901";"8268";"FR7300917";"Ministère de la Transition écologique - DGALN/DEB/SDET/ET5";"Tour Séquoia";"en3.en.deb.dgaln@developpement-durable.gouv.fr";"La Défense Cedex";"92055";"01.40.81.30.47"
"15902";"8269";"FR7300920";"Office National des Forêts (Service départemental des Hautes-Pyrénées) pour les forêt domaniales soumises au régime forestier";"Boulevard Kennedy ";;"TARBES";"65000";
"15903";"8269";"FR7300920";"Ministère de la Transition écologique - DGALN/DEB/SDET/ET5";"Tour Séquoia";"en3.en.deb.dgaln@developpement-durable.gouv.fr";"La Défense Cedex";"92055";"01.40.81.30.47"
"15904";"8269";"FR7300920";"SIVU du Massif du Pibeste-Aouhlet (pour la RNR)";"22 Avenue du Lavedan - Mairie";;"AGOS-VIDALOS";"65400";
"15905";"8270";"FR7300944";"Ministère de la Transition écologique - DGALN/DEB/SDET/ET5";"Tour Séquoia";"en3.en.deb.dgaln@developpement-durable.gouv.fr";"La Défense Cedex";"92055";"01.40.81.30.47"
"15906";"8270";"FR7300944";"Chambre d'Agriculture du Tarn";"96 Rue des Agriculteurs";;"ALBI Cedex";"81003";
"15907";"8271";"FR7301631";"Ministère de la Transition écologique - DGALN/DEB/SDET/ET5";"Tour Séquoia";"en3.en.deb.dgaln@developpement-durable.gouv.fr";"La Défense Cedex";"92055";"01.40.81.30.47"
"15908";"8271";"FR7301631";"Vallée du Viaur : ADASEA 12";"5 Boulevard du 122 Régiment d'Infanterie";;"RODEZ";"12000";
"15909";"8271";"FR7301631";"Vallée de l'Agout et du Gijou : pas d'animateur actuellement";"-";;"-";"00000";
"15910";"8271";"FR7301631";"Vallée du Tarn aval : pas d'animateur actuellement";"-";;"-";"00000";
"15911";"8271";"FR7301631";"Vallée de l'Aveyron : LPO 12";"10 rue des Coquelicots";;"ONET-LE-CHATEAU";"12850";
"15912";"8272";"FR7301822";"Syndicat Mixte d'Etudes et d'Aménagement de la Garonne";"61, rue Pierre Cazeneuve";;"Toulouse";"31200";
"15913";"8272";"FR7301822";"Ministère de la Transition écologique - DGALN/DEB/SDET/ET5";"Tour Séquoia";"en3.en.deb.dgaln@developpement-durable.gouv.fr";"La Défense Cedex";"92055";"01.40.81.30.47"
"15914";"8273";"FR7302001";"Rural Concept  / ADASEA de l'Aveyron";"5 boulevard du 122eme RI - Carrefour de l'Agriculture";;"Rodez";"12000";
"15915";"8273";"FR7302001";"Ministère de la Transition écologique - DGALN/DEB/SDET/ET5";"Tour Séquoia";"en3.en.deb.dgaln@developpement-durable.gouv.fr";"La Défense Cedex";"92055";"01.40.81.30.47"
"15916";"8274";"FR7302002";"Ministère de la Transition écologique - DGALN/DEB/SDET/ET5";"Tour Séquoia";"en3.en.deb.dgaln@developpement-durable.gouv.fr";"La Défense Cedex";"92055";"01.40.81.30.47"
"15917";"8274";"FR7302002";"Centre Permanent d'Initiative pour l'Environnement Quercy Garonne";"Al Païs de Boneta - Maison du Patrimoine  Labarthe  ";"mdp82@wanadoo.fr";"Caylus ";"82160";
"15918";"8274";"FR7302002";"Conservatoire des Espaces Naturels de Midi-Pyrénées 	";"75 Voie du Toec   ";"cen-mp@espaces-naturels.fr";"Toulouse cedex 03";"31000";
"15919";"8274";"FR7302002";"ADASEA du Gers";"Maison de l’Agriculture 3 Ch. de la Caillaouère CS 70 161";"contact.gers@adasea.net";"AUCH  Cedex";"32003";
"15920";"8275";"FR7401131";"Ministère de la Transition écologique - DGALN/DEB/SDET/ET5";"Tour Séquoia";"en3.en.deb.dgaln@developpement-durable.gouv.fr";"La Défense Cedex";"92055";"01.40.81.30.47"
"15921";"8275";"FR7401131";"Conseil Général 23";"Hôtel du Département";;"Guéret";"23000";
"15922";"8275";"FR7401131";"ONF - agence de Limoges";"40-42 avenue des Bénédictins";"laurent.riviere@onf.fr";"Limoges";"87000";
"15923";"8276";"FR8201632";"Établissement Public Territorial de Bassin Saône et Doubs";"220, rue du km 400";"info@eptb-saone-doubs.fr";"MACON";"71000 ";
"15924";"8276";"FR8201632";"Ministère de la Transition écologique - DGALN/DEB/SDET/ET5";"Tour Séquoia";"en3.en.deb.dgaln@developpement-durable.gouv.fr";"La Défense Cedex";"92055";"01.40.81.30.47"
"15925";"8277";"FR8201635";"Ministère de la Transition écologique - DGALN/DEB/SDET/ET5";"Tour Séquoia";"en3.en.deb.dgaln@developpement-durable.gouv.fr";"La Défense Cedex";"92055";"01.40.81.30.47"
"15926";"8277";"FR8201635";"Communauté de communes de la Dombes";"100 Avenue Foch";"paec-natura2000@ccdombes.fr";"Châtillon-sur-Chalaronne";"01400";
"15929";"8279";"FR8201641";;;;;;
"15930";"8279";"FR8201641";"Ministère de la Transition écologique - DGALN/DEB/SDET/ET5";"Tour Séquoia";"en3.en.deb.dgaln@developpement-durable.gouv.fr";"La Défense Cedex";"92055";"01.40.81.30.47"
"15931";"8279";"FR8201641";"Conservatoire d'Espaces Naturels de Rhône-Alpes";"Maison Forte 2 rue des Vallières";"crenra.secretariat@espaces-naturels.fr";"VOURLES";"69390";
"15932";"8280";"FR8201653";"SIVU du bassin versant de la basse vallée de l'Ain";"Le Prieuré - 38 route de Loyettes";"contact@bassevalleedelain.com";"Blyes";"01150";
"15933";"8280";"FR8201653";"Ministère de la Transition écologique - DGALN/DEB/SDET/ET5";"Tour Séquoia";"en3.en.deb.dgaln@developpement-durable.gouv.fr";"La Défense Cedex";"92055";"01.40.81.30.47"
"15934";"8281";"FR8201654";"Syndicat de gestion des gorges de l'Ardèche (SGGA)";"tèl : 04 75 98 77 31 - Fax : 04 75 98 67 64";"info@gorgesdelardeche.fr";"SAINT-REMEZE";"07700";
"15935";"8281";"FR8201654";"Ministère de la Transition écologique - DGALN/DEB/SDET/ET5";"Tour Séquoia";"en3.en.deb.dgaln@developpement-durable.gouv.fr";"La Défense Cedex";"92055";"01.40.81.30.47"
"15936";"8282";"FR8201656";"Ministère de la Transition écologique - DGALN/DEB/SDET/ET5";"Tour Séquoia";"en3.en.deb.dgaln@developpement-durable.gouv.fr";"La Défense Cedex";"92055";"01.40.81.30.47"
"15937";"8282";"FR8201656";"SIDET (Syndicat intercommunal de découverte de l'environnement et du territoire)";"Mairie Rue du Temple";"sidet.vans@wanadoo.fr";"Les Vans";"07140";
"15938";"8283";"FR8201657";"Ministère de la Transition écologique - DGALN/DEB/SDET/ET5";"Tour Séquoia";"en3.en.deb.dgaln@developpement-durable.gouv.fr";"La Défense Cedex";"92055";"01.40.81.30.47"
"15939";"8283";"FR8201657";"Établissement public territorial du bassin versant de l’Ardèche (EPTBA)";"allée du Château";"biodiversite.ardeche@ardeche-eau.fr";"VOGÜE";"07200";
"15940";"8284";"FR8201660";"Communauté de communes du Pays des Vans en Cévennes";"5 rue du Temple";"accueil@cdc-vansencevennes.fr";"Les Vans";"07140";
"15941";"8284";"FR8201660";"Ministère de la Transition écologique - DGALN/DEB/SDET/ET5";"Tour Séquoia";"en3.en.deb.dgaln@developpement-durable.gouv.fr";"La Défense Cedex";"92055";"01.40.81.30.47"
"15942";"8285";"FR8201661";;;;;;
"15943";"8285";"FR8201661";"Ministère de la Transition écologique - DGALN/DEB/SDET/ET5";"Tour Séquoia";"en3.en.deb.dgaln@developpement-durable.gouv.fr";"La Défense Cedex";"92055";"01.40.81.30.47"
"15944";"8285";"FR8201661";"SIDET (Syndicat intercommunal de découverte de l'environnement et du territoire)";"Mairie Rue du Temple";"sidet.vans@wanadoo.fr";"Les Vans";"07140";
"15945";"8286";"FR8201668";"Ministère de la Transition écologique - DGALN/DEB/SDET/ET5";"Tour Séquoia";"en3.en.deb.dgaln@developpement-durable.gouv.fr";"La Défense Cedex";"92055";"01.40.81.30.47"
"15946";"8286";"FR8201668";"Communauté de Communes du Pays des Vans en Cévennes";"5  rue du Temple";"environnement@cdc-vansencevennes.fr";"Les Vans";"07140";
"15947";"8287";"FR8201669";;;;;;
"15948";"8287";"FR8201669";"Ministère de la Transition écologique - DGALN/DEB/SDET/ET5";"Tour Séquoia";"en3.en.deb.dgaln@developpement-durable.gouv.fr";"La Défense Cedex";"92055";"01.40.81.30.47"
"15949";"8287";"FR8201669";"Commune de Le Pouzin";"3 avenue Marcel Nicolas";"mairie@lepouzin.fr";"LE POUZIN";"07250";
"15950";"8288";"FR8201676";;;;;;
"15951";"8288";"FR8201676";"Ministère de la Transition écologique - DGALN/DEB/SDET/ET5";"Tour Séquoia";"en3.en.deb.dgaln@developpement-durable.gouv.fr";"La Défense Cedex";"92055";"01.40.81.30.47"
"15952";"8288";"FR8201676";"Ligue pour la Protection des Oiseaux Drôme";"18 place Génissieu";"drome@lpo.fr";"Chabeuil";"26320";
"15953";"8289";"FR8201677";"Ministère de la Transition écologique - DGALN/DEB/SDET/ET5";"Tour Séquoia";"en3.en.deb.dgaln@developpement-durable.gouv.fr";"La Défense Cedex";"92055";"01.40.81.30.47"
"15954";"8289";"FR8201677";"mairie de Le Pouzin";"3 avenue Marcel Nicolas";"mairie@lepouzin.fr";"LE POUZIN";"07250";
"15955";"8290";"FR8201685";"Office Nationale des Forêts - agence Drôme Ardèche";"16 rue Lapeyrouse";"ag.valence@onf.fr";"VALENCE";"26000";
"15956";"8290";"FR8201685";"Ministère de la Transition écologique - DGALN/DEB/SDET/ET5";"Tour Séquoia";"en3.en.deb.dgaln@developpement-durable.gouv.fr";"La Défense Cedex";"92055";"01.40.81.30.47"
"15957";"8291";"FR8201689";"Ministère de la Transition écologique - DGALN/DEB/SDET/ET5";"Tour Séquoia";"en3.en.deb.dgaln@developpement-durable.gouv.fr";"La Défense Cedex";"92055";"01.40.81.30.47"
"15958";"8291";"FR8201689";"Parc Naturel Régional Baronnies Provençales";"45 chemin des Randonneurs";"smbp@baronnies-provencales.fr";"Sahune ";"26510";
"15959";"8292";"FR8201718";"Ministère de la Transition écologique - DGALN/DEB/SDET/ET5";"Tour Séquoia";"en3.en.deb.dgaln@developpement-durable.gouv.fr";"La Défense Cedex";"92055";"01.40.81.30.47"
"15960";"8292";"FR8201718";"SMECRU (Syndicat mixte d'étude du contrat de rivière des Usses)";"19 rue du Grand Pont";"smecru@gmail.com";"FRANGY";"74270";
"15961";"8293";"FR8201727";;;;;;
"15962";"8293";"FR8201727";"Ministère de la Transition écologique - DGALN/DEB/SDET/ET5";"Tour Séquoia";"en3.en.deb.dgaln@developpement-durable.gouv.fr";"La Défense Cedex";"92055";"01.40.81.30.47"
"15963";"8293";"FR8201727";"Communauté de communes de l'Isle Crémieu";"1, Parc d’activités de Buisson Rond";"natura2000@cc-isle-cremieu.fr";"Villemoirieu";"38460 ";
"15964";"8294";"FR8201756";;;;;;
"15965";"8294";"FR8201756";"Ministère de la Transition écologique - DGALN/DEB/SDET/ET5";"Tour Séquoia";"en3.en.deb.dgaln@developpement-durable.gouv.fr";"La Défense Cedex";"92055";"01.40.81.30.47"
"15966";"8294";"FR8201756";"Communauté d'agglo Loire-Forez";"17 bd de la Préfecture";"benedictechalaye@loireforez.fr";"Montbrison";"42600 ";
"15967";"8295";"FR8201758";"Ministère de la Transition écologique - DGALN/DEB/SDET/ET5";"Tour Séquoia";"en3.en.deb.dgaln@developpement-durable.gouv.fr";"La Défense Cedex";"92055";"01.40.81.30.47"
"15968";"8295";"FR8201758";"Syndicat mixte du bassin versant du Lignon, de l'Anzon et du Vizézy (SYMILAV)";"Square Savignano";"contact@lignonduforez.fr";"Savigneux";"42600";
"15969";"8296";"FR8201763";"SMAGL (Syndicat mixte d'aménagement des Gorges de la Loire)";"13 rue d'Arcole";"environnement@smagl.com";"St Etienne";"42000";
"15970";"8296";"FR8201763";"Ministère de la Transition écologique - DGALN/DEB/SDET/ET5";"Tour Séquoia";"en3.en.deb.dgaln@developpement-durable.gouv.fr";"La Défense Cedex";"92055";"01.40.81.30.47"
"15971";"8297";"FR8201765";"- Ecozone :

           F.R.A.P.N.A. Loire

           Ecopôle du Forez - 42110 Chambéon

- DPF : Etat

- ENS : Conseil Général de la Loire.";;;;;
"15972";"8297";"FR8201765";"Ministère de la Transition écologique - DGALN/DEB/SDET/ET5";"Tour Séquoia";"en3.en.deb.dgaln@developpement-durable.gouv.fr";"La Défense Cedex";"92055";"01.40.81.30.47"
"15973";"8297";"FR8201765";"FRAPNA Loire";"Ecopôle du Forez - Villeneuve le Port";"frapna-loire@frapna.org";"Chambéon";"42110";
"15974";"8297";"FR8201765";"Conseil général de la Loire";" Hôtel du Département 2 et 3 rue Charles de Gaulle ";;"Saint-Etienne cedex 1";"42022";
"15975";"8297";"FR8201765";"DDT de la Loire";"2, Avenue Grüner  - CS 90509 - ";;"SAINT ETIENNE Cedex1";"42007 ";
"15976";"8298";"FR8201771";"Ministère de la Transition écologique - DGALN/DEB/SDET/ET5";"Tour Séquoia";"en3.en.deb.dgaln@developpement-durable.gouv.fr";"La Défense Cedex";"92055";"01.40.81.30.47"
"15977";"8298";"FR8201771";"Syndicat du Haut-Rhône";"ZAC des Fontanettes";"e.wichroff@haut-rhone.com";"YENNE";"73170";
"15978";"8299";"FR8201783";"Parc National de la Vanoise";"135 rue du Dr Julliand";;"CHAMBERY";"73000";
"15979";"8299";"FR8201783";"Ministère de la Transition écologique - DGALN/DEB/SDET/ET5";"Tour Séquoia";"en3.en.deb.dgaln@developpement-durable.gouv.fr";"La Défense Cedex";"92055";"01.40.81.30.47"
"15980";"8300";"FR8201785";"Ministère de la Transition écologique - DGALN/DEB/SDET/ET5";"Tour Séquoia";"en3.en.deb.dgaln@developpement-durable.gouv.fr";"La Défense Cedex";"92055";"01.40.81.30.47"
"15981";"8300";"FR8201785";"SYMALIM";"chemin de la Blette ";"joubert@grand-parc.fr";"Vaulx-en-Velin";"69120 ";
"15982";"8301";"FR8202003";"Ministère de la Transition écologique - DGALN/DEB/SDET/ET5";"Tour Séquoia";"en3.en.deb.dgaln@developpement-durable.gouv.fr";"La Défense Cedex";"92055";"01.40.81.30.47"
"15983";"8301";"FR8202003";"Syndicat Mixte de la Lauzière";"Mairie Chef-Lieu";"jeromegros@lauziere-savoie.fr";"ARGENTINE";"73220";
"15984";"8302";"FR8202007";"Ministère de la Transition écologique - DGALN/DEB/SDET/ET5";"Tour Séquoia";"en3.en.deb.dgaln@developpement-durable.gouv.fr";"La Défense Cedex";"92055";"01.40.81.30.47"
"15985";"8302";"FR8202007";"Etablissement Public Territorial du Bassin versant de l’Ardèche";"4 allée du Chateau";"biodiversite@ardeche-eau.fr";"VOGÜE";"07200";
"15986";"8303";"FR8202010";"Conservatoire d'Espaces Naturels de Savoie";"Le Prieuré - BP 51";"info@cen-savoie.org";"Le Bourget-du-Lac CEDEX";"73372";
"15987";"8304";"FR8212009";"Ministère de la Transition écologique - DGALN/DEB/SDET/ET5";"Tour Séquoia";"en3.en.deb.dgaln@developpement-durable.gouv.fr";"La Défense Cedex";"92055";"01.40.81.30.47"
"15988";"8304";"FR8212009";"Syndicat Mixte des Glières";"1 rue du 30ème RI - BP2444";"smg@hautesavoie.fr ";"ANNECY CEDEX";"74041";
"15989";"8305";"FR8301015";"Ministère de la Transition écologique - DGALN/DEB/SDET/ET5";"Tour Séquoia";"en3.en.deb.dgaln@developpement-durable.gouv.fr";"La Défense Cedex";"92055";"01.40.81.30.47"
"15990";"8305";"FR8301015";"ONF";"Site de Marmilhat Sud";;"Lempdes";"63370";
"15991";"8305";"FR8301015";"LPO Auvergne";"2 bis rue du Clos Perret";;"Clermont-Ferrand";"63100";
"15992";"8305";"FR8301015";"CEN Allier";"Maison des associations, rue des écoles";"conservatoire.allier@espaces-naturels.fr";"CHATEL-DE-NEUVRE";"03500";
"15993";"8306";"FR8301016";"Ministère de la Transition écologique - DGALN/DEB/SDET/ET5";"Tour Séquoia";"en3.en.deb.dgaln@developpement-durable.gouv.fr";"La Défense Cedex";"92055";"01.40.81.30.47"
"15994";"8306";"FR8301016";"CEN Allier ";"maison des associations- Rue des écoles";;"Chatel-de-Neuvre";"03500";
"15995";"8307";"FR8301021";"O.N.F., service départemental de l'Allier.";"immeuble ""les Portes d'Avermes"" - 42 rue de la république";;"Avermes";"03000";
"15996";"8307";"FR8301021";"Ministère de la Transition écologique - DGALN/DEB/SDET/ET5";"Tour Séquoia";"en3.en.deb.dgaln@developpement-durable.gouv.fr";"La Défense Cedex";"92055";"01.40.81.30.47"
"15997";"8308";"FR8301030";"Parc Naturel Régional Livradois Forez";"Maison du Parc";;"Saint-Gervais-Sous-Meymont";"63880";
"15998";"8308";"FR8301030";"Ministère de la Transition écologique - DGALN/DEB/SDET/ET5";"Tour Séquoia";"en3.en.deb.dgaln@developpement-durable.gouv.fr";"La Défense Cedex";"92055";"01.40.81.30.47"
"15999";"8309";"FR8301032";"Ministère de la Transition écologique - DGALN/DEB/SDET/ET5";"Tour Séquoia";"en3.en.deb.dgaln@developpement-durable.gouv.fr";"La Défense Cedex";"92055";"01.40.81.30.47"
"16000";"8309";"FR8301032";"CEN Auvergne (Conservatoire d'Espaces Naturels Auvergne)";"moulin de la croute - rue Léon Versepuy";"contact@cen-auvergne.fr";"RIOM";"63200";
"16001";"8310";"FR8301042";"Parc Naturel Régional des Volcans d'Auvergne";"Château de Montlosier";"natura2000@parcdesvolcans.fr";"AYDAT";"63970";
"16002";"8310";"FR8301042";"Ministère de la Transition écologique - DGALN/DEB/SDET/ET5";"Tour Séquoia";"en3.en.deb.dgaln@developpement-durable.gouv.fr";"La Défense Cedex";"92055";"01.40.81.30.47"
"16003";"8311";"FR8301055";"Parc Naturel Régional des Volcans d'Auvergne";"Château Montlosier";;"Aydat";"63970";
"16004";"8311";"FR8301055";"Ministère de la Transition écologique - DGALN/DEB/SDET/ET5";"Tour Séquoia";"en3.en.deb.dgaln@developpement-durable.gouv.fr";"La Défense Cedex";"92055";"01.40.81.30.47"
"16005";"8312";"FR8301057";"Ministère de la Transition écologique - DGALN/DEB/SDET/ET5";"Tour Séquoia";"en3.en.deb.dgaln@developpement-durable.gouv.fr";"La Défense Cedex";"92055";"01.40.81.30.47"
"16006";"8312";"FR8301057";"LPO Auvergne Rhône Alpes";"2bis rue du Clos Perret";"anne-sophie.depieri@lpo.fr";"CLERMONT-FERRAND";"63100";
"16007";"8313";"FR8301073";"Une partie des prés salés, située sur des terrains communaux, fait l'objet d'une convention de gestion entre l'exploitant agricole, la commune et le CEN Auvergne";;;;;
"16008";"8313";"FR8301073";"Ministère de la Transition écologique - DGALN/DEB/SDET/ET5";"Tour Séquoia";"en3.en.deb.dgaln@developpement-durable.gouv.fr";"La Défense Cedex";"92055";"01.40.81.30.47"
"16009";"8313";"FR8301073";"SMAT du Haut-Allier";"42 avenue Victor Hugo";"accueil@haut-allier.com";"LANGEAC";"43300";
"16010";"8314";"FR8301074";;;;;;
"16011";"8314";"FR8301074";"Ministère de la Transition écologique - DGALN/DEB/SDET/ET5";"Tour Séquoia";"en3.en.deb.dgaln@developpement-durable.gouv.fr";"La Défense Cedex";"92055";"01.40.81.30.47"
"16012";"8314";"FR8301074";"Syndicat Mixte d'Aménagement du Haut-Allier (SMAT)";"42, avenue Victor Hugo - BP 64";"accueil@haut-allier.com";"LANGEAC";"43300";
"16013";"8315";"FR8301075";"Ministère de la Transition écologique - DGALN/DEB/SDET/ET5";"Tour Séquoia";"en3.en.deb.dgaln@developpement-durable.gouv.fr";"La Défense Cedex";"92055";"01.40.81.30.47"
"16014";"8315";"FR8301075";"Syndicat Mixte d'Aménagement du Haut-Allier (SMAT)";"42 avenue Victor Hugo - BP64";"accueil@haut-allier.com";"LANGEAC";"43300";
"16015";"8316";"FR8301077";"Ministère de la Transition écologique - DGALN/DEB/SDET/ET5";"Tour Séquoia";"en3.en.deb.dgaln@developpement-durable.gouv.fr";"La Défense Cedex";"92055";"01.40.81.30.47"
"16016";"8316";"FR8301077";"SMAT du Haut-Allier";"42 avenue Victor Hugo";"accueil@haut-allier.com";"LANGEAC";"43300";
"16017";"8317";"FR8301082";"SMAT DU HAUT ALLIER - 42 Avenue Victor Hugo - 43300 LANGEAC

04 71 77 28 30";;;;;
"16018";"8317";"FR8301082";"Ministère de la Transition écologique - DGALN/DEB/SDET/ET5";"Tour Séquoia";"en3.en.deb.dgaln@developpement-durable.gouv.fr";"La Défense Cedex";"92055";"01.40.81.30.47"
"16019";"8318";"FR8301091";;;;;;
"16020";"8318";"FR8301091";"Ministère de la Transition écologique - DGALN/DEB/SDET/ET5";"Tour Séquoia";"en3.en.deb.dgaln@developpement-durable.gouv.fr";"La Défense Cedex";"92055";"01.40.81.30.47"
"16021";"8318";"FR8301091";"Office national des Forêts";"Marmilhat";;"LEMPDES";"63730";
"16022";"8318";"FR8301091";"Parc Naturel Régional Livradois Forez";"LE BOURG";;"SAINT GERVAIS SOUS MEYMONT";"63180";
"16023";"8319";"FR8302009";"Ministère de la Transition écologique - DGALN/DEB/SDET/ET5";"Tour Séquoia";"en3.en.deb.dgaln@developpement-durable.gouv.fr";"La Défense Cedex";"92055";"01.40.81.30.47"
"16024";"8319";"FR8302009";"Parc Naturel Régional Livradois Forez";"Maison du Parc- Le bourg";"info@parc-livradois-forez.org";"Saint Gervais-Sous-Meymont";"63880";
"16025";"8320";"FR8302010";"Parc Naturel Régional Livradois Forez";"Maison du Parc";;"Saint-Gervais-Sous-Meymont";"63880";
"16026";"8320";"FR8302010";"Ministère de la Transition écologique - DGALN/DEB/SDET/ET5";"Tour Séquoia";"en3.en.deb.dgaln@developpement-durable.gouv.fr";"La Défense Cedex";"92055";"01.40.81.30.47"
"16027";"8321";"FR8302012";"Ministère de la Transition écologique - DGALN/DEB/SDET/ET5";"Tour Séquoia";"en3.en.deb.dgaln@developpement-durable.gouv.fr";"La Défense Cedex";"92055";"01.40.81.30.47"
"16028";"8321";"FR8302012";"Conservatoire d'espaces naturels d'Auvergne (CEN d'Auvergne)";"Rue Léon Versepuy - Moulin de la Croute";"contact@cen-auvergne.fr";"RIOM";"63200";
"16029";"8321";"FR8302012";"Chauve-souris Auvergne";"Maison de la Nature auvergnate - Le Chauffour, 3 rue Brenat";"contact@chauve-souris-auvergne.fr";"ORBEIL";"63500";
"16030";"8322";"FR8302022";"ONF 03 (76% du site)";;;;;
"16031";"8322";"FR8302022";"Ministère de la Transition écologique - DGALN/DEB/SDET/ET5";"Tour Séquoia";"en3.en.deb.dgaln@developpement-durable.gouv.fr";"La Défense Cedex";"92055";"01.40.81.30.47"
"16032";"8323";"FR8302036";"Syndicat Mixte des Monts de la Madeleine";"La Gare";"smmm@montsmadeleine.fr ";"SAINT-JUST-EN-CHEVALET";"42430";
"16033";"8324";"FR9101387";"Ministère de la Transition écologique - DGALN/DEB/SDET/ET5";"Tour Séquoia";"en3.en.deb.dgaln@developpement-durable.gouv.fr";"La Défense Cedex";"92055";"01.40.81.30.47"
"16034";"8324";"FR9101387";"CPIE des Causses Méridionaux";"34 Route Saint - Pierre";"cpie.causses@gmail.com";"LE CAYLAR";"34520";
"16035";"8325";"FR9101388";"Ministère de la Transition écologique - DGALN/DEB/SDET/ET5";"Tour Séquoia";"en3.en.deb.dgaln@developpement-durable.gouv.fr";"La Défense Cedex";"92055";"01.40.81.30.47"
"16036";"8325";"FR9101388";"Communauté de Communes Vallée de l'Hérault (CCVH)";"2, parc d'activités de Camalcé";"laure.bene@cc-vallee-herault.fr";"GIGNAC";"34150";
"16037";"8326";"FR9101393";"Ministère de la Transition écologique - DGALN/DEB/SDET/ET5";"Tour Séquoia";"en3.en.deb.dgaln@developpement-durable.gouv.fr";"La Défense Cedex";"92055";"01.40.81.30.47"
"16038";"8326";"FR9101393";"Communauté de Communes Vallée de l'Hérault";"2 parc d'activités de Camlcé - BP 15";;"GIGNAC";"34150";
"16039";"8327";"FR9101395";"Syndicat Mixte des Gorges du Gardon";"2, Rue de la Pente - Hameau de Russan";;"Sainte - Anastasie";"30190";
"16040";"8327";"FR9101395";"Ministère de la Transition écologique - DGALN/DEB/SDET/ET5";"Tour Séquoia";"en3.en.deb.dgaln@developpement-durable.gouv.fr";"La Défense Cedex";"92055";"01.40.81.30.47"
"16041";"8328";"FR9101398";"Ministère de la Transition écologique - DGALN/DEB/SDET/ET5";"Tour Séquoia";"en3.en.deb.dgaln@developpement-durable.gouv.fr";"La Défense Cedex";"92055";"01.40.81.30.47"
"16042";"8328";"FR9101398";"Communauté d'agglomération du Gard Rhodanien";"Pôle Aménagement et Attractivité du Territoire - Service Environnement - Espace Paul Ulmann - 188 avenue du commando Vigan Braquet";"agglo@gardrhodanien.com";"Bagnols-sur-Cèze";"30200";
"16043";"8329";"FR9101406";"Syndicat Mixte pour la Protection et la Gestion de la Camargue Gardoise pour la partie gardoise du site.";"Centre du Scamandre - Route des Isles gallician";;"VAUVERT";"30600";
"16044";"8329";"FR9101406";"Ministère de la Transition écologique - DGALN/DEB/SDET/ET5";"Tour Séquoia";"en3.en.deb.dgaln@developpement-durable.gouv.fr";"La Défense Cedex";"92055";"01.40.81.30.47"
