"PK_DESIGC";"FPK_NATURA";"SITECODE";"CD_MPRO";"LB_MPRO";"COVER";"PARENT_ISO"
"26190";"8415";"FR1100812";"00";"Aucune protection";"100";"FRA"
"26191";"8416";"FR1100819";"22";"Forêt non domaniale bénéficiant du régime forestier";"100";"FRA"
"26192";"8417";"FR2100250";"38";"Arrêté de protection de biotope, d’habitat naturel ou de site d’intérêt géologique";"26";"FRA"
"26193";"8419";"FR2100271";"80";"Parc naturel régional";"100";"FRA"
"26194";"8421";"FR2100302";"22";"Forêt non domaniale bénéficiant du régime forestier";"40";"FRA"
"26195";"8423";"FR2200346";"11";"Terrain acquis par le Conservatoire du Littoral";"5";"FRA"
"26196";"8423";"FR2200346";"31";"Site inscrit selon la loi de 1930";"5";"FRA"
"26197";"8423";"FR2200346";"36";"Réserve naturelle nationale";"21";"FRA"
"26198";"8423";"FR2200346";"32";"Site classé selon la loi de 1930";"40";"FRA"
"26199";"8423";"FR2200346";"38";"Arrêté de protection de biotope, d’habitat naturel ou de site d’intérêt géologique";"1,45";"FRA"
"26200";"8423";"FR2200346";"50";"Réserve de chasse et de faune sauvage";"0,5";"FRA"
"26201";"8423";"FR2200346";"72";"Zone humide protégée par la convention de Ramsar";;"INT"
"26202";"8424";"FR2200357";"31";"Site inscrit selon la loi de 1930";"4";"FRA"
"26204";"8425";"FR2200378";"13";"Terrain acquis par un département";"18";"FRA"
"26205";"8426";"FR2200380";"22";"Forêt non domaniale bénéficiant du régime forestier";"8,4";"FRA"
"26206";"8426";"FR2200380";"21";"Forêt domaniale";"69,6";"FRA"
"26207";"8426";"FR2200380";"32";"Site classé selon la loi de 1930";"98,4";"FRA"
"26208";"8426";"FR2200380";"31";"Site inscrit selon la loi de 1930";"100";"FRA"
"26209";"8426";"FR2200380";"80";"Parc naturel régional";"100";"FRA"
"26210";"8427";"FR2200390";"36";"Réserve naturelle nationale";"4";"FRA"
"26212";"8427";"FR2200390";"15";"Terrain acquis par un conservatoire d'espaces naturels";"2";"FRA"
"26213";"8428";"FR2200566";"80";"Parc naturel régional";"13";"FRA"
"26214";"8428";"FR2200566";"15";"Terrain acquis par un conservatoire d'espaces naturels";"1";"FRA"
"26215";"8428";"FR2200566";"31";"Site inscrit selon la loi de 1930";"18";"FRA"
"26217";"8430";"FR2302008";"00";"Aucune protection";"100";"FRA"
"26219";"8431";"FR2500094";"00";"Aucune protection";"100";"FRA"
"26220";"8432";"FR2500119";"38";"Arrêté de protection de biotope, d’habitat naturel ou de site d’intérêt géologique";"14";"FRA"
"26221";"8432";"FR2500119";"21";"Forêt domaniale";"50";"FRA"
"26222";"8432";"FR2500119";"80";"Parc naturel régional";"100";"FRA"
"26223";"8433";"FR2612002";"53";"Réserve de chasse et de faune sauvage du domaine public fluvial";"1";"FRA"
"26224";"8433";"FR2612002";"15";"Terrain acquis par un conservatoire d'espaces naturels";"1";"FRA"
"26225";"8434";"FR2612010";"38";"Arrêté de protection de biotope, d’habitat naturel ou de site d’intérêt géologique";"0,5";"FRA"
"26226";"8434";"FR2612010";"15";"Terrain acquis par un conservatoire d'espaces naturels";"2";"FRA"
"26227";"8434";"FR2612010";"93";"Réserve naturelle régionale";"8";"FRA"
"26228";"8435";"FR3100487";"37";"Réserve naturelle volontaire";"43";"FRA"
"26229";"8435";"FR3100487";"38";"Arrêté de protection de biotope, d’habitat naturel ou de site d’intérêt géologique";"50";"FRA"
"26230";"8435";"FR3100487";"80";"Parc naturel régional";"75";"FRA"
"26231";"8436";"FR3100495";"37";"Réserve naturelle volontaire";"15";"FRA"
"26232";"8436";"FR3100495";"13";"Terrain acquis par un département";"23";"FRA"
"26233";"8436";"FR3100495";"21";"Forêt domaniale";"62";"FRA"
"26234";"8436";"FR3100495";"80";"Parc naturel régional";"100";"FRA"
"26235";"8437";"FR4100167";"15";"Terrain acquis par un conservatoire d'espaces naturels";"0,04";"FRA"
"26236";"8437";"FR4100167";"36";"Réserve naturelle nationale";"15,7";"FRA"
"26238";"8438";"FR4100170";"31";"Site inscrit selon la loi de 1930";"1";"FRA"
"26239";"8438";"FR4100170";"15";"Terrain acquis par un conservatoire d'espaces naturels";"25";"FRA"
"26240";"8439";"FR4100179";"22";"Forêt non domaniale bénéficiant du régime forestier";"96";"FRA"
"26241";"8440";"FR4100189";"21";"Forêt domaniale";"100";"FRA"
"26242";"8440";"FR4100189";"80";"Parc naturel régional";"100";"FRA"
"26243";"8441";"FR4100232";"15";"Terrain acquis par un conservatoire d'espaces naturels";"9";"FRA"
"26244";"8441";"FR4100232";"80";"Parc naturel régional";"70";"FRA"
"26245";"8442";"FR4100234";"15";"Terrain acquis par un conservatoire d'espaces naturels";"5";"FRA"
"26246";"8443";"FR4100240";"15";"Terrain acquis par un conservatoire d'espaces naturels";"2";"FRA"
"26247";"8443";"FR4100240";"22";"Forêt non domaniale bénéficiant du régime forestier";"40";"FRA"
"26248";"8443";"FR4100240";"80";"Parc naturel régional";"95";"FRA"
"26249";"8444";"FR4100241";"00";"Aucune protection";"100";"FRA"
"26250";"8445";"FR4100243";"31";"Site inscrit selon la loi de 1930";"50";"FRA"
"26251";"8445";"FR4100243";"80";"Parc naturel régional";"100";"FRA"
"26252";"8447";"FR4112000";"15";"Terrain acquis par un conservatoire d'espaces naturels";"1";"FRA"
"26253";"8447";"FR4112000";"22";"Forêt non domaniale bénéficiant du régime forestier";"31";"FRA"
"26254";"8448";"FR4112013";"38";"Arrêté de protection de biotope, d’habitat naturel ou de site d’intérêt géologique";;"FRA"
"26255";"8450";"FR4201813";"23";"Réserve biologique dirigée";"2";"FRA"
"26256";"8450";"FR4201813";"27";"Réserve biologique domaniale dirigée";"2";"FRA"
"26257";"8450";"FR4201813";"37";"Réserve naturelle volontaire";"4";"FRA"
"26258";"8450";"FR4201813";"31";"Site inscrit selon la loi de 1930";"5";"FRA"
"26259";"8450";"FR4201813";"22";"Forêt non domaniale bénéficiant du régime forestier";"35";"FRA"
"26260";"8450";"FR4201813";"21";"Forêt domaniale";"56";"FRA"
"26261";"8450";"FR4201813";"29";"Réserve biologique";"1";"FRA"
"26262";"8451";"FR4301291";"36";"Réserve naturelle nationale";"1";"FRA"
"26263";"8451";"FR4301291";"31";"Site inscrit selon la loi de 1930";"59";"FRA"
"26264";"8451";"FR4301291";"32";"Site classé selon la loi de 1930";"77";"FRA"
"26265";"8451";"FR4301291";"38";"Arrêté de protection de biotope, d’habitat naturel ou de site d’intérêt géologique";"80";"FRA"
"26266";"8452";"FR4301298";"31";"Site inscrit selon la loi de 1930";"0";"FRA"
"26267";"8452";"FR4301298";"32";"Site classé selon la loi de 1930";"1,95";"FRA"
"26268";"8452";"FR4301298";"38";"Arrêté de protection de biotope, d’habitat naturel ou de site d’intérêt géologique";"4,88";"FRA"
"26269";"8452";"FR4301298";"22";"Forêt non domaniale bénéficiant du régime forestier";"0,35";"FRA"
"26270";"8453";"FR4301308";"80";"Parc naturel régional";"100";"FRA"
"26272";"8453";"FR4301308";"72";"Zone humide protégée par la convention de Ramsar";"100";"INT"
"26273";"8454";"FR4310112";"36";"Réserve naturelle nationale";"2,6";"FRA"
"26274";"8454";"FR4310112";"31";"Site inscrit selon la loi de 1930";"7,2";"FRA"
"26275";"8454";"FR4310112";"38";"Arrêté de protection de biotope, d’habitat naturel ou de site d’intérêt géologique";"39,5";"FRA"
"26276";"8455";"FR4312005";"29";"Réserve biologique";"2";"FRA"
"26277";"8455";"FR4312005";"38";"Arrêté de protection de biotope, d’habitat naturel ou de site d’intérêt géologique";"5";"FRA"
"26278";"8456";"FR4312009";"31";"Site inscrit selon la loi de 1930";"0";"FRA"
"26279";"8456";"FR4312009";"36";"Réserve naturelle nationale";"1";"FRA"
"26280";"8456";"FR4312009";"32";"Site classé selon la loi de 1930";"59";"FRA"
"26281";"8456";"FR4312009";"38";"Arrêté de protection de biotope, d’habitat naturel ou de site d’intérêt géologique";"80";"FRA"
"26282";"8457";"FR4312017";"31";"Site inscrit selon la loi de 1930";"0";"FRA"
"26283";"8457";"FR4312017";"32";"Site classé selon la loi de 1930";"1,95";"FRA"
"26284";"8457";"FR4312017";"38";"Arrêté de protection de biotope, d’habitat naturel ou de site d’intérêt géologique";"4,88";"FRA"
"26285";"8457";"FR4312017";"22";"Forêt non domaniale bénéficiant du régime forestier";"0,35";"FRA"
"26286";"8458";"FR4312032";"38";"Arrêté de protection de biotope, d’habitat naturel ou de site d’intérêt géologique";"1";"FRA"
"26287";"8459";"FR5200624";"52";"Réserve de chasse et de faune sauvage d'ACCA";"3";"FRA"
"26288";"8459";"FR5200624";"38";"Arrêté de protection de biotope, d’habitat naturel ou de site d’intérêt géologique";"4";"FRA"
"26289";"8459";"FR5200624";"32";"Site classé selon la loi de 1930";"18";"FRA"
"26290";"8459";"FR5200624";"31";"Site inscrit selon la loi de 1930";"20";"FRA"
"26291";"8459";"FR5200624";"93";"Réserve naturelle régionale";"4";"FRA"
"26292";"8460";"FR5200627";"11";"Terrain acquis par le Conservatoire du Littoral";"1";"FRA"
"26293";"8460";"FR5200627";"51";"Réserve nationale de chasse et de faune sauvage";"15";"FRA"
"26294";"8460";"FR5200627";"32";"Site classé selon la loi de 1930";"100";"FRA"
"26295";"8460";"FR5200627";"72";"Zone humide protégée par la convention de Ramsar";"80";"INT"
"26296";"8461";"FR5200646";"31";"Site inscrit selon la loi de 1930";"12";"FRA"
"26297";"8461";"FR5200646";"32";"Site classé selon la loi de 1930";"83";"FRA"
"26298";"8461";"FR5200646";"80";"Parc naturel régional";"100";"FRA"
"26299";"8462";"FR5200647";"21";"Forêt domaniale";"12";"FRA"
"26300";"8463";"FR5200650";"21";"Forêt domaniale";"100";"FRA"
"26301";"8463";"FR5200650";"80";"Parc naturel régional";"100";"FRA"
"26302";"8463";"FR5200650";"32";"Site classé selon la loi de 1930";"5";"FRA"
"26303";"8464";"FR5200652";"31";"Site inscrit selon la loi de 1930";"100";"FRA"
"26305";"8465";"FR5200654";"32";"Site classé selon la loi de 1930";"83";"FRA"
"26306";"8466";"FR5200655";"11";"Terrain acquis par le Conservatoire du Littoral";"5";"FRA"
"26307";"8466";"FR5200655";"32";"Site classé selon la loi de 1930";"50";"FRA"
"26308";"8467";"FR5200658";"21";"Forêt domaniale";"30";"FRA"
"26309";"8468";"FR5200659";"38";"Arrêté de protection de biotope, d’habitat naturel ou de site d’intérêt géologique";"0";"FRA"
"26310";"8468";"FR5200659";"54";"Réserve de chasse et de faune sauvage du domaine public maritime";"2";"FRA"
"26311";"8468";"FR5200659";"21";"Forêt domaniale";"3";"FRA"
"26312";"8468";"FR5200659";"37";"Réserve naturelle volontaire";"3";"FRA"
"26313";"8468";"FR5200659";"36";"Réserve naturelle nationale";"6";"FRA"
"26314";"8469";"FR5212003";"38";"Arrêté de protection de biotope, d’habitat naturel ou de site d’intérêt géologique";"1";"FRA"
"26315";"8469";"FR5212003";"52";"Réserve de chasse et de faune sauvage d'ACCA";"1";"FRA"
"26316";"8469";"FR5212003";"80";"Parc naturel régional";"85";"FRA"
"26317";"8469";"FR5212003";"72";"Zone humide protégée par la convention de Ramsar";;"INT"
"26318";"8469";"FR5212003";"71";"Zone de la Convention du Patrimoine Mondial (UNESCO)";;"INT"
"26319";"8470";"FR5300003";"15";"Terrain acquis par un conservatoire d'espaces naturels";"8";"FRA"
"26320";"8470";"FR5300003";"42";"Réserve naturelle conventionnelle";"100";"FRA"
"26321";"8471";"FR5300004";"80";"Parc naturel régional";"4";"FRA"
"26322";"8472";"FR5300005";"32";"Site classé selon la loi de 1930";"6";"FRA"
"26323";"8472";"FR5300005";"13";"Terrain acquis par un département";"15";"FRA"
"26324";"8473";"FR5300006";"31";"Site inscrit selon la loi de 1930";"2";"FRA"
"26325";"8474";"FR5300007";"13";"Terrain acquis par un département";"10";"FRA"
"26326";"8474";"FR5300007";"38";"Arrêté de protection de biotope, d’habitat naturel ou de site d’intérêt géologique";"12";"FRA"
"26327";"8475";"FR5300008";"11";"Terrain acquis par le Conservatoire du Littoral";"2";"FRA"
"26328";"8475";"FR5300008";"21";"Forêt domaniale";"8";"FRA"
"26329";"8475";"FR5300008";"13";"Terrain acquis par un département";"33";"FRA"
"26330";"8475";"FR5300008";"00";"Aucune protection";"57";"FRA"
"26331";"8476";"FR5300009";"11";"Terrain acquis par le Conservatoire du Littoral";"1";"FRA"
"26332";"8476";"FR5300009";"36";"Réserve naturelle nationale";"4";"FRA"
"26333";"8476";"FR5300009";"32";"Site classé selon la loi de 1930";"4";"FRA"
"26334";"8476";"FR5300009";"54";"Réserve de chasse et de faune sauvage du domaine public maritime";"10";"FRA"
"26335";"8476";"FR5300009";"69";"Réserve Biogénétique du Conseil de l'Europe";"6";"INT"
"26336";"8477";"FR5300010";"11";"Terrain acquis par le Conservatoire du Littoral";"1";"FRA"
"26337";"8477";"FR5300010";"90";"Autre protection";"1";"FRA"
"26338";"8477";"FR5300010";"32";"Site classé selon la loi de 1930";"5";"FRA"
"26339";"8477";"FR5300010";"31";"Site inscrit selon la loi de 1930";"10";"FRA"
"26340";"8477";"FR5300010";"54";"Réserve de chasse et de faune sauvage du domaine public maritime";"10";"FRA"
"26341";"8478";"FR5300011";"11";"Terrain acquis par le Conservatoire du Littoral";;"FRA"
"26342";"8478";"FR5300011";"13";"Terrain acquis par un département";"2";"FRA"
"26343";"8478";"FR5300011";"32";"Site classé selon la loi de 1930";"4";"FRA"
"26344";"8478";"FR5300011";"54";"Réserve de chasse et de faune sauvage du domaine public maritime";"7";"FRA"
"26345";"8479";"FR5300012";"13";"Terrain acquis par un département";"5";"FRA"
"26346";"8479";"FR5300012";"38";"Arrêté de protection de biotope, d’habitat naturel ou de site d’intérêt géologique";"5";"FRA"
"26347";"8480";"FR5300013";"32";"Site classé selon la loi de 1930";"0";"FRA"
"26348";"8480";"FR5300013";"36";"Réserve naturelle nationale";"0";"FRA"
"26349";"8480";"FR5300013";"13";"Terrain acquis par un département";"7";"FRA"
"26350";"8480";"FR5300013";"38";"Arrêté de protection de biotope, d’habitat naturel ou de site d’intérêt géologique";"30";"FRA"
"26351";"8480";"FR5300013";"80";"Parc naturel régional";"90";"FRA"
"26352";"8480";"FR5300013";"31";"Site inscrit selon la loi de 1930";"100";"FRA"
"26353";"8481";"FR5300014";"31";"Site inscrit selon la loi de 1930";"5";"FRA"
"26354";"8481";"FR5300014";"13";"Terrain acquis par un département";"10";"FRA"
"26355";"8481";"FR5300014";"22";"Forêt non domaniale bénéficiant du régime forestier";"15";"FRA"
"26356";"8481";"FR5300014";"32";"Site classé selon la loi de 1930";"70";"FRA"
"26357";"8481";"FR5300014";"80";"Parc naturel régional";"100";"FRA"
"26358";"8482";"FR5300015";"38";"Arrêté de protection de biotope, d’habitat naturel ou de site d’intérêt géologique";"1";"FRA"
"26359";"8482";"FR5300015";"32";"Site classé selon la loi de 1930";"4";"FRA"
"26360";"8482";"FR5300015";"54";"Réserve de chasse et de faune sauvage du domaine public maritime";"10";"FRA"
"26361";"8483";"FR5300016";"11";"Terrain acquis par le Conservatoire du Littoral";"9";"FRA"
"26362";"8483";"FR5300016";"31";"Site inscrit selon la loi de 1930";"10";"FRA"
"26363";"8483";"FR5300016";"54";"Réserve de chasse et de faune sauvage du domaine public maritime";"90";"FRA"
"26364";"8484";"FR5300017";"31";"Site inscrit selon la loi de 1930";"2";"FRA"
"26365";"8484";"FR5300017";"11";"Terrain acquis par le Conservatoire du Littoral";"4";"FRA"
"26366";"8484";"FR5300017";"32";"Site classé selon la loi de 1930";"8";"FRA"
"26367";"8484";"FR5300017";"54";"Réserve de chasse et de faune sauvage du domaine public maritime";"19";"FRA"
"26368";"8485";"FR5300018";"11";"Terrain acquis par le Conservatoire du Littoral";"1";"FRA"
"26369";"8485";"FR5300018";"36";"Réserve naturelle nationale";"1";"FRA"
"26370";"8485";"FR5300018";"80";"Parc naturel régional";"2";"FRA"
"26371";"8485";"FR5300018";"54";"Réserve de chasse et de faune sauvage du domaine public maritime";"25";"FRA"
"26372";"8485";"FR5300018";"32";"Site classé selon la loi de 1930";"40";"FRA"
"26373";"8485";"FR5300018";"90";"Autre protection";"98";"FRA"
"26374";"8485";"FR5300018";"68";"Réserve de Biosphère";"35";"INT"
"26375";"8486";"FR5300019";"54";"Réserve de chasse et de faune sauvage du domaine public maritime";"1";"FRA"
"26376";"8486";"FR5300019";"11";"Terrain acquis par le Conservatoire du Littoral";"7";"FRA"
"26377";"8486";"FR5300019";"32";"Site classé selon la loi de 1930";"70";"FRA"
"26378";"8486";"FR5300019";"80";"Parc naturel régional";"100";"FRA"
"26379";"8487";"FR5300020";"13";"Terrain acquis par un département";"3";"FRA"
"26380";"8487";"FR5300020";"80";"Parc naturel régional";"7";"FRA"
"26381";"8487";"FR5300020";"11";"Terrain acquis par le Conservatoire du Littoral";"10";"FRA"
"26382";"8487";"FR5300020";"54";"Réserve de chasse et de faune sauvage du domaine public maritime";"17";"FRA"
"26383";"8487";"FR5300020";"32";"Site classé selon la loi de 1930";"25";"FRA"
"26384";"8488";"FR5300021";"11";"Terrain acquis par le Conservatoire du Littoral";"17";"FRA"
"26385";"8488";"FR5300021";"54";"Réserve de chasse et de faune sauvage du domaine public maritime";"23";"FRA"
"26386";"8488";"FR5300021";"32";"Site classé selon la loi de 1930";"31";"FRA"
"26387";"8489";"FR5300024";"80";"Parc naturel régional";"30";"FRA"
"26388";"8490";"FR5300025";"21";"Forêt domaniale";"84";"FRA"
"26389";"8491";"FR5300026";"21";"Forêt domaniale";"6";"FRA"
"26390";"8491";"FR5300026";"31";"Site inscrit selon la loi de 1930";"40";"FRA"
"26391";"8492";"FR5300027";"38";"Arrêté de protection de biotope, d’habitat naturel ou de site d’intérêt géologique";"1";"FRA"
"26392";"8492";"FR5300027";"31";"Site inscrit selon la loi de 1930";"2";"FRA"
"26393";"8492";"FR5300027";"21";"Forêt domaniale";"6";"FRA"
"26394";"8492";"FR5300027";"11";"Terrain acquis par le Conservatoire du Littoral";"7";"FRA"
"26395";"8492";"FR5300027";"13";"Terrain acquis par un département";"7";"FRA"
"26396";"8492";"FR5300027";"54";"Réserve de chasse et de faune sauvage du domaine public maritime";"9";"FRA"
"26397";"8492";"FR5300027";"32";"Site classé selon la loi de 1930";"22";"FRA"
"26398";"8492";"FR5300027";"00";"Aucune protection";"58";"FRA"
"26399";"8493";"FR5300028";"31";"Site inscrit selon la loi de 1930";"1";"FRA"
"26400";"8493";"FR5300028";"32";"Site classé selon la loi de 1930";"1";"FRA"
"26401";"8493";"FR5300028";"38";"Arrêté de protection de biotope, d’habitat naturel ou de site d’intérêt géologique";"1";"FRA"
"26402";"8494";"FR5300029";"36";"Réserve naturelle nationale";"2";"FRA"
"26403";"8494";"FR5300029";"11";"Terrain acquis par le Conservatoire du Littoral";"50";"FRA"
"26404";"8494";"FR5300029";"31";"Site inscrit selon la loi de 1930";"90";"FRA"
"26405";"8494";"FR5300029";"72";"Zone humide protégée par la convention de Ramsar";"70";"INT"
"26406";"8494";"FR5300029";"38";"Arrêté de protection de biotope, d’habitat naturel ou de site d’intérêt géologique";"0";"FRA"
"26407";"8495";"FR5300031";"11";"Terrain acquis par le Conservatoire du Littoral";"1";"FRA"
"26408";"8495";"FR5300031";"13";"Terrain acquis par un département";"1";"FRA"
"26409";"8495";"FR5300031";"36";"Réserve naturelle nationale";"1";"FRA"
"26410";"8495";"FR5300031";"31";"Site inscrit selon la loi de 1930";"2";"FRA"
"26411";"8495";"FR5300031";"32";"Site classé selon la loi de 1930";"4";"FRA"
"26412";"8496";"FR5300034";"38";"Arrêté de protection de biotope, d’habitat naturel ou de site d’intérêt géologique";"1";"FRA"
"26413";"8496";"FR5300034";"32";"Site classé selon la loi de 1930";"2";"FRA"
"26414";"8496";"FR5300034";"54";"Réserve de chasse et de faune sauvage du domaine public maritime";"11";"FRA"
"26415";"8496";"FR5300034";"72";"Zone humide protégée par la convention de Ramsar";"4";"INT"
"26416";"8497";"FR5300035";"31";"Site inscrit selon la loi de 1930";"60";"FRA"
"26417";"8498";"FR5300036";"38";"Arrêté de protection de biotope, d’habitat naturel ou de site d’intérêt géologique";"100";"FRA"
"26418";"8499";"FR5300037";"31";"Site inscrit selon la loi de 1930";"25";"FRA"
"26419";"8500";"FR5300039";"21";"Forêt domaniale";"5";"FRA"
"26420";"8500";"FR5300039";"80";"Parc naturel régional";"100";"FRA"
"26421";"8501";"FR5300040";"32";"Site classé selon la loi de 1930";"1";"FRA"
"26422";"8501";"FR5300040";"38";"Arrêté de protection de biotope, d’habitat naturel ou de site d’intérêt géologique";"1";"FRA"
"26423";"8501";"FR5300040";"21";"Forêt domaniale";"99";"FRA"
"26424";"8501";"FR5300040";"80";"Parc naturel régional";"100";"FRA"
"26425";"8502";"FR5300041";"38";"Arrêté de protection de biotope, d’habitat naturel ou de site d’intérêt géologique";"1";"FRA"
"26426";"8502";"FR5300041";"80";"Parc naturel régional";"100";"FRA"
"26427";"8503";"FR5300043";"38";"Arrêté de protection de biotope, d’habitat naturel ou de site d’intérêt géologique";"18";"FRA"
"26428";"8504";"FR5300045";"11";"Terrain acquis par le Conservatoire du Littoral";"20";"FRA"
"26429";"8504";"FR5300045";"32";"Site classé selon la loi de 1930";"34";"FRA"
"26430";"8505";"FR5300048";"21";"Forêt domaniale";"15";"FRA"
"26431";"8505";"FR5300048";"11";"Terrain acquis par le Conservatoire du Littoral";"23";"FRA"
"26432";"8506";"FR5300049";"11";"Terrain acquis par le Conservatoire du Littoral";"3";"FRA"
"26433";"8506";"FR5300049";"32";"Site classé selon la loi de 1930";"6";"FRA"
"26434";"8507";"FR5300050";"00";"Aucune protection";"100";"FRA"
"26435";"8508";"FR5300052";"11";"Terrain acquis par le Conservatoire du Littoral";"5";"FRA"
"26436";"8508";"FR5300052";"32";"Site classé selon la loi de 1930";"25";"FRA"
"26437";"8508";"FR5300052";"54";"Réserve de chasse et de faune sauvage du domaine public maritime";"37";"FRA"
"26438";"8508";"FR5300052";"72";"Zone humide protégée par la convention de Ramsar";"0";"INT"
"26439";"8509";"FR5300058";"32";"Site classé selon la loi de 1930";"16";"FRA"
"26440";"8510";"FR5300059";"11";"Terrain acquis par le Conservatoire du Littoral";"1";"FRA"
"26441";"8510";"FR5300059";"32";"Site classé selon la loi de 1930";"2";"FRA"
"26442";"8510";"FR5300059";"13";"Terrain acquis par un département";"10";"FRA"
"26443";"8510";"FR5300059";"52";"Réserve de chasse et de faune sauvage d'ACCA";"10";"FRA"
"26444";"8511";"FR5300061";"32";"Site classé selon la loi de 1930";"100";"FRA"
"26445";"8512";"FR5300062";"00";"Aucune protection";"100";"FRA"
"26446";"8513";"FR5300066";"11";"Terrain acquis par le Conservatoire du Littoral";"1";"FRA"
"26447";"8513";"FR5300066";"13";"Terrain acquis par un département";"1";"FRA"
"26448";"8513";"FR5300066";"36";"Réserve naturelle nationale";"10";"FRA"
"26449";"8513";"FR5300066";"54";"Réserve de chasse et de faune sauvage du domaine public maritime";"10";"FRA"
"26450";"8514";"FR5300067";"38";"Arrêté de protection de biotope, d’habitat naturel ou de site d’intérêt géologique";"100";"FRA"
"26451";"8515";"FR5302001";"32";"Site classé selon la loi de 1930";"22";"FRA"
"26452";"8515";"FR5302001";"38";"Arrêté de protection de biotope, d’habitat naturel ou de site d’intérêt géologique";"66";"FRA"
"26453";"8516";"FR5302006";"32";"Site classé selon la loi de 1930";"7";"FRA"
"26454";"8516";"FR5302006";"54";"Réserve de chasse et de faune sauvage du domaine public maritime";"18";"FRA"
"26455";"8516";"FR5302006";"90";"Autre protection";"100";"FRA"
"26456";"8517";"FR5302014";"38";"Arrêté de protection de biotope, d’habitat naturel ou de site d’intérêt géologique";"12";"FRA"
"26457";"8517";"FR5302014";"13";"Terrain acquis par un département";"33";"FRA"
"26459";"8519";"FR5310052";"38";"Arrêté de protection de biotope, d’habitat naturel ou de site d’intérêt géologique";"0";"FRA"
"26460";"8519";"FR5310052";"54";"Réserve de chasse et de faune sauvage du domaine public maritime";"99";"FRA"
"26461";"8520";"FR5310054";"54";"Réserve de chasse et de faune sauvage du domaine public maritime";"99";"FRA"
"26462";"8521";"FR5310056";"11";"Terrain acquis par le Conservatoire du Littoral";"33";"FRA"
"26463";"8521";"FR5310056";"32";"Site classé selon la loi de 1930";"47";"FRA"
"26464";"8521";"FR5310056";"54";"Réserve de chasse et de faune sauvage du domaine public maritime";"53";"FRA"
"26465";"8522";"FR5310071";"80";"Parc naturel régional";"57";"FRA"
"26466";"8522";"FR5310071";"54";"Réserve de chasse et de faune sauvage du domaine public maritime";"100";"FRA"
"26467";"8523";"FR5310093";"11";"Terrain acquis par le Conservatoire du Littoral";"0";"FRA"
"26468";"8523";"FR5310093";"54";"Réserve de chasse et de faune sauvage du domaine public maritime";"99";"FRA"
"26469";"8523";"FR5310093";"38";"Arrêté de protection de biotope, d’habitat naturel ou de site d’intérêt géologique";"1";"FRA"
"26470";"8524";"FR5310094";"32";"Site classé selon la loi de 1930";"15";"FRA"
"26471";"8524";"FR5310094";"54";"Réserve de chasse et de faune sauvage du domaine public maritime";"100";"FRA"
"26472";"8525";"FR5400403";"32";"Site classé selon la loi de 1930";"90";"FRA"
"26473";"8526";"FR5400406";"21";"Forêt domaniale";"87";"FRA"
"26474";"8527";"FR5400408";"37";"Réserve naturelle volontaire";"14";"FRA"
"26475";"8528";"FR5400410";"32";"Site classé selon la loi de 1930";"1";"FRA"
"26476";"8528";"FR5400410";"38";"Arrêté de protection de biotope, d’habitat naturel ou de site d’intérêt géologique";"66";"FRA"
"26477";"8529";"FR5400413";"32";"Site classé selon la loi de 1930";"1";"FRA"
"26478";"8529";"FR5400413";"31";"Site inscrit selon la loi de 1930";"17";"FRA"
"26479";"8533";"FR5400424";"13";"Terrain acquis par un département";"0";"FRA"
"26480";"8533";"FR5400424";"11";"Terrain acquis par le Conservatoire du Littoral";"3";"FRA"
"26481";"8533";"FR5400424";"36";"Réserve naturelle nationale";"3";"FRA"
"26482";"8533";"FR5400424";"32";"Site classé selon la loi de 1930";"95";"FRA"
"26483";"8533";"FR5400424";"69";"Réserve Biogénétique du Conseil de l'Europe";"3";"INT"
"26484";"8534";"FR5400425";"13";"Terrain acquis par un département";"2";"FRA"
"26485";"8534";"FR5400425";"11";"Terrain acquis par le Conservatoire du Littoral";"15";"FRA"
"26486";"8534";"FR5400425";"21";"Forêt domaniale";"74";"FRA"
"26487";"8534";"FR5400425";"32";"Site classé selon la loi de 1930";"100";"FRA"
"26488";"8535";"FR5400429";"13";"Terrain acquis par un département";"0";"FRA"
"26489";"8535";"FR5400429";"11";"Terrain acquis par le Conservatoire du Littoral";"1";"FRA"
"26490";"8535";"FR5400429";"36";"Réserve naturelle nationale";"1";"FRA"
"26491";"8535";"FR5400429";"38";"Arrêté de protection de biotope, d’habitat naturel ou de site d’intérêt géologique";"1";"FRA"
"26492";"8536";"FR5400430";"31";"Site inscrit selon la loi de 1930";"0";"FRA"
"26493";"8536";"FR5400430";"38";"Arrêté de protection de biotope, d’habitat naturel ou de site d’intérêt géologique";"0";"FRA"
"26494";"8536";"FR5400430";"32";"Site classé selon la loi de 1930";"3";"FRA"
"26495";"8536";"FR5400430";"15";"Terrain acquis par un conservatoire d'espaces naturels";"0,7";"FRA"
"26496";"8536";"FR5400430";"52";"Réserve de chasse et de faune sauvage d'ACCA";"2";"FRA"
"26497";"8536";"FR5400430";"11";"Terrain acquis par le Conservatoire du Littoral";"3,1";"FRA"
"26498";"8537";"FR5400431";"37";"Réserve naturelle volontaire";"0";"FRA"
"26499";"8537";"FR5400431";"38";"Arrêté de protection de biotope, d’habitat naturel ou de site d’intérêt géologique";"0,03";"FRA"
"26500";"8537";"FR5400431";"36";"Réserve naturelle nationale";"24,4";"FRA"
