"PK_DESIGR";"FPK_NATURA";"SITECODE";"CD_MPRO";"LB_MPRO";"DES_SITE";"OVERLAP";"OVERLAP_P";"NM_SPN";"PARENT_ISO"
"17338";"8320";"FR8302010";"80";"Parc naturel régional";"Livradois-Forez";"-";"100";"FR8000019";"FRA"
"17339";"8321";"FR8302012";"80";"Parc naturel régional";"Volcans d'Auvergne";"*";"59";"FR8000028";"FRA"
"17340";"8322";"FR8302022";"21";"Forêt domaniale";"Forêts domaniales de Messargers, Bagnolet, Moladier";"/";;;"FRA"
"17341";"8322";"FR8302022";"51";"Réserve nationale de chasse et de faune sauvage";"Propriété de Mme de Monspey";;;;"FRA"
"17342";"8324";"FR9101387";"31";"Site inscrit selon la loi de 1930";"cirque et hameau du Gourgas (site inscrit)";"*";"3";;"FRA"
"17343";"8325";"FR9101388";"21";"Forêt domaniale";"forets domaniales de St Guilhem et de Puechabon";"*";"15";;"FRA"
"17344";"8325";"FR9101388";"29";"Réserve biologique";"Réserve biologique domaniale de St Guilhem le Désert";"+";"1";;"FRA"
"17345";"8325";"FR9101388";"32";"Site classé selon la loi de 1930";"site classé des gorges de l'Hérault (classement en cours)";"*";"60";;"FRA"
"17346";"8326";"FR9101393";"52";"Réserve de chasse et de faune sauvage d'ACCA";"FR9112021 - Plaine de Villaveyrac-Montagnac";"*";"0";;"FRA"
"17347";"8327";"FR9101395";"32";"Site classé selon la loi de 1930";"GORGES DU GARDON";"*";"32";;"FRA"
"17348";"8327";"FR9101395";"32";"Site classé selon la loi de 1930";"PONT DU GARD";"+";"5";;"FRA"
"17349";"8327";"FR9101395";"38";"Arrêté de protection de biotope, d’habitat naturel ou de site d’intérêt géologique";"Gorges du Gardon";"+";"5";"FR3800180";"FRA"
"17350";"8327";"FR9101395";"32";"Site classé selon la loi de 1930";"GARRIGUES NIMOISES";"*";"62";;"FRA"
"17351";"8328";"FR9101398";"21";"Forêt domaniale";"Site classé de la Chartreuse de Valbonne";"+";"1";;"FRA"
"17352";"8328";"FR9101398";"29";"Réserve biologique";"Site inscrit de la forêt  de Valbonne";"+";"3";;"FRA"
"17353";"8328";"FR9101398";"31";"Site inscrit selon la loi de 1930";"Forêt domaniale de Valbonne";"+";"60";;"FRA"
"17354";"8328";"FR9101398";"32";"Site classé selon la loi de 1930";"Réserve biologique de la forêt de Valbonne";"+";"8";;"FRA"
"17355";"8329";"FR9101406";"72";"Zone humide protégée par la convention de Ramsar";"Camargue";"*";"11";"FR7200006";"INT"
"17356";"8329";"FR9101406";"72";"Zone humide protégée par la convention de Ramsar";"Petite Camargue";"-";"92";"FR7200017";"INT"
"17357";"8329";"FR9101406";"31";"Site inscrit selon la loi de 1930";"site inscrit de la Camargue Gardoise";"*";"41";;"FRA"
"17358";"8329";"FR9101406";"93";"Réserve naturelle régionale";"Scamandre";"-";"100";"FR9300033";"FRA"
"17359";"8329";"FR9101406";"11";"Terrain acquis par le Conservatoire du Littoral";"TERRE NEUVE";"-";"100";;"FRA"
"17360";"8329";"FR9101406";"32";"Site classé selon la loi de 1930";"Divers sites classés";"-";"100";;"FRA"
"17361";"8330";"FR9101408";"11";"Terrain acquis par le Conservatoire du Littoral";"ETANG DE L'OR";"*";"1";"FR1100269";"FRA"
"17362";"8330";"FR9101408";"11";"Terrain acquis par le Conservatoire du Littoral";"LE GRAND TRAVERS";"+";"4";;"FRA"
"17363";"8330";"FR9101408";"11";"Terrain acquis par le Conservatoire du Littoral";"LE PETIT COGUL";"+";"1";;"FRA"
"17364";"8330";"FR9101408";"11";"Terrain acquis par le Conservatoire du Littoral";"LE PETIT TRAVERS";"+";"2";;"FRA"
"17365";"8330";"FR9101408";"11";"Terrain acquis par le Conservatoire du Littoral";"TARTUGUIERES";"+";"3";;"FRA"
"17366";"8330";"FR9101408";"32";"Site classé selon la loi de 1930";"site classé de l'étang de l'Or";"+";"70";;"FRA"
"17367";"8330";"FR9101408";"38";"Arrêté de protection de biotope, d’habitat naturel ou de site d’intérêt géologique";"Marais de la Castillone";"+";"1";"FR3800176";"FRA"
"17368";"8330";"FR9101408";"72";"Zone humide protégée par la convention de Ramsar";"Petite Camargue";"*";"84";"FR7200017";"INT"
"17369";"8333";"FR9101435";"11";"Terrain acquis par le Conservatoire du Littoral";"ETANG DE VENDRES";"+";"2";;"FRA"
"17370";"8333";"FR9101435";"11";"Terrain acquis par le Conservatoire du Littoral";"L'OUSTALET";"*";"4";"FR1100174";"FRA"
"17371";"8333";"FR9101435";"11";"Terrain acquis par le Conservatoire du Littoral";"PLAGE DE VENDRES";"*";"1";;"FRA"
"17372";"8333";"FR9101435";"11";"Terrain acquis par le Conservatoire du Littoral";"SAINT-LOUIS-LA-MER";"+";"3";;"FRA"
"17373";"8335";"FR9101439";"11";"Terrain acquis par le Conservatoire du Littoral";"ETANG DE VENDRES";"*";"1";;"FRA"
"17374";"8336";"FR9101440";"11";"Terrain acquis par le Conservatoire du Littoral";"DOMAINE DE FRESCATI";"/";"0";"FR1100173";"FRA"
"17375";"8336";"FR9101440";"11";"Terrain acquis par le Conservatoire du Littoral";"ILE DE L'AUTE";"+";"1";"FR1100172";"FRA"
"17376";"8336";"FR9101440";"11";"Terrain acquis par le Conservatoire du Littoral";"ILE DE PLANASSE";"+";"0";"FR1100170";"FRA"
"17377";"8336";"FR9101440";"11";"Terrain acquis par le Conservatoire du Littoral";"LE DOUL, LA SALINE";"+";"2";;"FRA"
"17378";"8336";"FR9101440";"11";"Terrain acquis par le Conservatoire du Littoral";"LE GRAND CASTELOU";"*";"1";;"FRA"
"17379";"8336";"FR9101440";"11";"Terrain acquis par le Conservatoire du Littoral";"SAINTE LUCIE";"+";"2";"FR1100769";"FRA"
"17380";"8336";"FR9101440";"31";"Site inscrit selon la loi de 1930";"sites inscrits";"*";"25";;"FRA"
"17381";"8336";"FR9101440";"32";"Site classé selon la loi de 1930";"site classé du canal du midi";"*";"1";;"FRA"
"17382";"8338";"FR9101442";"31";"Site inscrit selon la loi de 1930";"Plateau et bourg de Leucate et de la Franqui";"-";"100";;"FRA"
"17383";"8339";"FR9101444";"22";"Forêt non domaniale bénéficiant du régime forestier";"PNR du Haut Languedoc";"*";"1";;"FRA"
"17384";"8339";"FR9101444";"31";"Site inscrit selon la loi de 1930";"FD du Minervois + FD des avant-Monts";"*";"5";;"FRA"
"17385";"8340";"FR9101446";"31";"Site inscrit selon la loi de 1930";"Site inscrit de la vallée du Lampy";"-";"5";;"FRA"
"17386";"8340";"FR9101446";"32";"Site classé selon la loi de 1930";"Site classé de la rigole de la montagne Noire";"-";"1";;"FRA"
"17387";"8343";"FR9301499";"32";"Site classé selon la loi de 1930";"La Clarée";"+";"90";;"FRA"
"17388";"8343";"FR9301499";"34";"Parc national, aire d'adhésion";"Ecrins [aire d'adhésion]";"*";"3";"FR3400005";"FRA"
"17389";"8344";"FR9301502";"31";"Site inscrit selon la loi de 1930";"Basse vallée du Guil";"*";"5";;"FRA"
"17390";"8344";"FR9301502";"31";"Site inscrit selon la loi de 1930";"Mont Dauphin";"+";"1";;"FRA"
"17391";"8344";"FR9301502";"32";"Site classé selon la loi de 1930";"Plaine dite sous le Roc";"+";"1";;"FRA"
"17392";"8344";"FR9301502";"34";"Parc national, aire d'adhésion";"Ecrins [aire d'adhésion]";"*";"28";"FR3400005";"FRA"
"17393";"8344";"FR9301502";"38";"Arrêté de protection de biotope, d’habitat naturel ou de site d’intérêt géologique";"Adoux de Grépon";"+";"1";"FR3800533";"FRA"
"17394";"8344";"FR9301502";"80";"Parc naturel régional";"Queyras";"*";"34";"FR8000002";"FRA"
"17397";"8346";"FR9301509";"34";"Parc national, aire d'adhésion";"Ecrins [aire d'adhésion]";"*";"32";"FR3400005";"FRA"
"17398";"8348";"FR9301518";"29";"Réserve biologique";"Gorges de la Méouge";"+";"30";;"FRA"
"17399";"8350";"FR9301523";"32";"Site classé selon la loi de 1930";"Fontaine de l'Ours et ses abords dans la forêt de Boscodon";"+";"1";;"FRA"
"17400";"8350";"FR9301523";"34";"Parc national, aire d'adhésion";"Ecrins [aire d'adhésion]";"-";"100";"FR3400005";"FRA"
"17401";"8351";"FR9301525";"34";"Parc national, aire d'adhésion";"Ecrins [aire d'adhésion]";"/";"0";"FR3400005";"FRA"
"17402";"8352";"FR9301526";"34";"Parc national, aire d'adhésion";"Mercantour [aire d'adhésion]";"*";"87";"FR3400006";"FRA"
"17403";"8353";"FR9301530";"38";"Arrêté de protection de biotope, d’habitat naturel ou de site d’intérêt géologique";"Barre des Dourbes et hêtraie du défend des Dourbes";"*";"1";"FR3800165";"FRA"
"17404";"8353";"FR9301530";"80";"Parc naturel régional";"Verdon";"*";"1";"FR8000033";"FRA"
"17405";"8354";"FR9301533";"38";"Arrêté de protection de biotope, d’habitat naturel ou de site d’intérêt géologique";"APB rivière Asse, biotope de l'Apron";"*";"1";;"FRA"
"17406";"8354";"FR9301533";"80";"Parc naturel régional";"Verdon";"*";"18";"FR8000033";"FRA"
"17407";"8355";"FR9301535";"31";"Site inscrit selon la loi de 1930";"CLUES DE BARLES";"+";"5";;"FRA"
"17408";"8357";"FR9301540";"29";"Réserve biologique";"Gorges de Trevans";"*";"10";;"FRA"
"17409";"8357";"FR9301540";"80";"Parc naturel régional";"Verdon";"*";"87";"FR8000033";"FRA"
"17410";"8358";"FR9301542";"38";"Arrêté de protection de biotope, d’habitat naturel ou de site d’intérêt géologique";"Luberon Oriental";"*";"16";"FR3800532";"FRA"
"17411";"8358";"FR9301542";"80";"Parc naturel régional";"Luberon";"-";"100";"FR8000003";"FRA"
"17412";"8360";"FR9301549";"34";"Parc national, aire d'adhésion";"Mercantour [aire d'adhésion]";"*";"52";"FR3400006";"FRA"
"17413";"8360";"FR9301549";"38";"Arrêté de protection de biotope, d’habitat naturel ou de site d’intérêt géologique";"Collet de Sen";"+";"1";"FR3800466";"FRA"
"17414";"8361";"FR9301554";"34";"Parc national, aire d'adhésion";"Mercantour [aire d'adhésion]";"*";"31";"FR3400006";"FRA"
"17415";"8362";"FR9301556";"31";"Site inscrit selon la loi de 1930";"Gorges du Cians";"+";"5";;"FRA"
"17416";"8362";"FR9301556";"33";"Parc national, zone coeur";"Mercantour [cœur]";"/";"0";"FR3300006";"FRA"
"17417";"8362";"FR9301556";"34";"Parc national, aire d'adhésion";"Mercantour [aire d'adhésion]";"*";"33";"FR3400006";"FRA"
"17418";"8363";"FR9301559";"31";"Site inscrit selon la loi de 1930";"Boréon - Vallon de Salèse";"*";"6";;"FRA"
"17419";"8363";"FR9301559";"31";"Site inscrit selon la loi de 1930";"Col d'Allos";"*";"1";;"FRA"
"17420";"8363";"FR9301559";"31";"Site inscrit selon la loi de 1930";"Lac d'Allos - Vallée de la Méoulle";"+";"2";;"FRA"
"17421";"8363";"FR9301559";"31";"Site inscrit selon la loi de 1930";"Lac du Lauzanier";"+";"1";;"FRA"
"17422";"8363";"FR9301559";"31";"Site inscrit selon la loi de 1930";"Vallon de Casterino";"*";"1";;"FRA"
"17423";"8363";"FR9301559";"32";"Site classé selon la loi de 1930";"Vallée des Merveilles";"*";"6";;"FRA"
"17424";"8363";"FR9301559";"33";"Parc national, zone coeur";"Mercantour [cœur]";"=";"100";"FR3300006";"FRA"
"17425";"8363";"FR9301559";"34";"Parc national, aire d'adhésion";"Mercantour [aire d'adhésion]";"/";"0";"FR3400006";"FRA"
"17426";"8364";"FR9301567";"31";"Site inscrit selon la loi de 1930";"'nom du site inconnu'";"*";"41";;"FRA"
"17427";"8364";"FR9301567";"34";"Parc national, aire d'adhésion";"Mercantour [aire d'adhésion]";"*";"21";"FR3400006";"FRA"
"17428";"8365";"FR9301568";"11";"Terrain acquis par le Conservatoire du Littoral";"LE MONT VINAIGRIER";"/";"2";"FR1100163";"FRA"
"17429";"8365";"FR9301568";"11";"Terrain acquis par le Conservatoire du Littoral";"MONT ALBAN";"/";"1";"FR1100524";"FRA"
"17430";"8365";"FR9301568";"31";"Site inscrit selon la loi de 1930";"'nom du site inconnu'";"*";"50";;"FRA"
"17431";"8365";"FR9301568";"32";"Site classé selon la loi de 1930";"Cap Martin";"*";"2";;"FRA"
"17432";"8365";"FR9301568";"32";"Site classé selon la loi de 1930";"Domaine Public Maritime";"/";"0";;"FRA"
"17433";"8365";"FR9301568";"32";"Site classé selon la loi de 1930";"Ensemble naturel";"*";"1";;"FRA"
"17434";"8365";"FR9301568";"32";"Site classé selon la loi de 1930";"Mont Alban, Mont Boron et Domaine Public Maritime";"*";"5";;"FRA"
"17435";"8366";"FR9301569";"38";"Arrêté de protection de biotope, d’habitat naturel ou de site d’intérêt géologique";"Vallons obscurs";"+";"54";"FR3800150";"FRA"
"17436";"8366";"FR9301569";"38";"Arrêté de protection de biotope, d’habitat naturel ou de site d’intérêt géologique";"VALLONS OBSCURS SUD";"+";"19";;"FRA"
"17437";"8367";"FR9301570";"31";"Site inscrit selon la loi de 1930";"Site inscrit - 'nom du site inconnu'";"*";"39";;"FRA"
"17438";"8367";"FR9301570";"32";"Site classé selon la loi de 1930";"Site classé - Les Baous : ensemble formé par l'arriere pays";"*";"9";;"FRA"
"17439";"8367";"FR9301570";"32";"Site classé selon la loi de 1930";"Site classé - Les Baous : extension du classement";"*";"32";;"FRA"
"17440";"8367";"FR9301570";"37";"Réserve naturelle volontaire";"RNV Domaine des Courmettes";"*";"3";;"FRA"
"17441";"8368";"FR9301571";"31";"Site inscrit selon la loi de 1930";"'nom du site inconnu 3'";"*";"15";;"FRA"
"17442";"8368";"FR9301571";"31";"Site inscrit selon la loi de 1930";"'nom du site inconnu 4'";"*";"32";;"FRA"
"17443";"8368";"FR9301571";"32";"Site classé selon la loi de 1930";"Les Baous, extension du classement";"*";"11";;"FRA"
"17444";"8368";"FR9301571";"37";"Réserve naturelle volontaire";"Domaine des Courmettes";"*";"2";;"FRA"
"17445";"8369";"FR9301572";"38";"Arrêté de protection de biotope, d’habitat naturel ou de site d’intérêt géologique";"Massif du Terme Blanc";"=";"100";"FR3800581";"FRA"
"17446";"8370";"FR9301573";"11";"Terrain acquis par le Conservatoire du Littoral";"'nom du site inconnu'";"*";"1";;"FRA"
"17447";"8370";"FR9301573";"31";"Site inscrit selon la loi de 1930";"'nom du site inconnu 1'";"*";"1";;"FRA"
"17448";"8370";"FR9301573";"31";"Site inscrit selon la loi de 1930";"'nom du site inconnu 2'";"*";"4";;"FRA"
"17449";"8370";"FR9301573";"32";"Site classé selon la loi de 1930";"Domaine Public Maritime constituant la cote et le cap";"*";"1";;"FRA"
"17450";"8370";"FR9301573";"32";"Site classé selon la loi de 1930";"Ile Saint Honorat";"+";"1";;"FRA"
"17451";"8370";"FR9301573";"32";"Site classé selon la loi de 1930";"Ile Sainte Marguerite";"+";"1";;"FRA"
"17452";"8370";"FR9301573";"79";"Autres désignations internationales";"PELAGOS : sanctuaire mammiferes marins";"-";"100";;"INT"
"17453";"8372";"FR9301576";"65";"Réserve de Biosphère, zone de transition";"Mont Ventoux";"*";"5";"FR6500006";"INT"
"17454";"8373";"FR9301577";"68";"Réserve de Biosphère";"Mont Ventoux";"*";"40";;"INT"
"17455";"8374";"FR9301578";"22";"Forêt non domaniale bénéficiant du régime forestier";"Foret communale de Saumane, lieu dit Petit Large";"*";"1";;"FRA"
"17456";"8374";"FR9301578";"32";"Site classé selon la loi de 1930";"Site classe : Cirque de Fontaine de Vaucluse";"*";"3";;"FRA"
"17457";"8375";"FR9301580";"31";"Site inscrit selon la loi de 1930";"Mont Ventoux (vallon du Mont Serein et sommet du Ventoux)";"*";"21";;"FRA"
"17458";"8375";"FR9301580";"38";"Arrêté de protection de biotope, d’habitat naturel ou de site d’intérêt géologique";"Hêtraie du mont Ventoux";"+";"3";"FR3800156";"FRA"
"17459";"8375";"FR9301580";"38";"Arrêté de protection de biotope, d’habitat naturel ou de site d’intérêt géologique";"Plateau du mont Serein";"*";"10";"FR3800155";"FRA"
"17460";"8375";"FR9301580";"38";"Arrêté de protection de biotope, d’habitat naturel ou de site d’intérêt géologique";"Sommet du mont Ventoux";"*";"37";"FR3800154";"FRA"
"17461";"8375";"FR9301580";"38";"Arrêté de protection de biotope, d’habitat naturel ou de site d’intérêt géologique";"Tête de l'Emine";"*";"1";"FR3800158";"FRA"
"17462";"8376";"FR9301582";"31";"Site inscrit selon la loi de 1930";"PLAN DE GORDES";"*";"40";;"FRA"
"17463";"8376";"FR9301582";"32";"Site classé selon la loi de 1930";"VALLEE DE LA SENANCOLE ET ABBAYE DE SENANQUE";"*";"31";;"FRA"
"17464";"8376";"FR9301582";"38";"Arrêté de protection de biotope, d’habitat naturel ou de site d’intérêt géologique";"GRANDS RAPACES DU LUBERON";"*";"40";;"FRA"
"17465";"8376";"FR9301582";"80";"Parc naturel régional";"Luberon";"*";"70";"FR8000003";"FRA"
"17466";"8377";"FR9301583";"31";"Site inscrit selon la loi de 1930";"PLAN DE GORDES";"*";"10";;"FRA"
"17467";"8377";"FR9301583";"32";"Site classé selon la loi de 1930";"OCRES DU PAYS D'APT";"*";"65";;"FRA"
"17468";"8377";"FR9301583";"38";"Arrêté de protection de biotope, d’habitat naturel ou de site d’intérêt géologique";"Colline de Perréal";"+";"7";"FR3800531";"FRA"
"17469";"8377";"FR9301583";"80";"Parc naturel régional";"Luberon";"-";"100";"FR8000003";"FRA"
"17470";"8378";"FR9301585";"31";"Site inscrit selon la loi de 1930";"Chateau et village d'Oppede";"*";"1";;"FRA"
"17471";"8378";"FR9301585";"31";"Site inscrit selon la loi de 1930";"Vallon du Buoux avec le fort et le prieuré St-Symphorien";"*";"1";;"FRA"
"17472";"8378";"FR9301585";"38";"Arrêté de protection de biotope, d’habitat naturel ou de site d’intérêt géologique";"GRANDS RAPACES DU LUBERON";"*";"58";;"FRA"
"17473";"8378";"FR9301585";"80";"Parc naturel régional";"Luberon";"*";"95";"FR8000003";"FRA"
"17474";"8379";"FR9301587";"68";"Réserve de Biosphère";"Réserve de Biosphère du Luberon";"-";"100";;"INT"
"17475";"8379";"FR9301587";"80";"Parc naturel régional";"Luberon";"*";"98";"FR8000003";"FRA"
"17476";"8380";"FR9301589";"37";"Réserve naturelle volontaire";"RNV Haras de Saint Esteve Janson";"+";"1";;"FRA"
"17477";"8380";"FR9301589";"38";"Arrêté de protection de biotope, d’habitat naturel ou de site d’intérêt géologique";"APB grands rapaces du Luberon";"+";"1";;"FRA"
"17478";"8380";"FR9301589";"38";"Arrêté de protection de biotope, d’habitat naturel ou de site d’intérêt géologique";"Lit de la Durance : secteur de la Bastide neuve";"+";"1";"FR3800162";"FRA"
"17479";"8380";"FR9301589";"38";"Arrêté de protection de biotope, d’habitat naturel ou de site d’intérêt géologique";"Lit de la Durance : secteur de Restegat";"+";"2";"FR3800161";"FRA"
"17480";"8380";"FR9301589";"38";"Arrêté de protection de biotope, d’habitat naturel ou de site d’intérêt géologique";"Lit de la Durance : secteur de Tombadou";"+";"1";"FR3800163";"FRA"
"17481";"8380";"FR9301589";"38";"Arrêté de protection de biotope, d’habitat naturel ou de site d’intérêt géologique";"Lit de la Durance : secteur du Font du pin";"+";"1";"FR3800160";"FRA"
"17482";"8380";"FR9301589";"38";"Arrêté de protection de biotope, d’habitat naturel ou de site d’intérêt géologique";"Lit de la Durance : secteur du Mulet";"+";"1";"FR3800164";"FRA"
"17483";"8380";"FR9301589";"38";"Arrêté de protection de biotope, d’habitat naturel ou de site d’intérêt géologique";"Rivière Asse";"+";"1";"FR3800168";"FRA"
"17484";"8380";"FR9301589";"65";"Réserve de Biosphère, zone de transition";"Luberon";"*";"27";"FR6500009";"INT"
"17485";"8380";"FR9301589";"80";"Parc naturel régional";"Luberon";"*";"27";"FR8000003";"FRA"
"17486";"8380";"FR9301589";"80";"Parc naturel régional";"Verdon";"*";"13";"FR8000033";"FRA"
"17487";"8381";"FR9301590";"31";"Site inscrit selon la loi de 1930";"CAMARGUE";"*";"11";;"FRA"
"17488";"8381";"FR9301590";"31";"Site inscrit selon la loi de 1930";"ILE DE LA BARTHELASSE";"*";"1";;"FRA"
"17489";"8381";"FR9301590";"38";"Arrêté de protection de biotope, d’habitat naturel ou de site d’intérêt géologique";"Islon de la Barthelasse";"+";"1";"FR3800577";"FRA"
"17490";"8381";"FR9301590";"72";"Zone humide protégée par la convention de Ramsar";"Camargue";"/";"0";"FR7200006";"INT"
"17491";"8381";"FR9301590";"80";"Parc naturel régional";"Camargue";"/";"0";"FR8000011";"FRA"
"17492";"8382";"FR9301592";"11";"Terrain acquis par le Conservatoire du Littoral";"Domaine de la Palissade et autres secteurs";"+";"1";;"FRA"
"17493";"8382";"FR9301592";"13";"Terrain acquis par un département";"Domaine des Impériaux, étang de Consécanière, Bardouine";"+";"3";;"FRA"
"17494";"8382";"FR9301592";"32";"Site classé selon la loi de 1930";"Etang de Vaccarès";"+";"13";;"FRA"
"17495";"8382";"FR9301592";"36";"Réserve naturelle nationale";"Camargue";"+";"11";"FR3600022";"FRA"
"17496";"8382";"FR9301592";"37";"Réserve naturelle volontaire";"Domaine de la Tour du Valat";"+";"1";;"FRA"
"17497";"8382";"FR9301592";"54";"Réserve de chasse et de faune sauvage du domaine public maritime";"Réserve de chasse DPM, au droit de la réserve nationale";"+";"1";;"FRA"
"17498";"8382";"FR9301592";"68";"Réserve de Biosphère";"CAMARGUE - Réserve de Biosphère";"+";"11";;"INT"
"17499";"8382";"FR9301592";"69";"Réserve Biogénétique du Conseil de l'Europe";"CAMARGUE - RBCE";"+";"11";;"INT"
"17500";"8382";"FR9301592";"72";"Zone humide protégée par la convention de Ramsar";"Camargue";"*";"96";"FR7200006";"INT"
"17501";"8382";"FR9301592";"73";"Aire spécialement protégée d'intérêt méditerranéen de la convention de Barcelone";"CAMARGUE - Convention de Barcelone";;;;"INT"
"17502";"8382";"FR9301592";"78";"Diplôme européen";"CAMARGUE - Diplome européen";"+";"11";;"INT"
"17503";"8382";"FR9301592";"80";"Parc naturel régional";"Camargue";"*";"96";"FR8000011";"FRA"
"17504";"8383";"FR9301594";"31";"Site inscrit selon la loi de 1930";"CHAINE DES ALPILLES";"*";"90";;"FRA"
"17505";"8383";"FR9301594";"38";"Arrêté de protection de biotope, d’habitat naturel ou de site d’intérêt géologique";"La Caume";"+";"3";"FR3800447";"FRA"
"17506";"8383";"FR9301594";"80";"Parc naturel régional";"Alpilles";"-";"100";"FR8000046";"FRA"
"17507";"8384";"FR9301595";"11";"Terrain acquis par le Conservatoire du Littoral";"NEGREIRON";"+";"1";;"FRA"
"17508";"8384";"FR9301595";"36";"Réserve naturelle nationale";"Coussouls de Crau";"+";"23";"FR3600152";"FRA"
"17509";"8384";"FR9301595";"37";"Réserve naturelle volontaire";"COUSSOUL DE GINGINE";"+";"1";;"FRA"
"17510";"8384";"FR9301595";"37";"Réserve naturelle volontaire";"COUSSOUL DE LA JASSE";"+";"1";;"FRA"
"17511";"8384";"FR9301595";"37";"Réserve naturelle volontaire";"COUSSOUL DU MAS DE GRAVIER";"+";"1";;"FRA"
"17512";"8384";"FR9301595";"37";"Réserve naturelle volontaire";"LA POITEVINE";"+";"1";;"FRA"
"17513";"8384";"FR9301595";"38";"Arrêté de protection de biotope, d’habitat naturel ou de site d’intérêt géologique";"APB Le Grand Abondoux";"+";"1";;"FRA"
"17514";"8385";"FR9301596";"11";"Terrain acquis par le Conservatoire du Littoral";"MARAIS DU VIGUEIRAT";"+";"10";"FR1100296";"FRA"
"17515";"8385";"FR9301596";"36";"Réserve naturelle nationale";"Coussouls de Crau";"*";"1";"FR3600152";"FRA"
"17516";"8386";"FR9301597";"11";"Terrain acquis par le Conservatoire du Littoral";"EMBOUCHURE DE LA TOULOUBRE";"*";"15";;"FRA"
"17517";"8386";"FR9301597";"11";"Terrain acquis par le Conservatoire du Littoral";"ETANG DE BOLMON";"*";"40";"FR1100156";"FRA"
"17518";"8386";"FR9301597";"11";"Terrain acquis par le Conservatoire du Littoral";"POUDRERIE DE SAINT CHAMAS";"*";"5";"FR1100567";"FRA"
"17519";"8387";"FR9301601";"11";"Terrain acquis par le Conservatoire du Littoral";"COTE BLEUE (parcelles multiples)";"*";"50";;"FRA"
"17520";"8388";"FR9301602";"31";"Site inscrit selon la loi de 1930";"'nom du site inconnu'";"*";"1";;"FRA"
"17521";"8388";"FR9301602";"32";"Site classé selon la loi de 1930";"Massif des Calanques";"+";"11";;"FRA"
"17522";"8388";"FR9301602";"32";"Site classé selon la loi de 1930";"Massif des Calanques, domaine public maritime (DPM)";"+";"5";;"FRA"
"17523";"8388";"FR9301602";"32";"Site classé selon la loi de 1930";"'nom du site inconnu'";"*";"3";;"FRA"
"17524";"8388";"FR9301602";"36";"Réserve naturelle nationale";"Archipel de Riou";"+";"1";"FR3600156";"FRA"
"17525";"8388";"FR9301602";"38";"Arrêté de protection de biotope, d’habitat naturel ou de site d’intérêt géologique";"Muraille de Chine";"+";"1";"FR3800380";"FRA"
"17526";"8390";"FR9301605";"32";"Site classé selon la loi de 1930";"Barrages de Zola et Bimont";"+";"2";;"FRA"
"17527";"8390";"FR9301605";"32";"Site classé selon la loi de 1930";"Montagne Sainte Victoire";"+";"22";;"FRA"
"17528";"8390";"FR9301605";"32";"Site classé selon la loi de 1930";"Montagne Sainte Victoire : sommet";"+";"2";;"FRA"
"17529";"8390";"FR9301605";"36";"Réserve naturelle nationale";"Sainte-Victoire";"+";"1";"FR3600117";"FRA"
"17530";"8391";"FR9301606";"31";"Site inscrit selon la loi de 1930";"FORET, FALAISES ET CRETES DE LA SAINTE BAUME";"*";"31";;"FRA"
"17531";"8392";"FR9301608";"32";"Site classé selon la loi de 1930";"MONT FARON";"*";"7";;"FRA"
"17532";"8392";"FR9301608";"38";"Arrêté de protection de biotope, d’habitat naturel ou de site d’intérêt géologique";"Falaises du mont Caume";"*";"1";"FR3800381";"FRA"
"17533";"8393";"FR9301609";"11";"Terrain acquis par le Conservatoire du Littoral";"parcelles multiples (noms inconnus)";"+";"18";;"FRA"
"17534";"8393";"FR9301609";"32";"Site classé selon la loi de 1930";"LITTORAL NATUREL ET COLLINES AVOISINANTES";"*";"48";;"FRA"
"17535";"8394";"FR9301610";"32";"Site classé selon la loi de 1930";"Cap Sicié et ses abords";"*";"93";;"FRA"
"17536";"8395";"FR9301613";"32";"Site classé selon la loi de 1930";"Cap Benat et DPM correspondant";"*";"1";;"FRA"
"17537";"8395";"FR9301613";"32";"Site classé selon la loi de 1930";"Ile de Porquerolles";"+";"6";;"FRA"
"17538";"8395";"FR9301613";"32";"Site classé selon la loi de 1930";"Ile de Port Cros";"+";"1";;"FRA"
"17539";"8395";"FR9301613";"32";"Site classé selon la loi de 1930";"Prequ'ile de Giens";"*";"6";;"FRA"
"17540";"8395";"FR9301613";"33";"Parc national, zone coeur";"Port-Cros";"+";"4";"FR3300002";"FRA"
"17541";"8395";"FR9301613";"79";"Autres désignations internationales";"PELAGOS : sanctuaire mammiferes marins";"*";"95";;"INT"
"17542";"8396";"FR9301615";"80";"Parc naturel régional";"Verdon";"-";"100";"FR8000033";"FRA"
"17543";"8397";"FR9301616";"31";"Site inscrit selon la loi de 1930";"Canjuers nord";"*";"1";;"FRA"
"17544";"8397";"FR9301616";"31";"Site inscrit selon la loi de 1930";"Gorges du Verdon (entre ponts d'Aiguines et de Soleil)";"*";"1";;"FRA"
"17545";"8397";"FR9301616";"32";"Site classé selon la loi de 1930";"Gorges du Verdon";"*";"76";;"FRA"
"17546";"8397";"FR9301616";"80";"Parc naturel régional";"Verdon";"-";"100";"FR8000033";"FRA"
"17547";"8398";"FR9301618";"80";"Parc naturel régional";"Verdon";"*";"1";"FR8000033";"FRA"
"17548";"8399";"FR9301620";"32";"Site classé selon la loi de 1930";"GORGES DE CHATEAUDOUBLE";"*";"22";;"FRA"
