"PK_NATURA";"SITECODE";"SITE_NAME";"TYPE";"DATE_";"UPDATE_";"DATE_PROP";"DATE_LAST_PROP";"DATE_FIRST_CON";"DATE_CON";"SAC_DATE_INIT";"SAC_DATE";"SPA_DATE_INIT";"SPA_DATE";"AREA";"MARINE_AREA_POURC";"LONGITUDE";"LATITUDE";"FR_ALT_MAX";"FR_ALT_MIN";"FR_ALT_MEAN";"CD_REG";"INSPIRE_ID";"EXIST_PLAN";"SPA_LEGAL_REF";"SAC_LEGAL_REF";"EXPLANATIONS";"DATE_INTEGRATION"
"8364";"FR9301567";"Vallée du Carei - collines de Castillon";"B";31/1/1996 00:00:00;16/7/2021 00:00:00;31/12/1998 00:00:00;31/12/1998 00:00:00;19/7/2006 00:00:00;19/7/2006 00:00:00;2/6/2010 00:00:00;2/6/2010 00:00:00;;;4816,00;;7,46;43,83;"1364";"110";"782";"93";;"true";;"http://www.legifrance.gouv.fr/jo_pdf.do?cidTexte=JORFTEXT000022297291";"MAJ 2012.12 : simple conversion surface site en lambert93. Données biologiques du DOCOB non intégrables à ce jour car DOCOB en cours d'élaboration, non validé. # MAJ 2013.08 : recalage périmètre sur limite régionale BD TOPO. # MAJ 2014.07 : actualisation ";15/12/2021 00:00:00
"8365";"FR9301568";"Corniches de la Rivièra";"B";31/1/1996 00:00:00;16/7/2021 00:00:00;30/4/2002 00:00:00;28/2/2004 00:00:00;19/7/2006 00:00:00;19/7/2006 00:00:00;2/6/2010 00:00:00;2/6/2010 00:00:00;;;1609,00;;7,32;43,72;"713";"0";"409";"93";;"true";;"http://www.legifrance.gouv.fr/jo_pdf.do?cidTexte=JORFTEXT000022297296";"MAJ 2005. 12 : ? # MAJ 2014.08 : conversion surf site en Lamb93. Actualisation listes, surf et cotations hab esp selon DOCOB. # MAJ 2021-07 ajout tourterelle des bois";15/12/2021 00:00:00
"8366";"FR9301569";"Vallons obscurs de Nice et de Saint Blaise";"B";31/1/1996 00:00:00;16/7/2021 00:00:00;31/10/2004 00:00:00;30/11/2004 00:00:00;19/7/2006 00:00:00;19/7/2006 00:00:00;20/11/2012 00:00:00;20/11/2012 00:00:00;;;453,00;;7,21;43,81;"445";"59";"223";"93";;"true";;"http://www.legifrance.gouv.fr/affichTexte.do?cidTexte=JORFTEXT000026705516&fastPos=1&fastReqId=1014114632&categorieLien=id&oldAction=rechTexte";"2012.09 : mise à jour intégrant les données du DOCOB. # 2012.11 : conversion surface en Lambert93. # MAJ 2021-07 ajout tourterelle des bois";15/12/2021 00:00:00
"8367";"FR9301570";"Préalpes de Grasse";"B";31/1/1996 00:00:00;16/7/2021 00:00:00;30/4/2002 00:00:00;28/2/2004 00:00:00;19/7/2006 00:00:00;19/7/2006 00:00:00;21/1/2014 00:00:00;21/1/2014 00:00:00;;;18192,00;;6,92;43,73;"1567";"312";"1010";"93";;"true";;"http://www.legifrance.gouv.fr/affichTexte.do?cidTexte=JORFTEXT000028558266";"MAJ nov 2012 : ajout surfaces habitats issues du DOCOB + champ data quality + conversion surface site en Lamb 93 sans modification du périmètre. # MAJ 2013.01.09 : actualisation hab H6210. # MAJ 2013.04.22 : compléments mineurs pour esp (eff. max, qualité";15/12/2021 00:00:00
"8368";"FR9301571";"Rivière et gorges du Loup";"B";31/1/1996 00:00:00;16/7/2021 00:00:00;31/12/1998 00:00:00;31/12/1998 00:00:00;19/7/2006 00:00:00;19/7/2006 00:00:00;21/1/2014 00:00:00;21/1/2014 00:00:00;;;3620,00;;6,99;43,75;"1278";"2";"513";"93";;"true";;"http://www.legifrance.gouv.fr/affichTexte.do?cidTexte=JORFTEXT000028558260";"MAJ nov 2012 : integration des données biologiques du DOCOB + prise en compte nouveau perimetre recalé sur SCAN25 sans reconsultation(surf : 3620 ha Lamb93), validé par Paris en oct 2012. Doit servir à éditer l'Arr.Min. ZSC. # MAJ 2013.04.22 : compléments";15/12/2021 00:00:00
"8369";"FR9301572";"Dôme de Biot";"B";28/2/2002 00:00:00;16/7/2021 00:00:00;31/3/2007 00:00:00;31/3/2007 00:00:00;12/12/2008 00:00:00;12/12/2008 00:00:00;23/6/2014 00:00:00;23/6/2014 00:00:00;;;170,00;;7,09;43,64;"200";"20";"100";"93";;"true";;"http://www.legifrance.gouv.fr/affichTexte.do?cidTexte=JORFTEXT000029218049";"MAJ 2013-01 : intégration données biologiques du DOCOB. # MAJ 2017-04 : ajout E4035. # MAJ 2021-07 ajout tourterelle des bois";15/12/2021 00:00:00
"8370";"FR9301573";"Baie et cap d'Antibes - îles de Lerins";"B";31/1/1996 00:00:00;16/7/2021 00:00:00;31/7/2003 00:00:00;30/10/2008 00:00:00;19/7/2006 00:00:00;22/12/2009 00:00:00;26/6/2014 00:00:00;26/6/2014 00:00:00;;;13598,00;"98";7,09;43,56;"81";"-1623";"-200";"93";;"true";;"http://www.legifrance.gouv.fr/affichTexte.do?cidTexte=JORFTEXT000029218079";"MAJ 2008.08 : extension marine. # MAJ 2013.08 : intégration données biologiques du DOCOB. Conversion surface en Lamb93. # MAJ 2017-04 : ajout E1224.";15/12/2021 00:00:00
"8371";"FR9301574";"Gorges de la Siagne";"B";31/1/1996 00:00:00;16/7/2021 00:00:00;31/12/1998 00:00:00;30/3/2006 00:00:00;19/7/2006 00:00:00;19/7/2006 00:00:00;16/3/2010 00:00:00;16/3/2010 00:00:00;;;4926,00;;6,79;43,64;"1140";"14";"458";"93";;"true";;"http://www.legifrance.gouv.fr/jo_pdf.do?cidTexte=JORFTEXT000022297101";"MAJ 2005.11 : intégration datas hab esp du DOCOB. # MAJ 2014.07 : conversion surf en lamb93. Actualisation surf et cotations hab esp selon DOCOB (listes inchangées). # MAJ 2017-04 : ajout E1084 E1352. Suppr E1087 (presence a confirmer). # MAJ 2021-07 ajou";15/12/2021 00:00:00
"8372";"FR9301576";"L'Aigues (ou Eygues ou Aygues)";"B";30/11/2005 00:00:00;16/7/2021 00:00:00;28/2/2006 00:00:00;28/2/2006 00:00:00;19/7/2006 00:00:00;19/7/2006 00:00:00;23/2/2010 00:00:00;23/2/2010 00:00:00;;;822,00;;4,91;44,24;"210";"44";"120";"93";;"true";;"http://www.legifrance.gouv.fr/jo_pdf.do?cidTexte=JORFTEXT000021897983";"MAJ 2014.07 : conversion surf en Lamb93. Actualisation listes, surf et cotations hab esp selon DOCOB. # MAJ 2017-04 : suppr E1088. # MAJ 2019-10 : chiros + menaces + modif ponctuelle perimetre pour harmonisation tangence avec FR8201689. # MAJ 2021-07 ajou";15/12/2021 00:00:00
"8373";"FR9301577";"L'Ouvèze et le Toulourenc";"B";30/11/2005 00:00:00;16/7/2021 00:00:00;28/2/2006 00:00:00;28/2/2006 00:00:00;19/7/2006 00:00:00;19/7/2006 00:00:00;23/2/2010 00:00:00;23/2/2010 00:00:00;;;1245,00;;5,15;44,23;"988";"24";"258";"93";;"true";;"http://www.legifrance.gouv.fr/jo_pdf.do?cidTexte=JORFTEXT000021897988";"MAJ 2014.07 : conversion surf en Lamb93. Actualisation listes, surf et cotations hab esp selon DOCOB. # MAJ 2021-07 ajout tourterelle des bois";15/12/2021 00:00:00
"8374";"FR9301578";"La Sorgue et l'Auzon";"B";31/1/1996 00:00:00;16/7/2021 00:00:00;31/8/1998 00:00:00;31/8/1998 00:00:00;19/7/2006 00:00:00;19/7/2006 00:00:00;28/11/2015 00:00:00;28/11/2015 00:00:00;;;2555,00;;4,94;44,03;"439";"20";"47";"93";;"true";;" http://www.legifrance.gouv.fr/affichTexte.do?cidTexte=JORFTEXT000031585169";"MAJ 2012.11 : ré-intégration surface ancien périmètre officiel + conversion en lambert93. Version correspondant à une maj simple, sans évolution périmètre (en attendant que le nouveau projet de périmètre recalé Scan25 soit validé). # MAJ 2013.04 : complét";15/12/2021 00:00:00
"8375";"FR9301580";"Mont Ventoux";"B";31/1/1996 00:00:00;3/8/2021 00:00:00;31/7/2003 00:00:00;31/7/2003 00:00:00;19/7/2006 00:00:00;19/7/2006 00:00:00;2/6/2010 00:00:00;2/6/2010 00:00:00;;;3134,00;;5,29;44,17;"1901";"696";"1357";"93";;"true";;"http://www.legifrance.gouv.fr/jo_pdf.do?cidTexte=JORFTEXT000022297301";"MAJ 2005 : integration datas bio du DOCOB. # MAJ 2014.07 : conversion surf en Lamb93. Actualisation surf et cotations hab esp selon DOCOB. # MAJ 2015.01 : actualisation datas chiros (+ ajout 3 especes) selon etude GCP 2014. # MAJ 2017-04 : ajout E1386. # ";15/12/2021 00:00:00
"8376";"FR9301582";"Rochers et combes des monts de Vaucluse";"B";31/1/1996 00:00:00;16/7/2021 00:00:00;30/4/2002 00:00:00;28/2/2004 00:00:00;19/7/2006 00:00:00;19/7/2006 00:00:00;8/11/2007 00:00:00;8/11/2007 00:00:00;;;1734,00;;5,33;43,97;"874";"276";"545";"93";;"true";;"http://www.legifrance.gouv.fr/jo_pdf.do?cidTexte=JORFTEXT000000523969";"MAJ 2014.08 : conversion surf site en Lamb93. Actualisation listes, surf et cotations hab esp selon DOCOB. # MAJ 2021-07 ajout tourterelle des bois";15/12/2021 00:00:00
"8377";"FR9301583";"Ocres de Roussillon et de Gignac - Marnes de Perreal";"B";31/1/1996 00:00:00;16/7/2021 00:00:00;30/4/2002 00:00:00;28/2/2004 00:00:00;19/7/2006 00:00:00;19/7/2006 00:00:00;8/11/2007 00:00:00;8/11/2007 00:00:00;;;1306,00;;5,48;43,90;"782";"172";"370";"93";;"true";;"http://www.legifrance.gouv.fr/jo_pdf.do?cidTexte=JORFTEXT000000706836";"MAJ 2014.08 : conversion surf site en Lamb93. Actualisation listes, surf et cotations hab esp selon DOCOB. # MAJ 2014.09 : ajout dans § autres especes remarquables des esp flore a statut listees dans le DOCOB. # MAJ 2021-07 ajout tourterelle des bois";15/12/2021 00:00:00
"8378";"FR9301585";"Massif du Luberon";"B";31/1/1996 00:00:00;16/7/2021 00:00:00;30/4/2002 00:00:00;30/3/2003 00:00:00;19/7/2006 00:00:00;19/7/2006 00:00:00;2/6/2010 00:00:00;2/6/2010 00:00:00;;;21319,00;;5,38;43,80;"1122";"104";"543";"93";;"true";;"http://www.legifrance.gouv.fr/jo_pdf.do?cidTexte=JORFTEXT000022297306";"MAJ 2005.08 : intégration datas bio DOCOB. # MAJ 2014.07 : conversion surf en Lamb93. Actualisation listes, surf et cotations hab esp selon DOCOB. # MAJ 2014.09 : ajout de 5 espèces d'insectes dans § autres espèces remarquables. # MAJ 2015.06 : mis H6310 ";15/12/2021 00:00:00
"8379";"FR9301587";"Le Calavon et l'Encrème";"B";30/11/2005 00:00:00;16/7/2021 00:00:00;28/2/2006 00:00:00;28/2/2006 00:00:00;19/7/2006 00:00:00;19/7/2006 00:00:00;16/2/2010 00:00:00;16/2/2010 00:00:00;;;966,00;;5,22;43,85;"473";"58";"242";"93";;"true";;"http://www.legifrance.gouv.fr/jo_pdf.do?cidTexte=JORFTEXT000021867700";"MAJ 2014.08 : conversion surf site en Lamb93. Actualisation listes, surf et cotations hab esp selon DOCOB. # MAJ 2017-10 : ajout E1014 Vertigo angustior, E1220 cistude, E1355 loutre. # MAJ 2021-07 ajout tourterelle des bois";15/12/2021 00:00:00
"8380";"FR9301589";"La Durance";"B";31/1/1996 00:00:00;16/7/2021 00:00:00;31/12/1997 00:00:00;30/4/2006 00:00:00;19/7/2006 00:00:00;28/3/2008 00:00:00;21/1/2014 00:00:00;21/1/2014 00:00:00;;;15920,00;;5,77;43,73;"678";"12";"267";"93";;"true";;"http://www.legifrance.gouv.fr/affichTexte.do?cidTexte=JORFTEXT000028558242";"maj nov 2012 : conversion surface en Lambert93. Ajout commune 13082 Rognes.

maj 20130104 : surf arrondie + complété champs data quality hab esp. # MAJ 2015-12 : ajout Vertigo angustior + qqls autres espèces (E1355, 1084, 1074, 1046, 1065), ajout autres e";15/12/2021 00:00:00
"8381";"FR9301590";"Le Rhône aval";"B";31/1/1996 00:00:00;16/7/2021 00:00:00;31/12/1998 00:00:00;30/3/2006 00:00:00;19/7/2006 00:00:00;19/7/2006 00:00:00;12/8/2015 00:00:00;27/10/2015 00:00:00;;;12579,00;"2";4,83;43,98;"65";"0";"18";"93";;"null";;"http://www.legifrance.gouv.fr/affichTexte.do?cidTexte=JORFTEXT000031424936";"MAJ 2014.03 : intégration données biologiques DOCOB. Conversion surf site en Lamb93. # MAJ 2021-07 ajout tourterelle des bois";15/12/2021 00:00:00
"8382";"FR9301592";"Camargue";"B";31/1/1996 00:00:00;16/7/2021 00:00:00;31/7/2003 00:00:00;30/10/2008 00:00:00;19/7/2006 00:00:00;22/12/2009 00:00:00;26/6/2014 00:00:00;26/6/2014 00:00:00;;;113466,00;"32";4,55;43,50;"5";"-83";"2";"93";;"true";;"http://www.legifrance.gouv.fr/affichTexte.do?cidTexte=JORFTEXT000029218085";"Maj 20130110 : intégration données biologiques DOCOB. # Maj 20130125 : ajout hab H1170. # Maj 20130612 : ajustement surface, suite a ajustement perimetre (harmonisation tangence PACA/LR, voir note DREAL explicative). # Maj 20150127 : ajout Anisus vorticul";15/12/2021 00:00:00
"8383";"FR9301594";"Les Alpilles";"B";31/1/1996 00:00:00;16/7/2021 00:00:00;31/8/1998 00:00:00;30/3/2007 00:00:00;19/7/2006 00:00:00;12/12/2008 00:00:00;16/2/2010 00:00:00;16/2/2010 00:00:00;;;17334,00;;4,89;43,73;"490";"7";"181";"93";;"true";;"http://www.legifrance.gouv.fr/jo_pdf.do?cidTexte=JORFTEXT000021867705";"MAJ 2014.02 : integration surfaces habitats et actualisation effectifs esp selon DOCOB ou datas plus récentes. Maj surface site 17334 ha correspondant au périmètre recalé SCAN25 en 2009 et utilisé pour l'AM ZSC de 2010. # MAJ 2021-07 ajout tourterelle de ";15/12/2021 00:00:00
"8384";"FR9301595";"Crau centrale - Crau sèche";"B";31/1/1996 00:00:00;16/7/2021 00:00:00;31/10/2004 00:00:00;30/11/2004 00:00:00;19/7/2006 00:00:00;19/7/2006 00:00:00;22/1/2010 00:00:00;22/1/2010 00:00:00;;;31538,00;;4,82;43,57;"116";"0";"34";"93";;"true";;"http://www.legifrance.gouv.fr/jo_pdf.do?cidTexte=JORFTEXT000021779532";"MAJ 2009.04 : conversion surf site en Lamb93. Intégration datas bio du DOCOB. # MAJ 2014.08 : actualisation listes, surf et cotations hab esp selon DOCOB (2002) et selon étude récente hab pour révision DOCOB (N.Borel, 2012). Ajout commune Sénas. # MAJ 202";15/12/2021 00:00:00
"8385";"FR9301596";"Marais de la vallée des Baux et marais d'Arles";"B";31/3/1996 00:00:00;16/7/2021 00:00:00;31/10/2004 00:00:00;30/11/2004 00:00:00;19/7/2006 00:00:00;12/12/2008 00:00:00;8/11/2007 00:00:00;8/11/2007 00:00:00;;;11061,00;;4,79;43,50;"92";"0";"8";"93";;"true";;"http://www.legifrance.gouv.fr/jo_pdf.do?cidTexte=JORFTEXT000000341442";"MAJ 2005 : intégration listes hab esp du DOCOB. # MAJ 2014.07 : conversion surface site en Lamb93. Actualisation surfaces et statut bio hab esp selon DOCOB et données ponctuelles post DOCOB (suppression H9540). # MAJ 2015.03 : ajout Gomphe de Graslin. # M";15/12/2021 00:00:00
"8386";"FR9301597";"Marais et zones humides liés à l'étang de Berre";"B";31/1/1996 00:00:00;16/7/2021 00:00:00;31/8/1998 00:00:00;31/8/1998 00:00:00;19/7/2006 00:00:00;19/7/2006 00:00:00;21/1/2014 00:00:00;21/1/2014 00:00:00;;;1560,00;;5,17;43,41;"10";"-2";"1";"93";;"true";;"http://www.legifrance.gouv.fr/affichTexte.do?cidTexte=JORFTEXT000028558284";"MAJ 2012.11 : intégration des données biologiques du DOCOB + ajout hab H92D0 + nouveau périmètre recalé SCAN25 sans reconsultation (1566 ha), validé par Paris en oct 2012. # MAJ 2013.01.22 : reduction du perimetre, retrait de 6 ha sur Poudrerie St-Chamas ";15/12/2021 00:00:00
"8387";"FR9301601";"Côte bleue - chaîne de l'Estaque";"B";31/1/1996 00:00:00;16/7/2021 00:00:00;31/7/2003 00:00:00;30/10/2008 00:00:00;19/7/2006 00:00:00;22/12/2009 00:00:00;2/5/2016 00:00:00;2/5/2016 00:00:00;;;5553,00;;5,19;43,36;"263";"0";"135";"93";;"null";;"https://www.legifrance.gouv.fr/affichTexte.do?cidTexte=JORFTEXT000032510859&dateTexte=";"MAJ 2013.04 : conversion surface 5553 ha Lamb93 (au lieu de 5565 Lamb2e). # MAJ 2016.02 : actualisation listes hab/esp selon inventaires DOCOB (terrain 2014). Ajout commune de Marseille (concernée marginalement). # MAJ 2016.03 : suppression commune Marsei";15/12/2021 00:00:00
"8388";"FR9301602";"Calanques et îles marseillaises - Cap Canaille et massif du Grand Caunet";"B";31/1/1996 00:00:00;16/7/2021 00:00:00;31/7/2003 00:00:00;30/10/2008 00:00:00;19/7/2006 00:00:00;22/12/2009 00:00:00;26/6/2014 00:00:00;26/6/2014 00:00:00;;;50015,00;"79";5,47;43,22;"639";"-1260";"0";"93";;"true";;"http://www.legifrance.gouv.fr/affichTexte.do?cidTexte=JORFTEXT000029238156";"MAJ 2008.08 : extension marine au large. # MAJ 2013.08 : intégration données biologiques du DOCOB (relatif à l'ancien périmètre de 2002, majoritairement terrestre). Conversion surface en Lamb93. # MAJ 2017-11 : actu surface et cotation hab selon DOCOB val";15/12/2021 00:00:00
"8389";"FR9301603";"Chaîne de l'Etoile- massif du Garlaban";"B";31/1/1996 00:00:00;16/7/2021 00:00:00;31/8/1998 00:00:00;30/6/2005 00:00:00;19/7/2006 00:00:00;19/7/2006 00:00:00;16/2/2010 00:00:00;16/2/2010 00:00:00;;;10044,00;;5,50;43,38;"779";"160";"408";"93";;"true";;"http://www.legifrance.gouv.fr/jo_pdf.do?cidTexte=JORFTEXT000021867710";"MAJ 2005.06 : intégration datas bio du DOCOB. # MAJ 2014.08 : conversion surf site en Lamb93. Actualisation listes, surf et cotations hab esp selon DOCOB. # MAJ 2021-07 ajout tourterelle des bois

";15/12/2021 00:00:00
"8390";"FR9301605";"Montagne Sainte Victoire";"B";31/1/1996 00:00:00;16/7/2021 00:00:00;31/12/1998 00:00:00;31/5/2011 00:00:00;19/7/2006 00:00:00;16/11/2012 00:00:00;26/6/2014 00:00:00;26/6/2014 00:00:00;;;32759,00;;5,62;43,61;"1016";"195";"442";"93";;"true";;"http://www.legifrance.gouv.fr/affichTexte.do?cidTexte=JORFTEXT000029254316";"MAJ 2013.08 : actualisation surfaces habitats. Conversion surface site en Lamb93. # MAJ 2016.06 : ajout du Loup. # MAJ 2017-04 : ajout H3170 H3260 H6420 H6430. # MAJ 2021-07 ajout tourterelle des bois";15/12/2021 00:00:00
"8391";"FR9301606";"Massif de la Sainte-Baume";"B";31/1/1996 00:00:00;16/7/2021 00:00:00;31/8/1998 00:00:00;30/9/2016 00:00:00;19/7/2006 00:00:00;12/12/2017 00:00:00;26/6/2014 00:00:00;12/7/2021 00:00:00;;;17307,00;;5,75;43,34;"1142";"330";"671";"93";;"true";;"https://www.legifrance.gouv.fr/jorf/id/JORFTEXT000044193793";"MAJ 2014.03 : ajout surf hab + data qual hab/esp. Surf site convertie en Lamb93. # MAJ 2016.07 : forte extension du périmètre suite à reconsultation réglementaire. # MAJ 2017-04 : ajout E1044 E1305. # MAJ 2019-11 : partielle post-DOCOB pour actu AM ZSC. A";15/12/2021 00:00:00
"8392";"FR9301608";"Mont Caume - mont Faron - forêt domaniale des Morières";"B";31/1/1996 00:00:00;16/7/2021 00:00:00;31/12/1998 00:00:00;31/12/1998 00:00:00;19/7/2006 00:00:00;19/7/2006 00:00:00;26/6/2014 00:00:00;26/6/2014 00:00:00;;;11304,00;;5,95;43,23;"821";"42";"486";"93";;"true";;"http://www.legifrance.gouv.fr/affichTexte.do?cidTexte=JORFTEXT000029238162";"MAJ 2013-01 : intégration données biologiques du DOCOB + périmètre recalé sur SCAN25. # MAJ 2017-04 : ajout E1352 E1453. # MAJ 2021-07 ajout tourterelle des bois";15/12/2021 00:00:00
"8393";"FR9301609";"La Pointe Fauconnière";"B";31/1/1996 00:00:00;16/7/2021 00:00:00;31/7/2003 00:00:00;31/7/2003 00:00:00;19/7/2006 00:00:00;19/7/2006 00:00:00;16/2/2010 00:00:00;16/2/2010 00:00:00;;;766,00;"30";5,69;43,15;"207";"-40";"49";"93";;"true";;"http://www.legifrance.gouv.fr/jo_pdf.do?cidTexte=JORFTEXT000021867715";"MAJ 2014.07 : conversion surface site en Lamb93. Actualisation listes et cotations hab esp selon DOCOB. # MAJ 2021-07 ajout tourterelle des bois";15/12/2021 00:00:00
"8394";"FR9301610";"Cap Sicie - Six Fours";"B";31/1/1996 00:00:00;16/7/2021 00:00:00;31/7/2003 00:00:00;31/7/2003 00:00:00;19/7/2006 00:00:00;19/7/2006 00:00:00;26/6/2014 00:00:00;26/6/2014 00:00:00;;;1337,00;"32";5,83;43,06;"341";"-30";"95";"93";;"true";;"http://www.legifrance.gouv.fr/affichTexte.do?cidTexte=JORFTEXT000029254328";"MAJ 2013-01 : intégration données biologiques du DOCOB. # MAJ 2017-04 : ajout E1224. # MAJ 2021-07 ajout tourterelle des bois";15/12/2021 00:00:00
"8395";"FR9301613";"Rade d'Hyères";"B";31/1/1996 00:00:00;16/7/2021 00:00:00;30/4/2002 00:00:00;30/4/2009 00:00:00;19/7/2006 00:00:00;10/1/2011 00:00:00;26/6/2014 00:00:00;26/6/2014 00:00:00;;;48867,00;"92";6,39;43,00;"190";"-900";"-100";"93";;"true";;"http://www.legifrance.gouv.fr/affichTexte.do?cidTexte=JORFTEXT000029254334";"maj dec 2012 : compléments avec données biologiques du DOCOB (maj surf habitats notamment). Suppression de 2 habitats, ajout Tortue caouanne. # Maj avril 2013 : reintegration hab H2270. # Maj 2017-04 : suppression H5410 H6220 H3120. Ajout H2210 E1041 E131";15/12/2021 00:00:00
"8396";"FR9301615";"Basses gorges du Verdon";"B";31/1/1996 00:00:00;16/7/2021 00:00:00;30/4/2002 00:00:00;30/3/2003 00:00:00;19/7/2006 00:00:00;19/7/2006 00:00:00;23/6/2014 00:00:00;23/6/2014 00:00:00;;;1277,00;;5,99;43,70;"584";"354";"489";"93";;"true";;"http://www.legifrance.gouv.fr/affichTexte.do?cidTexte=JORFTEXT000029218067";"MAJ 2013-01 : intégration données biologiques du DOCOB. # MAJ 2017-04 : ajout E1352. Suppr E1079. # MAJ 2021-07 ajout tourterelle des bois";15/12/2021 00:00:00
"8397";"FR9301616";"Grand canyon du Verdon - plateau de la Palud";"B";31/1/1996 00:00:00;16/7/2021 00:00:00;30/4/2002 00:00:00;30/3/2003 00:00:00;19/7/2006 00:00:00;19/7/2006 00:00:00;26/6/2014 00:00:00;26/6/2014 00:00:00;;;9798,00;;6,35;43,75;"1565";"470";"947";"93";;"true";;"http://www.legifrance.gouv.fr/affichTexte.do?cidTexte=JORFTEXT000029218091&dateTexte=&categorieLien=id";"MAJ 2013-01 : intégration données biologiques du DOCOB. # MAJ 2017-04 : ajout E1352 E1379. Suppr E1079. # MAJ 2021-07 ajout tourterelle des bois";15/12/2021 00:00:00
"8398";"FR9301618";"Sources et tufs du Haut Var";"B";30/11/2005 00:00:00;16/7/2021 00:00:00;28/2/2006 00:00:00;28/2/2006 00:00:00;19/7/2006 00:00:00;19/7/2006 00:00:00;2/6/2010 00:00:00;2/6/2010 00:00:00;;;5599,00;;6,17;43,58;"800";"217";"421";"93";;"true";;"http://www.legifrance.gouv.fr/jo_pdf.do?cidTexte=JORFTEXT000022297316";"MAJ 2014.07 : conversion surf en Lamb93. Actualisation listes, surf et cotations hab esp selon DOCOB. # MAJ 2021-07 ajout tourterelle des bois";15/12/2021 00:00:00
"8399";"FR9301620";"Plaine de Vergelin-Fontigon - gorges de Châteaudouble - bois des Clappes";"B";31/1/1996 00:00:00;16/7/2021 00:00:00;31/12/1997 00:00:00;31/12/1997 00:00:00;19/7/2006 00:00:00;19/7/2006 00:00:00;23/6/2014 00:00:00;23/6/2014 00:00:00;;;1059,00;;6,40;43,59;"785";"244";"553";"93";;"true";;"http://www.legifrance.gouv.fr/affichTexte.do?cidTexte=JORFTEXT000029218043";"MAJ 2013.02 : intégration données biologiques du DOCOB. Périmètre recalé sur SCAN25 sans reconsultation. # MAJ 2016.04 : actu selon étude 2015 écrevisses + poissons. # MAJ 2017-04 : ajout E1352. # MAJ 2021-07 ajout tourterelle des bois";15/12/2021 00:00:00
"8400";"FR9301621";"Marais de Gavoty - lac de Bonne Cougne - lac Redon";"B";31/1/1996 00:00:00;16/7/2021 00:00:00;31/7/2003 00:00:00;31/7/2003 00:00:00;19/7/2006 00:00:00;19/7/2006 00:00:00;8/11/2007 00:00:00;8/11/2007 00:00:00;;;83,33;;6,23;43,34;"308";"246";"267";"93";;"true";;"http://www.legifrance.gouv.fr/jo_pdf.do?cidTexte=JORFTEXT000000523970";"MAJ 2005.08 : intégration datas bio DOCOB. # MAJ 2014.08 : correction orthographe nom du site (Gavoty au lieu de Gavoti). Conversion surf site en Lamb93. Actualisation listes, surf et cotations hab esp selon DOCOB. # MAJ 2017-04 : ajout E1065. # MAJ 2021-";15/12/2021 00:00:00
"8401";"FR9301622";"La plaine et le massif des Maures";"B";31/1/1996 00:00:00;16/7/2021 00:00:00;31/12/1998 00:00:00;31/12/1998 00:00:00;19/7/2006 00:00:00;19/7/2006 00:00:00;21/1/2014 00:00:00;21/1/2014 00:00:00;;;34264,00;;6,35;43,27;"766";"0";"256";"93";;"true";;"http://www.legifrance.gouv.fr/affichTexte.do?cidTexte=JORFTEXT000028656133";"MAJ 2012-12 : intégration données biologiques du DOCOB (maj surf hab principalement + ajout barbastelle). # MAJ 2017-04 : ajout E1044. Suppr H5410. # MAJ 2021-07 ajout tourterelle des bois";15/12/2021 00:00:00
"8402";"FR9301624";"Corniche Varoise";"B";31/1/1996 00:00:00;16/7/2021 00:00:00;31/7/2003 00:00:00;30/10/2008 00:00:00;19/7/2006 00:00:00;22/12/2009 00:00:00;26/6/2014 00:00:00;26/6/2014 00:00:00;;;28995,00;"98";6,64;43,17;"176";"-1900";"-100";"93";;"null";;"http://www.legifrance.gouv.fr/affichTexte.do?cidTexte=JORFTEXT000029218097";"maj dec 2012 : intégration données biologiques du DOCOB (DOCOB ""3 caps"" validé en 2010 + DOCOB ""corniche"" en cours d'élaboration). # MAJ 2017-04 : suppr H5410. # MAJ 2021-07 ajout tourterelle des bois";15/12/2021 00:00:00
"8403";"FR9301625";"Forêt de Palayson - bois du Rouet";"B";31/1/1996 00:00:00;16/7/2021 00:00:00;31/12/1998 00:00:00;31/12/1998 00:00:00;19/7/2006 00:00:00;19/7/2006 00:00:00;23/6/2014 00:00:00;23/6/2014 00:00:00;;;5158,00;;6,60;43,54;"558";"25";"232";"93";;"true";;"http://www.legifrance.gouv.fr/affichTexte.do?cidTexte=JORFTEXT000029218055";"maj 20130115 : intégration données biologiques du DOCOB. Recalage périmètre sur SCAN25 sans reconsultation. # MAJ 2016-12 : ajout Gortyna borelii. # MAJ 2021-07 ajout tourterelle des bois";15/12/2021 00:00:00
"8404";"FR9301626";"Val d'Argens";"B";30/11/2005 00:00:00;16/7/2021 00:00:00;28/2/2006 00:00:00;28/2/2006 00:00:00;19/7/2006 00:00:00;19/7/2006 00:00:00;23/6/2014 00:00:00;23/6/2014 00:00:00;;;12219,00;;6,38;43,43;"360";"3";"160";"93";;"true";;"http://www.legifrance.gouv.fr/affichTexte.do?cidTexte=JORFTEXT000029218061";"MAJ 2013.01 : intégration données biologiques du DOCOB. # MAJ 2014.04 : ajout commune de Fréjus (qui avait été oubliée lors de la précédente maj). # MAJ 2017-04 : ajout E1046. # MAJ 2021-07 ajout tourterelle des bois";15/12/2021 00:00:00
