"PK_HABIT1_DECL";"FPK_NATURA";"SITECODE";"FPK_HABIT1";"CODE";"LB_HAB_FR";"COVER";"AREA";"CONSERVE";"CONSERVE_METHODE";"COMMENTAIRE"
"36709";"8337";"FR9101441";"17221";"1310-4";"Pelouses rases à petites annuelles subhalophiles";"0,21";"3,88";"B";;
"36710";"8339";"FR9101444";"18155";"8220-14";"Falaises siliceuses des Cévennes";"0,03";"6,4";"B";;
"36711";"8339";"FR9101444";"3591";"8310-1";"Grottes à chauves-souris";"0";"0";"B";;
"36712";"8339";"FR9101444";"3588";"6220-1";"Ourlets méditerranéens mésothermes à Brachypode rameux de Provence et des Alpes-Maritimes";"2,79";"608,7";"B";;
"36713";"8339";"FR9101444";"3589";"8130-22";"Éboulis calcaires mésoméditerranéens et supraméditerranéens à éléments moyens, du Midi";"0,01";"2,2";"B";;
"36714";"8339";"FR9101444";"18156";"8230-4";"Pelouses pionnières continentales et subatlantiques des dalles siliceuses sèches et chaudes";"0,24";"52,2";"A";;
"36715";"8340";"FR9101446";"18176";"9120-2";"Hêtraies-chênaies collinéennes à Houx";"1,86";"177,5";"C";;
"36716";"8340";"FR9101446";"18177";"91E0-8";"Aulnaies-frênaies à Laîche espacée des petits ruisseaux";"0,04";"4,02";"C";;
"36717";"8340";"FR9101446";"18177";"91E0-11";"Aulnaies à hautes herbes";"0,01";"0,62";"C";;
"36718";"8340";"FR9101446";"18171";"6510-2";"Prairies fauchées méso-hygrophiles méditerranéennes";"0,46";"43,7";"B";;
"36719";"8340";"FR9101446";"18173";"6410-6";"Prés humides et bas-marais acidiphiles atlantiques";"0,11";"10,7";"C";;
"36720";"8340";"FR9101446";"18171";"6510-3";"Prairies fauchées mésophiles à méso-xérophiles thermo-atlantiques";"6,64";"634,31";"B";;
"36721";"8340";"FR9101446";"18173";"6410-4";"Pelouses hygrophiles paratourbeuses thermophiles subméditerranéennes";"0,02";"1,7";"C";;
"36722";"8340";"FR9101446";"18173";"6410-9";"Moliniaies hygrophiles acidiphiles atlantiques";"0,01";"1,35";"C";;
"36723";"8340";"FR9101446";"18174";"3170-1";"Mares temporaires méditerranéennes à Isoètes (Isoetion)";"0";"0,07";"A";;
"36724";"8340";"FR9101446";"18178";"6220-1";"Ourlets méditerranéens mésothermes à Brachypode rameux de Provence et des Alpes-Maritimes";"0,3";"29,09";"C";;
"36725";"8340";"FR9101446";"18178";"6220-2";"Pelouses à thérophytes méditerranéennes mésothermes";"0,11";"10,54";"C";;
"36726";"8387";"FR9301601";"16372";"8130-23";"Éboulis calcaires de Provence";"1,33";"74";"A";"Evaluation à dire d'expert";
"36727";"8387";"FR9301601";"1139";"9340-3";"Yeuseraies à Laurier-tin";"0,17";"9,4";"C";;
"36728";"8387";"FR9301601";"1135";"1240-1";"Végétation des fissures des falaises calcaires";"0,2";"11";"B";;
"36729";"8387";"FR9301601";"1136";"5210-3";"Junipéraies à genévrier rouge";"0,01";"0,76";"C";;
"36730";"8387";"FR9301601";"1137";"6220-3";"Pelouses à thérophytes méditerranéennes mésothermes sur sables dolomitiques";"0,06";"3,3";"B";;
"36731";"8387";"FR9301601";"1138";"8210-1";"Falaises calcaires méditerranéennes thermophiles";"5,8";"322";"A";;
"36732";"8387";"FR9301601";"16371";"3170-4";"gazons amphibies annuels méditerranéens (Nanocyperetalia)";"0";"0,16";"B";"Evaluation à dire d'expert";
"36733";"8387";"FR9301601";"1137";"6220-1";"Ourlets méditerranéens mésothermes à Brachypode rameux de Provence et des Alpes-Maritimes";"2,65";"147";"B";;
"36734";"8387";"FR9301601";"1137";"6220-2";"Pelouses à thérophytes méditerranéennes mésothermes";"0,2";"11,6";"B";;
"36735";"8387";"FR9301601";"1140";"9540-3.1";"Peuplements de Pin d’Alep de transition entre le thermo et le mésoméditerranéen";"0,28";"15,4";"B";"Evaluation à dire d'expert";
"36736";"8391";"FR9301606";"1350";"7220-1";"Communautés des sources et suintements carbonatés";"0,02";"3,1";"C";;
"36737";"8391";"FR9301606";"16556";"6420-3";"Prés humides méditerranéens de Provence";"0,08";"13,5";"C";;
"36738";"8391";"FR9301606";"1345";"4090-4";"Landes épineuses supraméditerranéennes des corniches et crêtes ventées des Préalpes méridionales";"1,32";"229";"A";;
"36739";"8391";"FR9301606";"1349";"6220-3";"Pelouses à thérophytes méditerranéennes mésothermes sur sables dolomitiques";"0";"0";"B";;
"36740";"8391";"FR9301606";"1347";"6110-1";"Pelouses pionnières des dalles calcaires planitiaires et collinéennes";"0,73";"127";"B";;
"36741";"8391";"FR9301606";"1348";"6210-16";"Pelouses calcicoles mésophiles du Sud-Est";"0,6";"103";"C";;
"36742";"8391";"FR9301606";"1352";"8210-10";"Falaises calcaires supraméditerranéennes à montagnardes, des Alpes du Sud et du Massif central méridional";"0";"0";"B";;
"36743";"8391";"FR9301606";"1355";"92A0-6";"Peupleraies blanches";"0,28";"49";"C";;
"36744";"8391";"FR9301606";"1356";"9340-1";"Yeuseraies matures à Épipactis à petites feuilles";"0";;"A";;
"36745";"8391";"FR9301606";"1356";"9340-3";"Yeuseraies à Laurier-tin";"0";;"A";;
"36746";"8391";"FR9301606";"1357";"9380-2";"Chênaies pubescentes à Houx de Provence et du Languedoc";"3,73";"645";"B";;
"36747";"8391";"FR9301606";"1356";"9340-8";"Yeuseraies-chênaies pubescentes à gesce à larges feuilles";"0";;"A";;
"36748";"8391";"FR9301606";"1346";"5210-1";"Junipéraies à genévrier oxycèdre";"0";"0";"A";;
"36749";"8391";"FR9301606";"16557";"9180-12";"Tillaies sèches de Bourgogne, du Jura et des Alpes";"0,02";"4";"A";;
"36750";"8391";"FR9301606";"1356";"9340-9";"Yeuseraies à genévrier de Phénicie des falaises continentales";"0";;"A";;
"36751";"8391";"FR9301606";"1358";"9540-1.4";"Peuplements de Pin maritime de Provence et Alpes-Maritimes sur substrats calcaires et dolomitiques";"1,09";"188";"B";;
"36752";"8391";"FR9301606";"1346";"5210-3";"Junipéraies à genévrier rouge";"0";;"A";;
"36753";"8391";"FR9301606";"1346";"5210-6";"Junipéraies méditerranéennes à genévrier commun";"0";"0";"A";;
"36754";"8391";"FR9301606";"1351";"8130-23";"Éboulis calcaires de Provence";"0,87";"151";"B";;
"36755";"8391";"FR9301606";"1352";"8210-1";"Falaises calcaires méditerranéennes thermophiles";"0";"0";"B";;
"36756";"8391";"FR9301606";"1352";"8210-13";"Falaises et rochers dolomitiques supraméditerranéens";"0";;"B";;
"36757";"8391";"FR9301606";"18751";"3290-1";"Têtes de rivières et ruisseaux méditerranéens s'asséchant régulièrement ou cours médian en substrat géologique perméable";"0,1";"17";"C";;
"36758";"8391";"FR9301606";"1349";"6220-1";"Ourlets méditerranéens mésothermes à Brachypode rameux de Provence et des Alpes-Maritimes";"0";"0";"B";;
"36759";"8391";"FR9301606";"1349";"6220-2";"Pelouses à thérophytes méditerranéennes mésothermes";"0";"0";"B";;
"36760";"8391";"FR9301606";"1352";"8210-26";"Végétation humo-épilithique des parois calcaires méditerranéennes";"0";;"B";;
"36761";"8395";"FR9301613";"16876";"2210-1";"Dunes fixées du littoral méditerranéen du Crucianellion maritimae";"0";"1,36";"C";;
"36762";"8395";"FR9301613";"971";"1150-2";"Lagunes méditerranéennes";"0,27";"134";"B";;
"36763";"8395";"FR9301613";"984";"2270-1";"Forêts dunales à Pin parasol (Pinus pinea)";"0,02";"11";"C";;
"36764";"8395";"FR9301613";"990";"1160-3";"Sables vaseux de mode calme (Méditerranée)";"0";"0,53";"B";;
"36765";"8395";"FR9301613";"962";"1110-5";"Sables fins de haut niveau (Méditerranée)";"0";;"B";;
"36766";"8411";"FR9400598";"4588";"92A0-4";"Aulnaies à Aulne glutineux et Aulne à feuilles cordées de Corse";"1";"30,56";;;
"36767";"8411";"FR9400598";"4587";"9260-4";"Châtaigneraies de la Corse";"4";"122,24";"C";;
"36768";"8411";"FR9400598";"4592";"9340-11";"Yeuseraies corses à gallet scabre";"0,33";"10,2";"B";;
"36769";"8411";"FR9400598";"4592";"9340-12";"Yeuseraies corses à Houx";"4,54";"138,61";"B";;
"36770";"8411";"FR9400598";"4590";"9580-2";"Peuplements d’If dans les forêts corses";"0,04";"1,07";"B";;
"36771";"8411";"FR9400598";"16636";"6170-18";"Pelouses mésohygrophiles et hygrophiles des pozzines de Corse";"2,64";"80,6";"B";;
"36772";"8411";"FR9400598";"16636";"6170-15";"Pelouses méso-xérophiles montagnardes de Corse";"10,6";"324";"B";;
"36773";"8411";"FR9400598";"4590";"9580-1";"Peuplements corses d’If à Aspérule odorante";"3,75";"114,53";"B";;
"36774";"8411";"FR9400598";"4585";"4090-7";"Fruticées supraméditerranéennes de Corse";"19,37";"592";"B";;
"36775";"8421";"FR2100302";"9341";"6430-1";"Mégaphorbiaies mésotrophes collinéennes";;"1,54";"B";;
"36776";"8421";"FR2100302";"9335";"9110-1";"Hêtraies, hêtraies-chênaies acidiphiles collinéennes";"30,51";"72,3";"B";"Autre méthode (préciser)";
"36777";"8421";"FR2100302";"9339";"9160-3";"Chênaies pédonculées neutroacidiclines à méso-acidiphiles";"45,84";"108,63";"B";;
"36778";"8426";"FR2200380";"8890";"2330-1";"Pelouses ouvertes pionnières des dunes sableuses intérieures";"0,11";"3,44";"B";;
"36779";"8426";"FR2200380";"8893";"3150-1";"Plans d’eau eutrophes avec végétation enracinée avec ou sans feuilles flottantes";"0,66";"21,34";"C";;
"36780";"8426";"FR2200380";"8893";"3150-3";"Plans d’eau eutrophes avec dominance de macrophytes libres flottant à la surface de l'eau";"0,01";"0,45";"C";;
"36781";"8426";"FR2200380";"8898";"6230-3";"Pelouses acidiclines subatlantiques sèches du Nord";"0,19";"6,14";"B";"Evaluation à dire d'expert";"6,14 ha dont 1,56 ha pour partie"
"36782";"8426";"FR2200380";"8899";"6410-1";"Prés humides oligotrophiques sur sols paratourbeux basiques, collinéens et continentaux du Nord et de l’Est";"0,02";"0,68";"C";;"0,68 ha dont 0,52 ha en mosaïque avec 6430."
"36783";"8426";"FR2200380";"8901";"6510-4";"Prairies fauchées collinéennes à submontagnardes, mésohygrophiles";"2,49";"81";"B";"Evaluation à dire d'expert";
"36784";"8426";"FR2200380";"8903";"9120-2";"Hêtraies-chênaies collinéennes à Houx";"6,53";"212,35";"B";"Evaluation à dire d'expert";
"36785";"8426";"FR2200380";"8904";"9130-2";"Hêtraies-chênaies à Lauréole ou Laîche glauque";"0,04";"1,4";"B";"Evaluation à dire d'expert";
"36786";"8426";"FR2200380";"8904";"9130-3";"Hêtraies-chênaies à Jacinthe des bois";"36,55";"1188,4";"B";"Evaluation à dire d'expert";
"36787";"8426";"FR2200380";"8905";"9190-1";"Chênaies pédonculées à Molinie bleue";"0,2";"6,59";"B";"Evaluation à dire d'expert";
"36788";"8426";"FR2200380";"14318";"91D0-1.1";"Boulaies pubescentes tourbeuses de plaine";"0,02";"0,52";"C";"Evaluation à dire d'expert";
"36789";"8426";"FR2200380";"8906";"91E0-8";"Aulnaies-frênaies à Laîche espacée des petits ruisseaux";"0,27";"8,91";"B";"Evaluation à dire d'expert";
"36790";"8426";"FR2200380";"8900";"6430-1";"Mégaphorbiaies mésotrophes collinéennes";"1,54";"50,02";"A";"Evaluation à dire d'expert";"50,02 ha dont 29,77 pour partie et 0,52 ha en mosaïque avec 6410"
"36791";"8426";"FR2200380";"8900";"6430-4";"Mégaphorbiaies eutrophes des eaux douces";"0,13";"4,16";"A";"Evaluation à dire d'expert";"4,16 ha dont 0,02 ha pour partie"
"36792";"8426";"FR2200380";"8900";"6430-6";"Végétations des lisières forestières nitrophiles, hygroclines, héliophiles à semi-héliophiles";"0";"0,13";"A";"Evaluation à dire d'expert";
"36793";"8426";"FR2200380";"8895";"4010-1";"Landes humides atlantiques septentrionales à Bruyère à quatre angles";"0,02";"0,66";"B";;
"36794";"8426";"FR2200380";"8896";"4030-9";"Landes nord-atlantiques sèches à subsèches";"3,57";"116";"B";;
"36795";"8426";"FR2200380";"14316";"5130-2";"Junipéraies secondaires planitiaires à montagnardes à genévrier commun";"0";"0,09";"B";;
"36796";"8426";"FR2200380";"8897";"6210-22";"Pelouses calcicoles méso-xérophiles subatlantiques";"0,03";"1,05";"B";"Evaluation à dire d'expert";
"36797";"8426";"FR2200380";"8899";"6410-12";"Prés humides et bas-marais acidiphiles atlantiques";"0,02";"0,67";"C";;
"36798";"8426";"FR2200380";"8899";"6410-13";"Moliniaies acidiphiles subatlantiques à pré-continentales";"0,07";"2,17";"C";;"2,17 ha dont 0,16 ha en mosaïque avec 6510"
"36799";"8426";"FR2200380";"8899";"6410-15";"Moliniaies acidiphiles atlantiques landicoles";"0";"0,09";"C";;
"36800";"8426";"FR2200380";"8900";"6430-7";"Végétations des lisières forestières nitrophiles, hygroclines, semi-sciaphiles à sciaphiles";"0,08";"2,6";"A";"Evaluation à dire d'expert";
"36801";"8426";"FR2200380";"8901";"6510-5";"Prairies fauchées collinéennes à submontagnardes, mésophiles, mésotrophiques";"0,24";"7,75";"B";"Evaluation à dire d'expert";"7,75 ha dont:

- 0,16 ha en mosaïque avec 6410

- 0,10 ha en mosaïque avec 6430

"
"36802";"8426";"FR2200380";"8901";"6510-7";"Prairies fauchées collinéennes à submontagnardes eutrophiques";"0,01";"0,4";"B";"Evaluation à dire d'expert";
"36803";"8426";"FR2200380";"14317";"7210-1";"Végétations à Marisque";"0";"0,09";"C";"Evaluation à dire d'expert";
"36804";"8426";"FR2200380";"8902";"7230-1";"Végétation des bas-marais neutro-alcalins";"0";"0,01";"C";"Evaluation à dire d'expert";
"36805";"8426";"FR2200380";"8891";"3110-1";"Eaux stagnantes à végétation vivace oligotrophique planitiaire à collinéenne des régions atlantiques, des Littorelletea uniflorae";"0";"0,01";"B";;
"36806";"8426";"FR2200380";"8892";"3130-2";"Eaux stagnantes à végétation vivace oligotrophique à mésotrophique planitiaire des régions continentales, des Littorelletea uniflorae";"0";"0,01";"B";;
"36807";"8426";"FR2200380";"8893";"3150-2";"Plans d’eau eutrophes avec dominance de macrophytes libres submergés";"0";"0,05";"C";;
"36808";"8426";"FR2200380";"8898";"6230-8";"Pelouses acidiphiles subatlantiques à nord-atlantiques";"0,05";"1,65";"B";"Evaluation à dire d'expert";"1,65 ha dont :

- 1,61 ha 6230-8

- 0,03 ha 6230-8 pour partie

- 0,01 ha en mosaïque avec 2330"
"36809";"8430";"FR2302008";"17891";"9180-2";"Frênaies de ravins hyperatlantiques à Scolopendre";"0,76";"0,72";;;
"36810";"8430";"FR2302008";"19441";"6210-9";"Pelouses calcicoles méso-xérophiles nord-atlantiques des mésoclimats froids";"5,72";"5,39";;;
"36811";"8430";"FR2302008";"19451";"9120-2";"Hêtraies-chênaies collinéennes à Houx";"17,58";"16,58";"C";;
"36812";"8430";"FR2302008";"19441";"6210-32";"Pelouses calcicoles xérophiles atlantiques des mésoclimats frais";"0";"0";"C";;
"36813";"8430";"FR2302008";"19446";"9130-2";"Hêtraies-chênaies à Lauréole ou Laîche glauque";;"31,58";;;
"36814";"8437";"FR4100167";"18284";"91E0-5";"Frênaies-érablaies des rivières à eaux vives sur calcaires";"0,13";"0,86";"B";;
"36815";"8453";"FR4301308";"11808";"3140-1";"Communautés à characées des eaux oligo-mésotrophes basiques";"0";"0";"B";;
"36816";"8453";"FR4301308";"11817";"6210-15";"Pelouses calcicoles mésophiles de l’Est";"0,78";"4,86";"B";;
"36817";"8453";"FR4301308";"11811";"6520-4";"Prairies fauchées montagnardes et subalpines des Alpes et du Jura";"18,75";"117,54";"C";;
"36818";"8453";"FR4301308";"11816";"91D0-3";"Pineraies tourbeuses de Pin à crochets";"2,53";"15,83";"B";;
"36819";"8453";"FR4301308";"11816";"91D0-4";"Pessières de contact des tourbières bombées";"1,74";"10,93";"B";;
"36820";"8453";"FR4301308";"11810";"6430-2";"Mégaphorbiaies mésotrophes montagnardes";"16,3";"102,17";"B";;
"36821";"8453";"FR4301308";"19007";"9130-9";"Hêtraies, hêtraies-sapinières calciclines à Orge d’Europe";"0,11";"0,7";"C";;
"36822";"8453";"FR4301308";"11816";"91D0-1.2";"Boulaies pubescentes tourbeuses de montagne";"1,94";"12,19";"B";;
"36823";"8453";"FR4301308";"11813";"7140-1";"Tourbières de transition et tremblants";"0,55";"3,47";"B";;
"36824";"8453";"FR4301308";"19006";"3150-1";"Plans d’eau eutrophes avec végétation enracinée avec ou sans feuilles flottantes";"0,13";"0,84";"B";;
"36825";"8453";"FR4301308";"13996";"6110-2";"Pelouses pionnières des dalles calcaires montagnardes";;"0";"C";;
"36826";"8453";"FR4301308";"11818";"6410-3";"Prés humides oligotrophiques sur sols paratourbeux basiques, submontagnards à montagnards continentaux";"5,09";"31,91";"C";;
"36827";"8453";"FR4301308";"11815";"7230-1";"Végétation des bas-marais neutro-alcalins";"0,78";"4,88";"B";;
"36828";"8453";"FR4301308";"11812";"7110-1";"Végétation des tourbières hautes actives";"3,4";"21,3";"B";;
"36829";"8459";"FR5200624";"12882";"7230-1";"Végétation des bas-marais neutro-alcalins";"0";"0,03";"B";;
"36830";"8459";"FR5200624";"19256";"3270-1";"Bidention des rivières et Chenopodion rubri (hors Loire)";"6,92";"177,1";"C";;
"36831";"8459";"FR5200624";"19261";"4010-1";"Landes humides atlantiques septentrionales à Bruyère à quatre angles";"0";"0,02";"C";;
"36832";"8459";"FR5200624";"7019";"6410-6";"Prés humides et bas-marais acidiphiles atlantiques";"0,62";"16";"B";;
"36833";"8459";"FR5200624";"7013";"6430-1";"Mégaphorbiaies mésotrophes collinéennes";"0";;"B";;"2,4 ha (non saisissables plus haut car erreur)"
"36834";"8459";"FR5200624";"7017";"3150-3";"Plans d’eau eutrophes avec dominance de macrophytes libres flottant à la surface de l'eau";"0";;"C";;"2,7 ha (non saisissables plus haut car erreur)"
"36835";"8459";"FR5200624";"7013";"6430-4";"Mégaphorbiaies eutrophes des eaux douces";"0";;"B";;"113,8ha (non saisissables plus haut car erreur)"
"36836";"8459";"FR5200624";"7011";"7140-1";"Tourbières de transition et tremblants";"0,01";"0,2";"C";;
"36837";"8459";"FR5200624";"19269";"9230-1";"Chênaies pionnières à Chêne tauzin et Asphodèle blanche du centre-ouest et du sud-ouest";"0,05";"1,2";"C";;
"36838";"8459";"FR5200624";"19263";"6510-3";"Prairies fauchées mésophiles à méso-xérophiles thermo-atlantiques";"0";;"B";;"12,3 ha (non saisissables plus haut car erreur)"
"36839";"8459";"FR5200624";"7012";"7150-1";"Dépressions sur substrats tourbeux du Rhynchosporion";"0,01";"0,3";"B";;
"36840";"8459";"FR5200624";"7017";"3150-1";"Plans d’eau eutrophes avec végétation enracinée avec ou sans feuilles flottantes";"0";;"C";;"1,2 ha (non saisissables plus haut car erreur)"
"36841";"8459";"FR5200624";"7014";"7210-1";"Végétations à Marisque";"0,07";"1,7";"B";;
"36842";"8459";"FR5200624";"7008";"3110-1";"Eaux stagnantes à végétation vivace oligotrophique planitiaire à collinéenne des régions atlantiques, des Littorelletea uniflorae";"0,08";"2,1";"C";;
"36843";"8459";"FR5200624";"7009";"7110-1";"Végétation des tourbières hautes actives";"0,02";"0,4";"B";;
"36844";"8459";"FR5200624";"7010";"7120-1";"Végétation dégradée des tourbières hautes actives, susceptible de restauration";"0,09";"2,2";"B";;
"36845";"8459";"FR5200624";"7015";"91E0-8";"Aulnaies-frênaies à Laîche espacée des petits ruisseaux";"0";;"B";;"3,7 ha (non saisissables plus haut car erreur)"
"36846";"8459";"FR5200624";"19262";"4020-1";"Landes humides atlantiques tempérées à Bruyère ciliée et Bruyère à quatre angles";"0,01";"0,2";"C";;
"36847";"8459";"FR5200624";"7016";"3130-4";"Communautés annuelles oligotrophiques à mésotrophiques, de bas-niveau topographique, planitiaires, d'affinités atlantiques, des Isoeto-Juncetea";"0";"0,1";"C";;
"36848";"8459";"FR5200624";"19263";"6510-7";"Prairies fauchées collinéennes à submontagnardes eutrophiques";"0";;"B";;"2,2 ha (non saisissables plus haut car erreur)"
"36849";"8459";"FR5200624";"7015";"91E0-11";"Aulnaies à hautes herbes";"0";;"B";;"30,1 ha (non saisissables plus haut car erreur)"
"36850";"8477";"FR5300010";"6669";"1110-2";"Sables moyens dunaires (façade atlantique)";"0,5";"460";"B";"Habitats naturels marins (Lepareur F., 2011)";
"36851";"8477";"FR5300010";"6645";"1140-1";"Sables des hauts de plage à Talitres (façade atlantique)";"0";;"C";"Habitats naturels marins (Lepareur F., 2011)";
"36852";"8477";"FR5300010";"6645";"1140-3";"Estrans de sable fin (façade atlantique)";"0";;"B";"Habitats naturels marins (Lepareur F., 2011)";
"36853";"8477";"FR5300010";"6647";"1170-1";"La roche supralittorale (façade atlantique)";"0";;"B";"Habitats naturels marins (Lepareur F., 2011)";
"36854";"8477";"FR5300010";"6647";"1170-2";"La roche médiolittorale en mode abrité (façade atlantique)";"0";;"B";"Habitats naturels marins (Lepareur F., 2011)";
"36855";"8477";"FR5300010";"6647";"1170-3";"La roche médiolittorale en mode exposé (façade atlantique)";"0";;"B";"Habitats naturels marins (Lepareur F., 2011)";
"36856";"8477";"FR5300010";"6666";"1210-2";"Laisses de mer sur cordons de galets et de graviers des côtes Manche-Atlantique et mer du Nord";"0";"3,83";"B";"Habitats naturels marins (Lepareur F., 2011)";
"36857";"8477";"FR5300010";"6668";"1230-1";"Végétation des fissures des rochers eu-atlantiques à nord-atlantiques";"0";"3,95";"A";"Habitats naturels marins (Lepareur F., 2011)";
"36858";"8477";"FR5300010";"6647";"1170-5";"La roche infralittorale en mode exposé (façade atlantique)";"0";;"B";"Habitats naturels marins (Lepareur F., 2011)";
"36859";"8477";"FR5300010";"6647";"1170-6";"La roche infralittorale en mode abrité (façade atlantique)";"0";;"B";"Habitats naturels marins (Lepareur F., 2011)";
"36860";"8477";"FR5300010";"6647";"1170-8";"Les cuvettes ou mares permanentes (façade atlantique)";"0,07";"63";"B";"Habitats naturels marins (Lepareur F., 2011)";
"36861";"8477";"FR5300010";"6665";"1160-1";"Vasières infralittorales (façade atlantique)";"3,51";"3200";"B";"Habitats naturels marins (Lepareur F., 2011)";
"36862";"8477";"FR5300010";"6667";"1220-1";"Végétation des hauts de cordons de galets";"0,01";"5,31";"B";"Habitats naturels marins (Lepareur F., 2011)";
"36863";"8477";"FR5300010";"6667";"1220-2";"Végétation des revers internes des cordons de galets";"0,01";"10,47";"B";"Habitats naturels marins (Lepareur F., 2011)";
"36864";"8477";"FR5300010";"6668";"1230-2";"Végétation des fissures des rochers thermo-atlantiques";"0";"1,14";"A";"Habitats naturels marins (Lepareur F., 2011)";
"36865";"8477";"FR5300010";"6669";"1110-3";"Sables grossiers et graviers, bancs de maerl (façade atlantique)";"22,69";"20701";"C";"Habitats naturels marins (Lepareur F., 2011)";
"36866";"8477";"FR5300010";"6645";"1140-2";"Galets et cailloutis des hauts de plages à Orchestia (façade atlantique)";"0";;"C";"Habitats naturels marins (Lepareur F., 2011)";
"36867";"8477";"FR5300010";"6645";"1140-5";"Estrans de sables grossiers et graviers (façade atlantique)";"0";;"B";"Habitats naturels marins (Lepareur F., 2011)";
"36868";"8477";"FR5300010";"6645";"1140-6";"Sédiments hétérogènes envasés (façade atlantique)";"0,05";"47";"C";"Habitats naturels marins (Lepareur F., 2011)";
"36869";"8477";"FR5300010";"6649";"1310-1";"Salicorniaies des bas niveaux (haute slikke atlantique)";"0,05";"46,22";"C";"Habitats naturels marins (Lepareur F., 2011)";
"36870";"8477";"FR5300010";"16342";"6430-4";"Mégaphorbiaies eutrophes des eaux douces";"0,01";"5,29";"A";;
"36871";"8477";"FR5300010";"6646";"1150-1";"Lagunes en mer à marées (façade atlantique)";"0,01";"9,12";"C";;
"36872";"8477";"FR5300010";"6669";"1110-1";"Sables fins propres et légèrement envasés, herbiers à Zostera marina (façade atlantique)";"0,49";"450";"B";"Habitats naturels marins (Lepareur F., 2011)";
"36873";"8477";"FR5300010";"6666";"1210-1";"Laisses de mer sur substrat sableux à vaseux des côtes Manche-Atlantique et mer du Nord";"0";"2,12";"B";"Habitats naturels marins (Lepareur F., 2011)";
"36874";"8477";"FR5300010";"6651";"1330-1";"Prés salés du bas schorre";"0,02";"14,62";"B";"Habitats naturels marins (Lepareur F., 2011)";
"36875";"8477";"FR5300010";"6651";"1330-2";"Prés salés du schorre moyen";"0,07";"66,15";"B";"Habitats naturels marins (Lepareur F., 2011)";
"36876";"8477";"FR5300010";"6651";"1330-3";"Prés salés du haut schorre";"0,02";"20,89";"B";"Habitats naturels marins (Lepareur F., 2011)";
"36877";"8477";"FR5300010";"6651";"1330-5";"Prairies hautes des niveaux supérieurs atteints par la marée";"0,03";"24,52";"B";"Habitats naturels marins (Lepareur F., 2011)";
"36878";"8477";"FR5300010";"6647";"1170-9";"Les champs de blocs (façade atlantique)";"0,81";"739";"C";"Habitats naturels marins (Lepareur F., 2011)";
"36879";"8477";"FR5300010";"6668";"1230-3";"Pelouses aérohalines sur falaises cristallines et marno-calcaires";"0,02";"19,49";"B";"Habitats naturels marins (Lepareur F., 2011)";
"36880";"8477";"FR5300010";"6668";"1230-6";"Pelouses rases sur dalles et affleurements rocheux des contacts pelouses aérohalines-landes";"0";"0,46";"A";"Habitats naturels marins (Lepareur F., 2011)";
"36881";"8477";"FR5300010";"6656";"4030-2";"Landes atlantiques littorales sur sol assez profond";"0,01";"10,95";"B";;
"36882";"8477";"FR5300010";"6656";"4030-3";"Landes atlantiques littorales sur sol squelettique";"0";"2,38";"A";;
"36883";"8477";"FR5300010";"6656";"4030-5";"Landes hyperatlantiques subsèches";"0,06";"57,94";"C";;
"36884";"8477";"FR5300010";"6656";"4030-8";"Landes atlantiques fraîches méridionales";"0,01";"10,96";"C";;
"36885";"8477";"FR5300010";"6657";"8220-13";"Falaises eu-atlantiques siliceuses";"0";"0";"C";;
"36886";"8477";"FR5300010";"6662";"6410-6";"Prés humides et bas-marais acidiphiles atlantiques";"0";"0";"C";;
"36887";"8477";"FR5300010";"6662";"6410-7";"Prairies ouvertes acidiphiles atlantiques";"0";"0";"C";;
"36888";"8477";"FR5300010";"6658";"9120-1";"Hêtraies-chênaies collinéennes hyperatlantiques à If et à Houx";"0";"0";"A";;
"36889";"8477";"FR5300010";"6658";"9120-2";"Hêtraies-chênaies collinéennes à Houx";"0";"0";"A";;
"36890";"8477";"FR5300010";"16344";"3120-2";"Pelouses mésohygrophiles oligotrophiques thermo-atlantiques à Isoète épineux et Ophioglosses";"0";"0,52";"A";;
"36891";"8477";"FR5300010";"16346";"6230-6";"Pelouses acidiphiles eu-atlantiques";"0";;"B";;
"36892";"8477";"FR5300010";"16347";"9130-1";"Hêtraies-chênaies à Mélique, If et Houx";"0";;"A";;
"36893";"8477";"FR5300010";"16348";"9180-1";"Ormaies-frênaies de ravin, atlantiques à gouet d’Italie";"0,01";"5,66";"B";;
"36894";"8482";"FR5300015";"16332";"2110-1";"Dunes mobiles embryonnaires atlantiques";"0";"1,12";"B";"Habitats des dunes non boisées  du littoral atlantique (Goffé L., 2011)";
"36895";"8482";"FR5300015";"16337";"9180-1";"Ormaies-frênaies de ravin, atlantiques à gouet d’Italie";"0";"0,43";"C";;
"36896";"8482";"FR5300015";"6544";"1140-1";"Sables des hauts de plage à Talitres (façade atlantique)";"0,05";"13,82";"C";"Habitats naturels marins (Lepareur F., 2011)";
"36897";"8482";"FR5300015";"6544";"1140-2";"Galets et cailloutis des hauts de plages à Orchestia (façade atlantique)";"0";"0";"C";"Habitats naturels marins (Lepareur F., 2011)";"surface voir hab 1140-1"
"36898";"8482";"FR5300015";"6550";"1160-1";"Vasières infralittorales (façade atlantique)";"0,46";"123,72";"B";"Habitats naturels marins (Lepareur F., 2011)";
