"PK_HABIT1";"FPK_NATURA";"SITECODE";"CD_UE";"LB_HABDH_FR";"COVER";"REPRESENT";"REL_SURF";"CONSERVE";"GLOBAL";"CAVES";"QUALITY";"AREA";"PF";"CONSERVE_TENDANCE";"CONSERVE_CRITERE_AUTRE";"CONSERVE_CRITERE_STRUCT_FONCT";"CONSERVE_CRITERE_SURFACE";"CONSERVE_METHODE";"INVENTAIRE_ANNEE_MIN";"INVENTAIRE_ANNEE";"INVENTAIRE_AUTEUR";"CD_HAB";"CONSERVE_METHODE_COMMENTAIRE"
"60583";"8138";"FR2300131";"8220";"Pentes rocheuses siliceuses avec végétation chasmophytique";"0,02";"B";"C";"B";"B";;"G";"0,77";"false";;"false";"false";"false";;"";"2012";"ALISE Environnement";"2787";
"60584";"8138";"FR2300131";"6410";"Prairies à Molinia sur sols calcaires, tourbeux ou argilo-limoneux (Molinion caeruleae)";"3,26";"B";"C";"B";"B";;"G";"108,51";"false";"Négative";"false";"false";"false";;"";"2012";"ALISE Environnement";"2833";
"60585";"8138";"FR2300131";"6430";"Mégaphorbiaies hygrophiles d'ourlets planitiaires et des étages montagnard à alpin";"0,31";"B";"C";"B";"B";;"G";"10,48";"false";;"false";"false";"false";;"";"2012";"ALISE Environnement";"2835";
"60586";"8138";"FR2300131";"6510";"Prairies maigres de fauche de basse altitude (Alopecurus pratensis, Sanguisorba officinalis)";"3,13";"B";"C";"B";"B";;"G";"104,24";"false";;"false";"false";"false";;"";"2012";"ALISE Environnement";"2839";
"60587";"8138";"FR2300131";"7120";"Tourbières hautes dégradées encore susceptibles de régénération naturelle";"1,09";"A";"C";"B";"A";;"G";"36,2";"false";;"false";"false";"false";;"";"2012";"ALISE Environnement";"2826";
"60588";"8139";"FR2300139";"1170";"Récifs";"21,94";"A";"C";"A";"A";;"G";"1401";"false";;;;;;"";"";;"2713";
"60589";"8139";"FR2300139";"1230";"Falaises avec végétation des côtes atlantiques et baltiques";"0,09";"A";"B";"A";"A";;"M";"6";"false";;;;;;"";"";;"2656";
"60590";"8139";"FR2300139";"9180";"Forêts de pentes, éboulis ou ravins du Tilio-Acerion";"0,23";"B";"C";"B";"B";;"G";"14,4";"true";;;;;;"";"";;"2819";
"60591";"8139";"FR2300139";"4020";"Landes humides atlantiques tempérées à Erica ciliaris et Erica tetralix";"0,3";"A";"C";"B";"B";;"G";"19";"true";;;;;;"";"";;"2694";
"60592";"8139";"FR2300139";"1220";"Végétation vivace des rivages de galets";"0";"A";"C";"B";"B";;"M";"0";"false";;;;;;"";"";;"2717";
"60593";"8139";"FR2300139";"91E0";"Forêts alluviales à Alnus glutinosa et Fraxinus excelsior (Alno-Padion, Alnion incanae, Salicion albae)";"0,15";"B";"C";"A";"A";;"G";"9,35";"true";;;;;;"";"";;"2794";
"60594";"8139";"FR2300139";"9120";"Hêtraies acidophiles atlantiques à sous-bois à Ilex et parfois à Taxus (Quercion robori-petraeae ou Ilici-Fagenion)";"0,05";"D";;;;;"M";"3,21";"false";;;;;;"";"";;"2865";
"60595";"8139";"FR2300139";"9130";"Hêtraies de l'Asperulo-Fagetum";"0,01";"D";;;;;"G";"0,76";"false";;;;;;"";"";;"2814";
"60596";"8139";"FR2300139";"9190";"Vieilles chênaies acidophiles des plaines sablonneuses à Quercus robur";"0,09";"B";"C";"B";"B";;"G";"5,9";"false";;;;;;"";"";;"2791";
"60597";"8139";"FR2300139";"3140";"Eaux oligomésotrophes calcaires avec végétation benthique à Chara spp.";"0,01";"C";"C";"B";"C";;"G";"0,82";"false";;;;;;"";"";;"2757";
"60598";"8139";"FR2300139";"6430";"Mégaphorbiaies hygrophiles d'ourlets planitiaires et des étages montagnard à alpin";"0";"D";;;;;"G";"0,25";"false";;;;;;"";"";;"2835";
"60599";"8139";"FR2300139";"7230";"Tourbières basses alcalines";"0,12";"C";"C";"C";"C";;"G";"7,35";"false";;;;;;"";"";;"2874";
"60600";"8139";"FR2300139";"3150";"Lacs eutrophes naturels avec végétation du Magnopotamion ou de l'Hydrocharition";"0";"D";;;;;"G";"0,04";"false";;;;;;"";"";;"2758";
"60601";"8139";"FR2300139";"4030";"Landes sèches européennes";"0,03";"D";;;;;"G";"1,61";"false";;;;;;"";"";;"2872";
"60602";"8139";"FR2300139";"6410";"Prairies à Molinia sur sols calcaires, tourbeux ou argilo-limoneux (Molinion caeruleae)";"0,01";"B";"C";"A";"A";;"G";"0,62";"false";;;;;;"";"";;"2833";
"60603";"8139";"FR2300139";"7220";"Sources pétrifiantes avec formation de tuf (Cratoneurion)";"0";"A";"C";"A";"A";;"G";"0";"true";;;;;;"";"";;"2778";
"60605";"8139";"FR2300139";"3110";"Eaux oligotrophes très peu minéralisées des plaines sablonneuses (Littorelletalia uniflorae)";"0";"D";;;;;"M";"0,03";"false";;;;;;"";"";;"2703";
"60606";"8139";"FR2300139";"6510";"Prairies maigres de fauche de basse altitude (Alopecurus pratensis, Sanguisorba officinalis)";"0";"D";;;;;"G";"0,01";"false";;;;;;"";"";;"2839";
"60607";"8140";"FR2300145";"9120";"Hêtraies acidophiles atlantiques à sous-bois à Ilex et parfois à Taxus (Quercion robori-petraeae ou Ilici-Fagenion)";"16,9";"A";"C";"A";"A";;"P";"133,38";"false";;"false";"false";"false";;"";"";;"2865";
"60608";"8140";"FR2300145";"9130";"Hêtraies de l'Asperulo-Fagetum";"81,75";"A";"C";"A";"A";;"P";"645,15";"false";;"false";"false";"false";;"";"";;"2814";
"60609";"8140";"FR2300145";"7110";"Tourbières hautes actives";"0";"A";"C";"B";"B";;"P";"0";"true";;;;;;"";"";;"2821";
"60610";"8140";"FR2300145";"3260";"Rivières des étages planitiaire à montagnard avec végétation du Ranunculion fluitantis et du Callitricho-Batrachion";"0";"B";"C";"C";"C";;"P";"0";"false";;"false";"false";"false";;"";"";;"2767";
"60611";"8140";"FR2300145";"91D0";"Tourbières boisées";"0,25";"A";"C";"B";"B";;"P";"2,7";"true";;"false";"false";"false";;"";"";;"2754";
"60612";"8141";"FR2300150";"3260";"Rivières des étages planitiaire à montagnard avec végétation du Ranunculion fluitantis et du Callitricho-Batrachion";"6,53";"B";"C";"B";"B";;"G";"310";"false";;;;;;"";"";;"2767";
"60613";"8141";"FR2300150";"6510";"Prairies maigres de fauche de basse altitude (Alopecurus pratensis, Sanguisorba officinalis)";"10,22";"B";"C";"C";"B";;"G";"485";"false";;;;;;"";"";;"2839";
"60614";"8141";"FR2300150";"91E0";"Forêts alluviales à Alnus glutinosa et Fraxinus excelsior (Alno-Padion, Alnion incanae, Salicion albae)";"2,57";"C";"C";"C";"C";;"G";"122";"true";;;;;;"";"";;"2794";
"60615";"8141";"FR2300150";"9130";"Hêtraies de l'Asperulo-Fagetum";"0,88";"C";"C";"C";"C";;"G";"42";"false";;;;;;"";"";;"2814";
"60616";"8141";"FR2300150";"6430";"Mégaphorbiaies hygrophiles d'ourlets planitiaires et des étages montagnard à alpin";"4,57";"C";"C";"B";"B";;"G";"217";"false";;;;;;"";"";;"2835";
"60617";"8141";"FR2300150";"6410";"Prairies à Molinia sur sols calcaires, tourbeux ou argilo-limoneux (Molinion caeruleae)";"0,01";"C";"C";"C";"C";;"G";"0,7";"false";;;;;;"";"";;"2833";
"60618";"8141";"FR2300150";"8310";"Grottes non exploitées par le tourisme";"0";"C";"C";"B";"C";;"P";"0";"false";"Inconnue";"false";"false";"false";;"";"";;"2789";
"60619";"8142";"FR2302004";"9180";"Forêts de pentes, éboulis ou ravins du Tilio-Acerion";"0";"D";;;;;"M";"0,14";"true";;"false";"false";"false";;"";"";;"2819";
"60620";"8142";"FR2302004";"9160";"Chênaies pédonculées ou chênaies-charmaies subatlantiques et médio-européennes du Carpinion betuli";"0";"D";;;;;"M";"0,14";"false";;"false";"false";"false";;"";"";;"2817";
"60622";"8143";"FR2400537";"6510";"Prairies maigres de fauche de basse altitude (Alopecurus pratensis, Sanguisorba officinalis)";"11,74";"B";"C";"C";"C";;"M";"252";"false";;"false";"false";"false";;"";"";;"2839";
"60623";"8143";"FR2400537";"91E0";"Forêts alluviales à Alnus glutinosa et Fraxinus excelsior (Alno-Padion, Alnion incanae, Salicion albae)";"0,88";"B";"C";"B";"B";;"G";"19";"true";;"false";"false";"false";;"";"";;"2794";
"60624";"8143";"FR2400537";"91F0";"Forêts mixtes à Quercus robur, Ulmus laevis, Ulmus minor, Fraxinus excelsior ou Fraxinus angustifolia, riveraines des grands fleuves (Ulmenion minoris)";"0,47";"C";"C";"C";"C";;"G";"10";"false";;"false";"false";"false";;"";"";;"2795";
"60626";"8143";"FR2400537";"3260";"Rivières des étages planitiaire à montagnard avec végétation du Ranunculion fluitantis et du Callitricho-Batrachion";"0,01";"B";"C";"B";"B";;"G";"0,27";"false";;"false";"false";"false";;"";"";;"2767";
"60627";"8143";"FR2400537";"7230";"Tourbières basses alcalines";"0,12";"C";"C";"C";"C";;"M";"2,54";"false";;"false";"false";"false";;"";"";;"2874";
"60628";"8143";"FR2400537";"3140";"Eaux oligomésotrophes calcaires avec végétation benthique à Chara spp.";"0,01";"D";;;;;"M";"0,27";"false";;"false";"false";"false";;"";"";;"2757";
"60629";"8143";"FR2400537";"6210";"Pelouses sèches semi-naturelles et faciès d'embuissonnement sur calcaires (Festuco-Brometalia) (* sites d'orchidées remarquables)";"0,1";"C";"C";"B";"B";;"G";"2,06";"true";;"false";"false";"false";;"";"";;"2842";
"60630";"8143";"FR2400537";"5130";"Formations à Juniperus communis sur landes ou pelouses calcaires";"0,1";"C";"C";"B";"B";;"G";"2,06";"false";;"false";"false";"false";;"";"";;"2807";
"60631";"8143";"FR2400537";"6430";"Mégaphorbiaies hygrophiles d'ourlets planitiaires et des étages montagnard à alpin";"0,77";"C";"C";"C";"C";;"M";"16,5";"false";;"false";"false";"false";;"";"";;"2835";
"60632";"8143";"FR2400537";"3130";"Eaux stagnantes, oligotrophes à mésotrophes avec végétation des Littorelletea uniflorae et/ou des Isoeto-Nanojuncetea";"0,01";"C";"C";"C";"C";;"G";"0,24";"false";;"false";"false";"false";;"";"";;"2756";
"60634";"8143";"FR2400537";"6230";"Formations herbeuses à Nardus, riches en espèces, sur substrats siliceux des zones montagnardes (et des zones submontagnardes de l'Europe continentale)";"0,06";"B";"C";"C";"B";;"G";"1,22";"true";;"false";"false";"false";;"";"";;"2797";
"60635";"8143";"FR2400537";"3150";"Lacs eutrophes naturels avec végétation du Magnopotamion ou de l'Hydrocharition";"0";"B";"C";"C";"B";;"P";"0";"false";;"false";"false";"false";;"";"";;"2758";
"60636";"8144";"FR2500076";"9120";"Hêtraies acidophiles atlantiques à sous-bois à Ilex et parfois à Taxus (Quercion robori-petraeae ou Ilici-Fagenion)";"25";"B";"C";"B";"B";;"G";"55,5";"false";;"false";"false";"false";;"";"";;"2865";
"60637";"8144";"FR2500076";"4020";"Landes humides atlantiques tempérées à Erica ciliaris et Erica tetralix";"10";"A";"C";"B";"B";;"G";"22,2";"true";;"false";"false";"false";;"";"";;"2694";
"60638";"8144";"FR2500076";"4030";"Landes sèches européennes";"17";"A";"C";"B";"B";;"G";"37,74";"false";;"false";"false";"false";;"";"";;"2872";
"60639";"8144";"FR2500076";"91E0";"Forêts alluviales à Alnus glutinosa et Fraxinus excelsior (Alno-Padion, Alnion incanae, Salicion albae)";"4";"B";"C";"C";"C";;"G";"8,88";"true";;"false";"false";"false";;"";"";;"2794";
"60640";"8144";"FR2500076";"8150";"Eboulis médio-européens siliceux des régions hautes";"0,41";"C";"C";"B";"B";;"G";"0,9";"false";;"false";"false";"false";;"";"";;"2785";
"60641";"8144";"FR2500076";"91D0";"Tourbières boisées";"1";"C";"B";"C";"C";;"G";"2,22";"true";;"false";"false";"false";;"";"";;"2754";
"60643";"8144";"FR2500076";"6410";"Prairies à Molinia sur sols calcaires, tourbeux ou argilo-limoneux (Molinion caeruleae)";"1";"B";"C";"C";"C";;"G";"2,22";"false";;"false";"false";"false";;"";"";;"2833";
"60644";"8144";"FR2500076";"3110";"Eaux oligotrophes très peu minéralisées des plaines sablonneuses (Littorelletalia uniflorae)";"0";"C";"C";"C";"C";;"G";"0,01";"false";;"false";"false";"false";;"";"";;"2703";
"60645";"8144";"FR2500076";"6230";"Formations herbeuses à Nardus, riches en espèces, sur substrats siliceux des zones montagnardes (et des zones submontagnardes de l'Europe continentale)";"0";"C";"C";"C";"C";;"G";"0,01";"true";;"false";"false";"false";;"";"";;"2797";
"60646";"8144";"FR2500076";"7110";"Tourbières hautes actives";"3";"C";"C";"C";"C";;"G";"6,66";"true";;"false";"false";"false";;"";"";;"2821";
"60647";"8144";"FR2500076";"6510";"Prairies maigres de fauche de basse altitude (Alopecurus pratensis, Sanguisorba officinalis)";"0,45";"C";"C";"C";"C";;"G";"1";"false";;"false";"false";"false";;"";"";;"2839";
"60648";"8145";"FR2500077";"1140";"Replats boueux ou sableux exondés à marée basse";"53";"A";"B";"B";"B";;"P";"20924,4";"false";;"false";"false";"false";;"";"";;"2710";
"60649";"8145";"FR2500077";"1330";"Prés-salés atlantiques (Glauco-Puccinellietalia maritimae)";"9,74";"A";"A";"B";"B";;"G";"3846";"false";;"false";"false";"false";;"";"";;"2659";
"60650";"8145";"FR2500077";"1310";"Végétations pionnières à Salicornia et autres espèces annuelles des zones boueuses et sableuses";"0,48";"A";"C";"B";"B";;"G";"188";"false";;"false";"false";"false";;"";"";;"2706";
"60651";"8145";"FR2500077";"2110";"Dunes mobiles embryonnaires";"0,01";"A";"C";"B";"B";;"G";"2,67";"false";;"false";"false";"false";;"";"";;"2682";
"60652";"8145";"FR2500077";"2120";"Dunes mobiles du cordon littoral à Ammophila arenaria (dunes blanches)";"0,04";"A";"C";"B";"C";;"G";"17";"false";;"false";"false";"false";;"";"";;"2683";
"60653";"8145";"FR2500077";"2130";"Dunes côtières fixées à végétation herbacée (dunes grises)";"0,11";"A";"C";"B";"C";;"G";"43";"true";;"false";"false";"false";;"";"";;"2684";
"60654";"8145";"FR2500077";"3260";"Rivières des étages planitiaire à montagnard avec végétation du Ranunculion fluitantis et du Callitricho-Batrachion";"0";"B";"C";"B";"B";;"P";"0";"false";;"false";"false";"false";;"";"";;"2767";
"60655";"8145";"FR2500077";"4010";"Landes humides atlantiques septentrionales à Erica tetralix";"0";"D";;;;;"G";"0,68";"false";;"false";"false";"false";;"";"";;"2871";
"60656";"8145";"FR2500077";"1220";"Végétation vivace des rivages de galets";"0";"D";;;;;"P";"0";"false";;"false";"false";"false";;"";"";;"2717";
"60657";"8145";"FR2500077";"1150";"Lagunes côtières";"0,04";"D";;;;;"P";"14,3";"true";;"false";"false";"false";;"";"";;"2711";
"60658";"8145";"FR2500077";"6430";"Mégaphorbiaies hygrophiles d'ourlets planitiaires et des étages montagnard à alpin";"0,06";"D";;;;;"G";"24";"false";;"false";"false";"false";;"";"";;"2835";
"60659";"8145";"FR2500077";"9160";"Chênaies pédonculées ou chênaies-charmaies subatlantiques et médio-européennes du Carpinion betuli";"0,08";"D";;;;;"P";"33";"false";;"false";"false";"true";;"";"";;"2817";
"60660";"8145";"FR2500077";"1110";"Bancs de sable à faible couverture permanente d'eau marine";"35,17";"A";"C";"C";"C";;"P";"13885";"false";;"false";"false";"false";;"";"";;"2707";
"60661";"8145";"FR2500077";"1210";"Végétation annuelle des laissés de mer";"0";"B";"C";"B";"B";;"P";"1,79";"false";;"false";"false";"false";;"";"";;"2716";
"60662";"8145";"FR2500077";"2170";"Dunes à Salix repens spp. argentea (Salicion arenariae)";"1";"B";"C";"B";"B";;"G";"387,47";"false";;;;;;"";"";;"2688";
"60663";"8145";"FR2500077";"9190";"Vieilles chênaies acidophiles des plaines sablonneuses à Quercus robur";"0";"D";;;;;"G";"0,01";"false";;"false";"false";"false";;"";"";;"2791";
"60664";"8145";"FR2500077";"4030";"Landes sèches européennes";"0,06";"D";;;;;"P";"23,69";"false";;"false";"false";"false";;"";"";;"2872";
"60665";"8145";"FR2500077";"1230";"Falaises avec végétation des côtes atlantiques et baltiques";"0,01";"A";"C";"B";"B";;"P";"2,55";"false";;"false";"false";"false";;"";"";;"2656";
"60666";"8145";"FR2500077";"6510";"Prairies maigres de fauche de basse altitude (Alopecurus pratensis, Sanguisorba officinalis)";"0,17";"D";;;;;"G";"66";"false";;"false";"false";"false";;"";"";;"2839";
"60667";"8145";"FR2500077";"1130";"Estuaires";"20";"A";"C";"B";"B";;"P";"7896";"false";;"false";"false";"false";;"";"";;"2709";
"60668";"8145";"FR2500077";"1170";"Récifs";"0,3";"A";"C";"B";"B";;"P";"118,44";"false";;"false";"false";"false";;"";"";;"2713";
"60669";"8145";"FR2500077";"91E0";"Forêts alluviales à Alnus glutinosa et Fraxinus excelsior (Alno-Padion, Alnion incanae, Salicion albae)";"0,01";"B";"C";"B";"B";;"P";"3,2";"true";;"false";"false";"false";;"";"";;"2794";
"60670";"8145";"FR2500077";"3150";"Lacs eutrophes naturels avec végétation du Magnopotamion ou de l'Hydrocharition";"0,02";"B";"C";"B";"B";;"G";"6,78";"false";;"false";"false";"false";;"";"";;"2758";
"60671";"8145";"FR2500077";"2190";"Dépressions humides intradunaires";"0";"B";"C";"B";"B";;"P";"1,94";"false";;"false";"false";"false";;"";"";;"2666";
"60672";"8145";"FR2500077";"9120";"Hêtraies acidophiles atlantiques à sous-bois à Ilex et parfois à Taxus (Quercion robori-petraeae ou Ilici-Fagenion)";"0";"D";;;;;"G";"0,01";"false";;"false";"false";"false";;"";"";;"2865";
"60673";"8145";"FR2500077";"1430";"Fourrés halonitrophiles (Pegano-Salsoletea)";"0";"D";;;;;"P";"0,01";"false";;"false";"false";"false";;"";"";;"2664";
"60675";"8145";"FR2500077";"1160";"Grandes criques et baies peu profondes";"35";"B";"B";"C";"C";;"G";"13818";"false";;"false";"false";"false";;"";"";;"2712";
"60676";"8146";"FR2500080";"1130";"Estuaires";"76";"A";"C";"A";"A";;"G";"2565";"false";;"false";"false";"false";;"";"";;"2709";
"60677";"8146";"FR2500080";"1140";"Replats boueux ou sableux exondés à marée basse";"27";"A";"C";"A";"A";;"P";"900,72";"false";;;;;;"";"";;"2710";
"60678";"8146";"FR2500080";"1330";"Prés-salés atlantiques (Glauco-Puccinellietalia maritimae)";"10";"A";"B";"B";"B";;"G";"333,6";"false";;;;;;"";"";;"2659";
"60679";"8146";"FR2500080";"2110";"Dunes mobiles embryonnaires";"0,32";"A";"C";"B";"B";;"P";"10,7";"false";;"false";"false";"false";;"";"";;"2682";
"60680";"8146";"FR2500080";"2130";"Dunes côtières fixées à végétation herbacée (dunes grises)";"8,06";"A";"C";"B";"B";;"P";"272,08";"true";;"false";"false";"false";;"";"";;"2684";
"60681";"8146";"FR2500080";"1110";"Bancs de sable à faible couverture permanente d'eau marine";"1";"C";"C";"B";"B";;"P";"33,36";"false";;;;;;"";"";;"2707";
"60682";"8146";"FR2500080";"1210";"Végétation annuelle des laissés de mer";"0,06";"A";"C";"A";"B";;"G";"1,91";"false";;"false";"false";"false";;"";"";;"2716";
"60683";"8146";"FR2500080";"6430";"Mégaphorbiaies hygrophiles d'ourlets planitiaires et des étages montagnard à alpin";"1";"D";;;;;"P";"33,36";"false";;;;;;"";"";;"2835";
"60684";"8146";"FR2500080";"2180";"Dunes boisées des régions atlantique, continentale et boréale";"0,1";"D";;;;;"P";"3,43";"false";;"false";"false";"false";;"";"";;"2685";
"60685";"8146";"FR2500080";"1310";"Végétations pionnières à Salicornia et autres espèces annuelles des zones boueuses et sableuses";"3";"A";"C";"B";"B";;"G";"100,08";"false";;;;;;"";"";;"2706";
"60686";"8146";"FR2500080";"2190";"Dépressions humides intradunaires";"0,01";"B";"C";"B";"C";;"P";"0,23";"false";;"false";"false";"false";;"";"";;"2666";
"60687";"8146";"FR2500080";"2170";"Dunes à Salix repens spp. argentea (Salicion arenariae)";"0";"A";"C";"A";"A";;"P";"0,08";"false";;"false";"false";"false";;"";"";;"2688";
"60689";"8146";"FR2500080";"2120";"Dunes mobiles du cordon littoral à Ammophila arenaria (dunes blanches)";"1,41";"A";"C";"B";"B";;"P";"47,5";"false";;"false";"false";"false";;"";"";;"2683";
"60690";"8147";"FR2500081";"1140";"Replats boueux ou sableux exondés à marée basse";"1";"D";;;;;"P";"40,61";"false";;;;;;"";"";;"2710";
"60691";"8147";"FR2500081";"4010";"Landes humides atlantiques septentrionales à Erica tetralix";"22,16";"A";"C";"C";"B";;"G";"899,91";"false";;"false";"false";"false";;"";"";;"2871";
"60692";"8147";"FR2500081";"2130";"Dunes côtières fixées à végétation herbacée (dunes grises)";"3,72";"A";"B";"B";"B";;"G";"151,05";"true";;;;;;"";"";;"2684";
"60693";"8147";"FR2500081";"4030";"Landes sèches européennes";"5,29";"A";"B";"C";"C";;"G";"214,91";"false";;;;;;"";"";;"2872";
"60694";"8147";"FR2500081";"1310";"Végétations pionnières à Salicornia et autres espèces annuelles des zones boueuses et sableuses";"0,04";"A";"C";"B";"B";;"G";"1,52";"false";;;;;;"";"";;"2706";
"60695";"8147";"FR2500081";"4020";"Landes humides atlantiques tempérées à Erica ciliaris et Erica tetralix";"0,28";"A";"C";"C";"A";;"G";"11,42";"true";;;;;;"";"";;"2694";
"60696";"8147";"FR2500081";"1210";"Végétation annuelle des laissés de mer";"0,14";"A";"C";"B";"B";;"M";"5,65";"false";;;;;;"";"";;"2716";
"60697";"8147";"FR2500081";"2110";"Dunes mobiles embryonnaires";"0,03";"A";"C";"B";"B";;"G";"1,24";"false";;;;;;"";"";;"2682";
"60698";"8147";"FR2500081";"2120";"Dunes mobiles du cordon littoral à Ammophila arenaria (dunes blanches)";"0,81";"A";"C";"B";"B";;"G";"32,84";"false";;;;;;"";"";;"2683";
"60699";"8147";"FR2500081";"2170";"Dunes à Salix repens spp. argentea (Salicion arenariae)";"0,03";"A";"C";"B";"B";;"G";"1,3";"false";;;;;;"";"";;"2688";
"60700";"8147";"FR2500081";"3110";"Eaux oligotrophes très peu minéralisées des plaines sablonneuses (Littorelletalia uniflorae)";"0,12";"A";"C";"B";"B";;"G";"4,86";"false";;;;;;"";"";;"2703";
"60701";"8147";"FR2500081";"6430";"Mégaphorbiaies hygrophiles d'ourlets planitiaires et des étages montagnard à alpin";"1,2";"B";"C";"C";"C";;"G";"48,86";"false";;;;;;"";"";;"2835";
"60702";"8147";"FR2500081";"7110";"Tourbières hautes actives";"0,06";"B";"C";"B";"B";;"G";"2,4";"true";;;;;;"";"";;"2821";
"60703";"8147";"FR2500081";"7120";"Tourbières hautes dégradées encore susceptibles de régénération naturelle";"0,54";"A";"C";"C";"B";;"G";"22,12";"false";;;;;;"";"";;"2826";
"60704";"8147";"FR2500081";"7140";"Tourbières de transition et tremblantes";"0,27";"A";"C";"C";"B";;"G";"10,85";"false";;;;;;"";"";;"2823";
"60705";"8147";"FR2500081";"9190";"Vieilles chênaies acidophiles des plaines sablonneuses à Quercus robur";"0,36";"A";"C";"C";"B";;"G";"14,51";"false";;;;;;"";"";;"2791";
"60706";"8147";"FR2500081";"3150";"Lacs eutrophes naturels avec végétation du Magnopotamion ou de l'Hydrocharition";"0,38";"C";"C";"C";"B";;"G";"15,49";"false";;;;;;"";"";;"2758";
"60707";"8147";"FR2500081";"3160";"Lacs et mares dystrophes naturels";"0,02";"C";"C";"C";"B";;"G";"0,98";"false";;;;;;"";"";;"2759";
"60708";"8147";"FR2500081";"7210";"Marais calcaires à Cladium mariscus et espèces du Caricion davallianae";"0,28";"C";"C";"C";"B";;"G";"11,31";"true";;;;;;"";"";;"2777";
"60709";"8147";"FR2500081";"7230";"Tourbières basses alcalines";"0,02";"C";"C";"B";"B";;"G";"0,73";"false";;;;;;"";"";;"2874";
"60710";"8147";"FR2500081";"1110";"Bancs de sable à faible couverture permanente d'eau marine";"0,25";"C";"C";"C";"B";;"G";"9,95";"false";;;;;;"";"";;"2707";
"60711";"8147";"FR2500081";"6410";"Prairies à Molinia sur sols calcaires, tourbeux ou argilo-limoneux (Molinion caeruleae)";"2,42";"C";"C";"C";"B";;"G";"98,41";"false";;;;;;"";"";;"2833";
"60712";"8147";"FR2500081";"91E0";"Forêts alluviales à Alnus glutinosa et Fraxinus excelsior (Alno-Padion, Alnion incanae, Salicion albae)";"0,02";"C";"C";"C";"C";;"G";"0,89";"true";;;;;;"";"";;"2794";
"60713";"8147";"FR2500081";"91D0";"Tourbières boisées";"0,02";"C";"C";"B";"B";;"G";"0,71";"true";;;;;;"";"";;"2754";
"60714";"8147";"FR2500081";"3260";"Rivières des étages planitiaire à montagnard avec végétation du Ranunculion fluitantis et du Callitricho-Batrachion";"0,01";"C";"C";"C";"C";;"G";"0,36";"false";;;;;;"";"";;"2767";
"60715";"8147";"FR2500081";"6230";"Formations herbeuses à Nardus, riches en espèces, sur substrats siliceux des zones montagnardes (et des zones submontagnardes de l'Europe continentale)";"0,01";"C";"C";"C";"C";;"G";"0,31";"true";;;;;;"";"";;"2797";
"60716";"8147";"FR2500081";"6510";"Prairies maigres de fauche de basse altitude (Alopecurus pratensis, Sanguisorba officinalis)";"0,1";"B";"C";"B";"B";;"G";"4,15";"false";;;;;;"";"";;"2839";
"60717";"8147";"FR2500081";"2180";"Dunes boisées des régions atlantique, continentale et boréale";"0,01";"C";"C";"B";"B";;"P";"0,41";"false";;"false";"false";"false";;"";"";;"2685";
"60718";"8147";"FR2500081";"2190";"Dépressions humides intradunaires";"0,06";"B";"C";"B";"B";;"G";"2,43";"false";;;;;;"";"";;"2666";
"60719";"8147";"FR2500081";"7150";"Dépressions sur substrats tourbeux du Rhynchosporion";"0,08";"A";"C";"B";"B";;"G";"3,31";"false";;;;;;"";"";;"2825";
"60720";"8147";"FR2500081";"1130";"Estuaires";"18,23";"A";"C";"B";"B";;"G";"740,21";"false";;;;;;"";"";;"2709";
"60721";"8147";"FR2500081";"3140";"Eaux oligomésotrophes calcaires avec végétation benthique à Chara spp.";"0,01";"C";"C";"C";"B";;"P";"0,41";"false";;"false";"false";"false";;"";"";;"2757";
"60722";"8147";"FR2500081";"1330";"Prés-salés atlantiques (Glauco-Puccinellietalia maritimae)";"7,14";"A";"C";"B";"A";;"G";"289,76";"false";;"false";"false";"false";;"";"";;"2659";
"60723";"8148";"FR2500082";"1330";"Prés-salés atlantiques (Glauco-Puccinellietalia maritimae)";"7";"B";"C";"A";"B";;"G";"162,12";"false";;"false";"false";"false";;"";"";;"2659";
"60724";"8148";"FR2500082";"2120";"Dunes mobiles du cordon littoral à Ammophila arenaria (dunes blanches)";"3,73";"A";"C";"B";"B";;"G";"86,43";"false";;;;;;"";"";;"2683";
"60725";"8148";"FR2500082";"1230";"Falaises avec végétation des côtes atlantiques et baltiques";"0,26";"C";"C";"B";"C";;"G";"6,1";"false";;;;;;"";"";;"2656";
"60726";"8148";"FR2500082";"1310";"Végétations pionnières à Salicornia et autres espèces annuelles des zones boueuses et sableuses";"1";"A";"C";"B";"B";;"G";"23,16";"false";;;;;;"";"";;"2706";
"60727";"8148";"FR2500082";"2170";"Dunes à Salix repens spp. argentea (Salicion arenariae)";"0,6";"A";"C";"A";"B";;"G";"13,93";"false";;;;;;"";"";;"2688";
"60728";"8148";"FR2500082";"2190";"Dépressions humides intradunaires";"3,41";"B";"C";"B";"B";;"G";"78,89";"false";;"false";"false";"false";;"";"";;"2666";
"60729";"8148";"FR2500082";"1140";"Replats boueux ou sableux exondés à marée basse";"12";"A";"C";"B";"B";;"P";"277,92";"false";;;;;;"";"";;"2710";
"60730";"8148";"FR2500082";"1170";"Récifs";"1";"D";;;;;"P";"23,16";"false";;;;;;"";"";;"2713";
"60731";"8148";"FR2500082";"2180";"Dunes boisées des régions atlantique, continentale et boréale";"0,77";"C";"C";"B";"C";;"G";"17,87";"false";;;;;;"";"";;"2685";
